device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Uux3a,ONE_D,5.97688e+06,1,1,1,455,2436.75,154.938,0.012,16.293,23.198,1.72
GTX 780,Uux3a,ONE_D,5.97688e+06,1,1,1,455,2436.67,155.419,0.008,16.284,23.098,1.727
GTX 780,Uux3a,ONE_D,5.97688e+06,1,1,1,455,2436.74,155.102,0.01,16.282,22.957,1.685
GTX 780,Uux3a,ONE_D,5.97688e+06,1,1,1,455,2436.36,158.01,0.009,16.284,25.103,1.769
GTX 780,Uux3a,ONE_D,5.97688e+06,1,1,1,455,2437.85,154.898,0.009,16.289,22.974,1.771
GTX 780,Uux3a,ONE_D,5.97688e+06,1,1,1,455,2433.75,155.296,0.009,16.285,23.617,1.778
GTX 780,Uux3a,ONE_D,5.97688e+06,1,1,1,455,2433.65,155.013,0.009,16.284,23.286,1.762
GTX 780,Uux3a,ONE_D,5.97688e+06,1,1,1,455,2433.94,155.217,0.009,16.289,23.327,1.85
GTX 780,Uux3a,ONE_D,5.97688e+06,1,1,1,455,2434.45,155.471,0.009,16.281,23.319,1.751
GTX 780,Uux3a,ONE_D,5.97688e+06,1,1,1,455,2434.12,155.319,0.009,16.283,23.466,1.678
