device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Uux3a,ONE_D,943718,1,1,1,71,505.382,29.647,0.01,2.644,2.886,0.543
GTX 780,Uux3a,ONE_D,943718,1,1,1,71,381.183,24.997,0.009,2.639,2.42,0.526
GTX 780,Uux3a,ONE_D,943718,1,1,1,71,381.331,24.86,0.009,2.639,2.419,0.491
GTX 780,Uux3a,ONE_D,943718,1,1,1,71,380.516,24.944,0.008,2.639,2.423,0.527
GTX 780,Uux3a,ONE_D,943718,1,1,1,71,381.568,25.168,0.01,2.639,2.414,0.521
GTX 780,Uux3a,ONE_D,943718,1,1,1,71,380.659,25.038,0.009,2.639,2.428,0.525
GTX 780,Uux3a,ONE_D,943718,1,1,1,71,380.58,25.001,0.009,2.64,2.434,0.505
GTX 780,Uux3a,ONE_D,943718,1,1,1,71,381.685,25.101,0.01,2.639,2.414,0.523
GTX 780,Uux3a,ONE_D,943718,1,1,1,71,380.469,25.021,0.009,2.637,2.428,0.509
GTX 780,Uux3a,ONE_D,943718,1,1,1,71,380.781,25.052,0.009,2.641,2.427,0.514
