device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Uux3a,ONE_D,1.01712e+07,1,1,1,775,5214.11,263.809,0.009,0.16,0.009,2.115
GTX 780,Uux3a,ONE_D,1.01712e+07,1,1,1,775,5227.16,263.131,0.009,0.159,0.009,2.157
GTX 780,Uux3a,ONE_D,1.01712e+07,1,1,1,775,5232.93,263.853,0.01,0.159,0.008,2.174
GTX 780,Uux3a,ONE_D,1.01712e+07,1,1,1,775,5225.91,263.206,0.009,0.16,0.008,2.168
GTX 780,Uux3a,ONE_D,1.01712e+07,1,1,1,775,5238.03,263.302,0.009,0.161,0.009,2.155
GTX 780,Uux3a,ONE_D,1.01712e+07,1,1,1,775,5225.1,263.599,0.009,0.159,0.008,2.213
GTX 780,Uux3a,ONE_D,1.01712e+07,1,1,1,775,5225.18,263.147,0.01,0.159,0.008,2.043
GTX 780,Uux3a,ONE_D,1.01712e+07,1,1,1,775,5226.6,263.692,0.01,0.16,0.008,2.124
GTX 780,Uux3a,ONE_D,1.01712e+07,1,1,1,775,5226.44,263.287,0.009,0.162,0.008,2.134
GTX 780,Uux3a,ONE_D,1.01712e+07,1,1,1,775,5227.88,263.037,0.009,0.159,0.009,2.125
