device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,NBody,ONE_D,1.04858e+06,0.005,1,1,1,1,16,91.824,23.483,0.003,684617,0.001,2.057
AMD Firepro W9100,NBody,ONE_D,1.04858e+06,0.005,1,2,1,1,16,128.438,14.312,0.004,341982,0.001,0.183
AMD Firepro W9100,NBody,ONE_D,1.04858e+06,0.005,1,4,1,1,16,126.514,17.133,0.004,170958,0.001,0.18
AMD Firepro W9100,NBody,ONE_D,1.04858e+06,0.005,1,8,1,1,16,125.426,16.883,0.005,85462.1,0.001,0.131
AMD Firepro W9100,NBody,ONE_D,1.04858e+06,0.005,1,16,1,1,16,122.026,16.772,0.021,42816.8,0.001,0.123
AMD Firepro W9100,NBody,ONE_D,1.04858e+06,0.005,1,32,1,1,16,115.937,13.803,0.003,21483.9,0.001,0.121
AMD Firepro W9100,NBody,ONE_D,1.04858e+06,0.005,1,64,1,1,16,121.95,21.186,0.023,11835.6,0.001,0.116
AMD Firepro W9100,NBody,ONE_D,1.04858e+06,0.005,1,128,1,1,16,121.444,22.846,0.002,12088,0.001,0.118
AMD Firepro W9100,NBody,ONE_D,1.04858e+06,0.005,1,256,1,1,16,120.147,19.306,0.003,12416.3,0,0.117
AMD Firepro W9100,NBody,ONE_D,1.04858e+06,0.005,1,1,1,1,16,91.754,23.199,0.003,684571,0.002,2.007
AMD Firepro W9100,NBody,ONE_D,1.04858e+06,0.005,1,2,1,1,16,127.296,15.055,0.004,342077,0.001,0.16
AMD Firepro W9100,NBody,ONE_D,1.04858e+06,0.005,1,4,1,1,16,111.022,11.42,0.002,170920,0.001,0.136
AMD Firepro W9100,NBody,ONE_D,1.04858e+06,0.005,1,8,1,1,16,126.143,12.793,0.004,85462.9,0.001,0.122
AMD Firepro W9100,NBody,ONE_D,1.04858e+06,0.005,1,16,1,1,16,125.144,12.226,0.002,42811.1,0.001,0.142
AMD Firepro W9100,NBody,ONE_D,1.04858e+06,0.005,1,32,1,1,16,125.42,16.818,0.005,21486.5,0.001,0.131
AMD Firepro W9100,NBody,ONE_D,1.04858e+06,0.005,1,64,1,1,16,116.19,24.045,0.007,11693.9,0,0.125
AMD Firepro W9100,NBody,ONE_D,1.04858e+06,0.005,1,128,1,1,16,122.701,24.369,0.02,11863.7,0,0.126
AMD Firepro W9100,NBody,ONE_D,1.04858e+06,0.005,1,256,1,1,16,121.971,24.05,0.024,12055.1,0,0.127
