device/C,kernel/C,workDimension/C,cubeLength/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,Array3dAverage,THREE_D,8,1,1,128,0.00195312,0.016,0.121,0.001,0.219,0.077,0.029
AMD Firepro W9100,Array3dAverage,THREE_D,8,1,1,256,0.00195312,0.016,0.112,0.004,0.314,0.146,0.051
AMD Firepro W9100,Array3dAverage,THREE_D,8,1,2,128,0.00195312,0.014,0.188,0.001,0.351,0.144,0.048
AMD Firepro W9100,Array3dAverage,THREE_D,8,1,128,1,0.00195312,0.014,0.17,0.001,0.373,0.31,0.045
AMD Firepro W9100,Array3dAverage,THREE_D,8,1,128,2,0.00195312,0.018,0.125,0.002,0.334,0.14,0.053
AMD Firepro W9100,Array3dAverage,THREE_D,8,1,256,1,0.00195312,0.017,0.154,0,0.32,0.156,0.054
AMD Firepro W9100,Array3dAverage,THREE_D,8,2,1,128,0.00195312,0.015,0.177,0.001,0.373,0.151,0.045
AMD Firepro W9100,Array3dAverage,THREE_D,8,2,128,1,0.00195312,0.015,0.169,0.001,0.368,0.161,0.044
AMD Firepro W9100,Array3dAverage,THREE_D,8,128,1,1,0.00195312,0.014,0.163,0.017,0.349,0.162,0.047
AMD Firepro W9100,Array3dAverage,THREE_D,8,128,1,2,0.00195312,0.019,0.133,0.002,0.355,0.151,0.044
AMD Firepro W9100,Array3dAverage,THREE_D,8,128,2,1,0.00195312,0.022,0.162,0,0.353,0.151,0.046
AMD Firepro W9100,Array3dAverage,THREE_D,8,256,1,1,0.00195312,0.018,0.128,0.001,0.374,0.19,0.054
AMD Firepro W9100,Array3dAverage,THREE_D,8,1,1,128,0.00195312,0.014,0.113,0.001,0.395,0.083,0.03
AMD Firepro W9100,Array3dAverage,THREE_D,8,1,1,256,0.00195312,0.014,0.078,0.001,0.201,0.074,0.029
AMD Firepro W9100,Array3dAverage,THREE_D,8,1,2,128,0.00195312,0.022,0.253,0.016,0.4,0.185,0.092
