device/C,kernel/C,workDimension/C,N/F,P/F,M/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,MatrixMultiplication,TWO_D,1448,1448,1448,1,1,1,7,81.236,6.753,0.004,1042.06,6.764,1.97
AMD Firepro W9100,MatrixMultiplication,TWO_D,1448,1448,1448,1,2,1,7,82.411,5.899,0.001,518.825,1.912,0.058
AMD Firepro W9100,MatrixMultiplication,TWO_D,1448,1448,1448,1,4,1,7,82.003,5.456,0.001,260.216,2.316,0.058
AMD Firepro W9100,MatrixMultiplication,TWO_D,1448,1448,1448,1,8,1,7,82.388,5.821,0.001,212.173,2.103,0.053
AMD Firepro W9100,MatrixMultiplication,TWO_D,1448,1448,1448,1,16,1,7,80.183,5.664,0.002,113.399,1.897,0.059
AMD Firepro W9100,MatrixMultiplication,TWO_D,1448,1448,1448,1,32,1,7,79.591,5.893,0.016,90.238,2.104,0.039
AMD Firepro W9100,MatrixMultiplication,TWO_D,1448,1448,1448,1,64,1,7,81.004,5.674,0.018,167.74,2.099,0.061
AMD Firepro W9100,MatrixMultiplication,TWO_D,1448,1448,1448,1,128,1,7,83.168,5.875,0.001,190.715,2.454,0.096
AMD Firepro W9100,MatrixMultiplication,TWO_D,1448,1448,1448,1,256,1,7,81.804,5.879,0.002,215.625,2.103,0.054
AMD Firepro W9100,MatrixMultiplication,TWO_D,1448,1448,1448,2,1,1,7,84.604,5.746,0.016,521.586,2.24,0.06
AMD Firepro W9100,MatrixMultiplication,TWO_D,1448,1448,1448,2,2,1,7,81.951,6.047,0.002,259.495,2.174,0.037
AMD Firepro W9100,MatrixMultiplication,TWO_D,1448,1448,1448,2,4,1,7,82.051,5.539,0.002,151.819,2.099,0.04
AMD Firepro W9100,MatrixMultiplication,TWO_D,1448,1448,1448,2,8,1,7,81.015,5.861,0.001,113.629,1.903,0.055
AMD Firepro W9100,MatrixMultiplication,TWO_D,1448,1448,1448,2,16,1,7,79.505,5.846,0.017,89.618,2.237,0.059
AMD Firepro W9100,MatrixMultiplication,TWO_D,1448,1448,1448,2,32,1,7,81.243,5.867,0.001,90.225,2.092,0.052
AMD Firepro W9100,MatrixMultiplication,TWO_D,1448,1448,1448,2,64,1,7,81.431,6.189,0.002,81.242,1.937,0.065
AMD Firepro W9100,MatrixMultiplication,TWO_D,1448,1448,1448,2,128,1,7,80.987,5.793,0.016,102.316,2.078,0.053
AMD Firepro W9100,MatrixMultiplication,TWO_D,1448,1448,1448,4,1,1,7,80.244,6.159,0.001,270.77,2.479,0.093
