device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,1,1,1,6,92.307,22.808,0.007,237.593,0.001,4.418
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,2,1,1,6,92.466,21.541,0.006,211.743,0.002,3.273
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,4,1,1,6,93.215,20.88,0.005,200.509,0.002,3.243
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,8,1,1,6,92.575,21.782,0.006,194.849,0.002,3.269
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,16,1,1,6,92.509,20.59,0.006,200.637,0.002,3.234
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,32,1,1,6,92.541,20.461,0.006,202.716,0.001,3.255
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,64,1,1,6,92.806,20.709,0.006,203.997,0.001,3.266
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,128,1,1,6,92.565,21.815,0.006,202.197,0.001,3.257
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,256,1,1,6,92.48,20.594,0.007,204.047,0.002,3.248
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,1,1,1,6,91.85,22.714,0.006,236.449,0.001,4.444
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,2,1,1,6,92.048,20.534,0.006,214.598,0.002,3.46
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,4,1,1,6,92.147,20.875,0.005,201.545,0.002,3.513
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,8,1,1,6,93.279,19.892,0.006,202.041,0.001,3.457
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,16,1,1,6,92.295,20.809,0.006,204.859,0.001,3.503
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,32,1,1,6,92.293,20.39,0.004,201.964,0.002,3.463
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,64,1,1,6,92.35,21.272,0.007,204.539,0.001,3.45
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,128,1,1,6,92.084,20.913,0.004,201.631,0.001,3.514
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,256,1,1,6,93.369,20.424,0.006,205.389,0.001,3.475
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,1,1,1,6,85.116,23.354,0.007,257.173,0.001,6.008
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,2,1,1,6,91.497,20.456,0.006,204.235,0.002,3.307
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,4,1,1,6,94.166,21.037,0.004,198.158,0.002,3.289
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,8,1,1,6,92.638,20.966,0.006,200.872,0.002,3.295
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,16,1,1,6,92.142,20.873,0.007,201.02,0.001,3.298
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,32,1,1,6,93.606,20.971,0.006,199.591,0.001,3.316
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,64,1,1,6,92.171,20.79,0.006,201.327,0.001,3.285
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,128,1,1,6,92.763,21.434,0.006,201.848,0.001,3.291
AMD Firepro W9100,FluidSimulation,ONE_D,6,887,887,3,256,1,1,6,93.369,21.435,0.006,202.731,0.002,3.28
