device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,1,1,1,8,118.716,30.711,0.009,274.786,0.001,7.677
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,2,1,1,8,120.126,29.617,0.004,223.88,0.001,6.328
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,4,1,1,8,123.567,29.116,0.007,211.048,0,5.778
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,8,1,1,8,116.404,28.927,0.009,201.978,0.001,6.425
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,16,1,1,8,123.435,29.282,0.007,203.104,0.001,5.755
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,32,1,1,8,116.442,29.667,0.006,208.137,0.001,6.283
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,64,1,1,8,123.271,28.685,0.007,212.422,0.001,5.76
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,128,1,1,8,118.447,29.423,0.007,214.608,0.001,6.231
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,256,1,1,8,123.411,29.836,0.006,211.752,0.001,5.776
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,1,1,1,8,119.559,28.993,0.006,292.013,0.002,4.767
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,2,1,1,8,118.888,28.375,0.006,254.154,0.002,4.326
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,4,1,1,8,124.552,28.19,0.007,238.248,0.001,3.743
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,8,1,1,8,119.408,28.339,0.007,229.401,0.001,4.334
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,16,1,1,8,124.53,28.701,0.004,229.71,0.001,3.738
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,32,1,1,8,119.07,27.698,0.005,225.771,0.002,4.346
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,64,1,1,8,124.971,27.715,0.006,233.287,0.001,3.75
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,128,1,1,8,119.258,27.802,0.005,227.969,0.001,4.407
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,256,1,1,8,124.701,27.259,0.006,232.594,0.001,3.756
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,1,1,1,8,109.26,29.031,0.006,280.236,0.002,4.684
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,2,1,1,8,113.538,26.006,0.006,244.415,0.001,3.67
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,4,1,1,8,112.305,28.43,0.007,220.363,0.002,4.017
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,8,1,1,8,112.785,28.182,0.003,211.085,0.001,3.684
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,16,1,1,8,112.364,27.94,0.007,226.716,0.002,4.016
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,32,1,1,8,112.789,26.8,0.006,220.163,0.001,3.685
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,64,1,1,8,112.265,27.052,0.007,225.518,0.001,3.877
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,128,1,1,8,112.832,28.112,0.007,224.743,0.002,3.689
AMD Firepro W9100,FluidSimulation,ONE_D,8,1024,1024,3,256,1,1,8,112.331,27.034,0.006,227.499,0.002,4.047
