device/C,kernel/C,workDimension/C,cubeLength/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,Array3dAverage,THREE_D,116,1,1,1,5.95435,57.656,3.238,0.002,7.978,1.683,0.094
AMD Firepro W9100,Array3dAverage,THREE_D,116,1,1,2,5.95435,53.85,2.764,0.002,4.096,1.558,0.032
AMD Firepro W9100,Array3dAverage,THREE_D,116,1,1,4,5.95435,57.646,3.097,0.001,2.335,1.642,0.05
AMD Firepro W9100,Array3dAverage,THREE_D,116,1,2,1,5.95435,56.558,3.069,0.016,4.12,1.57,0.033
AMD Firepro W9100,Array3dAverage,THREE_D,116,1,2,2,5.95435,57.596,2.925,0.001,2.5,1.544,0.033
AMD Firepro W9100,Array3dAverage,THREE_D,116,1,2,4,5.95435,53.402,3.065,0.001,1.401,1.54,0.033
AMD Firepro W9100,Array3dAverage,THREE_D,116,1,4,1,5.95435,56.763,2.912,0.001,2.285,1.707,0.051
AMD Firepro W9100,Array3dAverage,THREE_D,116,1,4,2,5.95435,57.619,3.182,0.015,1.271,1.464,0.05
AMD Firepro W9100,Array3dAverage,THREE_D,116,1,4,4,5.95435,55.627,3.255,0.002,1.235,1.484,0.051
AMD Firepro W9100,Array3dAverage,THREE_D,116,2,1,1,5.95435,59.979,3.286,0.002,4.09,1.209,0.03
AMD Firepro W9100,Array3dAverage,THREE_D,116,2,1,2,5.95435,53.237,3.254,0.002,2.385,1.55,0.032
AMD Firepro W9100,Array3dAverage,THREE_D,116,2,1,4,5.95435,52.826,2.868,0.002,1.447,1.477,0.048
AMD Firepro W9100,Array3dAverage,THREE_D,116,2,2,1,5.95435,57.206,3.064,0.001,2.283,1.556,0.033
AMD Firepro W9100,Array3dAverage,THREE_D,116,2,2,2,5.95435,57.597,2.487,0.001,1.461,1.123,0.031
AMD Firepro W9100,Array3dAverage,THREE_D,116,2,2,4,5.95435,55.089,2.874,0,0.98,1.544,0.045
AMD Firepro W9100,Array3dAverage,THREE_D,116,2,4,1,5.95435,59.68,2.917,0.001,1.506,1.565,0.032
AMD Firepro W9100,Array3dAverage,THREE_D,116,2,4,2,5.95435,56.772,3.014,0.001,0.884,1.496,0.032
AMD Firepro W9100,Array3dAverage,THREE_D,116,2,4,4,5.95435,56.023,3.024,0.001,0.787,1.504,0.049
AMD Firepro W9100,Array3dAverage,THREE_D,116,4,1,1,5.95435,56.634,3.288,0.001,2.297,1.743,0.046
AMD Firepro W9100,Array3dAverage,THREE_D,116,4,1,2,5.95435,56.644,3.267,0.001,1.288,1.492,0.049
AMD Firepro W9100,Array3dAverage,THREE_D,116,4,1,4,5.95435,57.052,3.177,0.001,0.938,1.672,0.043
AMD Firepro W9100,Array3dAverage,THREE_D,116,4,2,1,5.95435,56.673,3.18,0.002,1.294,1.705,0.048
AMD Firepro W9100,Array3dAverage,THREE_D,116,4,2,2,5.95435,52.199,2.903,0.002,0.858,1.657,0.053
AMD Firepro W9100,Array3dAverage,THREE_D,116,4,2,4,5.95435,53.235,3.099,0.002,0.525,1.683,0.048
