device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,1,1,1,24,130.512,19.572,0.003,13.006,12.897,1.657
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,2,1,1,24,125.849,8.176,0.002,9.727,8.914,0.638
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,4,1,1,24,123.26,8.118,0.003,7.225,2.448,0.4
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,8,1,1,24,126.941,8.105,0.002,7.345,1.595,0.203
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,16,1,1,24,123.037,8.395,0.003,6.64,0.606,0.115
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,32,1,1,24,122.87,7.947,0.003,6.507,0.315,0.096
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,64,1,1,24,124.401,7.839,0.002,6.286,0.204,0.091
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,128,1,1,24,125.063,7.8,0.002,6.658,0.117,0.087
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,256,1,1,24,125.346,7.791,0.001,6.618,0.084,0.085
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,1,1,1,24,170.745,10.519,0.004,12.237,11.416,0.897
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,2,1,1,24,136.926,8.14,0.002,9.232,6.65,0.408
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,4,1,1,24,124.16,8.151,0.003,7.189,3.281,0.379
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,8,1,1,24,125.267,8.177,0.002,7.255,1.361,0.193
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,16,1,1,24,122.837,8.161,0.003,7.05,0.55,0.104
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,32,1,1,24,123.124,8.15,0.002,6.202,0.294,0.078
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,64,1,1,24,133.381,8.215,0.003,6.814,0.243,0.102
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,128,1,1,24,126.177,8.154,0.002,6.378,0.103,0.064
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,256,1,1,24,123.792,8.122,0.002,6.728,0.07,0.058
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,1,1,1,24,127.933,14.334,0.002,10.861,8.408,1.652
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,2,1,1,24,123.385,13.114,0.002,8.747,6.531,0.415
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,4,1,1,24,122.334,13.122,0.002,7.698,2.937,0.334
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,8,1,1,24,122.13,13.097,0.002,7.007,2.247,0.303
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,16,1,1,24,125.609,13.056,0.002,6.452,0.591,0.112
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,32,1,1,24,126.49,13.025,0.002,6.696,0.405,0.082
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,64,1,1,24,122.333,13.056,0.002,6.213,0.166,0.071
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,128,1,1,24,126.511,12.986,0.002,6.977,0.104,0.065
AMD Firepro W9100,Reduction,ONE_D,1.57286e+06,256,1,1,24,122.997,13.032,0.001,6.804,0.067,0.062
