device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,Reduction,ONE_D,131072,1,1,1,2,10.543,0.679,0.002,2.874,0.746,0.115
AMD Firepro W9100,Reduction,ONE_D,131072,2,1,1,2,10.073,0.73,0.001,2.316,0.425,0.074
AMD Firepro W9100,Reduction,ONE_D,131072,4,1,1,2,10.056,0.747,0.001,1.914,0.208,0.058
AMD Firepro W9100,Reduction,ONE_D,131072,8,1,1,2,10.059,0.773,0,1.974,0.129,0.051
AMD Firepro W9100,Reduction,ONE_D,131072,16,1,1,2,10.275,0.756,0.001,1.764,0.084,0.047
AMD Firepro W9100,Reduction,ONE_D,131072,32,1,1,2,10.05,0.752,0.001,1.771,0.063,0.045
AMD Firepro W9100,Reduction,ONE_D,131072,64,1,1,2,10.104,0.725,0.001,1.956,0.053,0.044
AMD Firepro W9100,Reduction,ONE_D,131072,128,1,1,2,10.087,0.755,0.001,1.774,0.047,0.099
AMD Firepro W9100,Reduction,ONE_D,131072,256,1,1,2,10.049,0.76,0.001,1.767,0.054,0.035
AMD Firepro W9100,Reduction,ONE_D,131072,1,1,1,2,10.791,0.667,0.002,3.144,0.753,0.104
AMD Firepro W9100,Reduction,ONE_D,131072,2,1,1,2,10.095,0.747,0,2.428,0.422,0.073
AMD Firepro W9100,Reduction,ONE_D,131072,4,1,1,2,10.1,0.76,0,1.929,0.205,0.056
AMD Firepro W9100,Reduction,ONE_D,131072,8,1,1,2,10.059,0.76,0.001,2.015,0.127,0.052
AMD Firepro W9100,Reduction,ONE_D,131072,16,1,1,2,10.056,0.773,0.001,1.848,0.085,0.048
AMD Firepro W9100,Reduction,ONE_D,131072,32,1,1,2,10.126,0.787,0,1.789,0.062,0.046
AMD Firepro W9100,Reduction,ONE_D,131072,64,1,1,2,10.086,0.757,0,1.758,0.051,0.045
AMD Firepro W9100,Reduction,ONE_D,131072,128,1,1,2,10.087,0.754,0.001,1.719,0.046,0.044
AMD Firepro W9100,Reduction,ONE_D,131072,256,1,1,2,10.05,0.759,0.001,1.726,0.042,0.044
