device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,1,1,1,8,45.882,8.174,0.005,171571,0.001,0.145
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,2,1,1,8,67.372,8.236,0.003,85602,0,0.146
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,4,1,1,8,62.695,8.322,0.004,42810.8,0.001,0.117
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,8,1,1,8,61.309,8.053,0.003,21416.2,0,0.158
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,16,1,1,8,63.532,8.064,0.004,10745.8,0.001,0.115
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,32,1,1,8,59.665,8.314,0.003,5414.22,0,0.126
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,64,1,1,8,63.465,8.212,0.004,2897.57,0,0.116
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,128,1,1,8,63.764,11.015,0.003,2906.02,0.001,0.117
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,256,1,1,8,63.297,10.711,0.002,2907.22,0.001,0.118
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,1,1,1,8,45.917,8.058,0.002,171529,0.001,0.165
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,2,1,1,8,65.325,7.98,0.003,85647.7,0.001,0.149
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,4,1,1,8,64.151,8.449,0.003,42807.4,0,0.178
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,8,1,1,8,46.4,8.546,0.018,21411.5,0.001,0.137
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,16,1,1,8,55.228,7.017,0.002,10744.1,0,0.137
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,32,1,1,8,62.244,7.956,0.018,5416.26,0.001,0.136
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,64,1,1,8,52.062,7.079,0.003,2910.33,0.001,0.134
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,128,1,1,8,47.052,10,0.003,2920.19,0.001,0.134
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,256,1,1,8,60.616,12.149,0.019,2940.3,0.001,0.187
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,1,1,1,8,45.979,8.125,0.022,171513,0.001,0.152
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,2,1,1,8,65.043,8.336,0.006,85686.2,0.001,0.131
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,4,1,1,8,64.84,7.631,0.006,42809.3,0.001,0.127
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,8,1,1,8,68.667,7.931,0.027,21417.6,0.001,0.121
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,16,1,1,8,66.352,7.687,0.006,10744.3,0.001,0.123
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,32,1,1,8,61.84,8.595,0.004,5415.38,0.001,0.119
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,64,1,1,8,63.851,7.616,0.02,2899.69,0.001,0.119
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,128,1,1,8,63.186,10.874,0.004,2907.94,0,0.12
AMD Firepro W9100,NBody,ONE_D,524288,0.005,1,256,1,1,8,62.083,11.609,0.003,2908.13,0,0.12
