device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,1,1,1,31,164.76,20.39,0.004,9808.92,9.024,3.222
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,2,1,1,31,188.717,19.699,0.002,4908.83,9.012,1.445
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,4,1,1,31,175.861,20.091,0.004,2459.35,9.036,1.436
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,8,1,1,31,187.008,19.753,0.002,1234.1,8.934,0.758
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,16,1,1,31,192.758,16.961,0.002,626.416,8.969,1.429
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,32,1,1,31,169.716,20.495,0.003,330.184,8.977,1.441
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,64,1,1,31,169.2,19.705,0.002,212.062,9,0.721
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,128,1,1,31,168.547,19.856,0.003,209.248,8.967,1.455
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,256,1,1,31,164.1,19.728,0.002,206.418,8.984,0.719
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,1,1,1,31,166.787,35.778,0.003,9808.88,9.76,4.252
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,2,1,1,31,214.166,33.413,0.005,4908.89,9.975,2.819
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,4,1,1,31,214.91,32.934,0.004,2459.02,10.022,2.81
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,8,1,1,31,211.162,31.369,0.004,1234.06,10.012,2.838
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,16,1,1,31,223.385,34.913,0.003,625.626,10.043,2.819
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,32,1,1,31,224.774,33.147,0.005,329.649,10.051,2.781
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,64,1,1,31,224.544,37.129,0.005,211.914,10.042,2.81
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,128,1,1,31,226.424,30.422,0.004,209.327,8.128,2.42
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,256,1,1,31,215.345,33.008,0.004,206.433,8.908,2.659
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,1,1,1,31,166.349,34.886,0.008,9809.22,10.042,3.227
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,2,1,1,31,228.003,33.536,0.005,4908.96,9.927,2.93
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,4,1,1,31,226.027,26.951,0.004,2458.89,10.016,2.912
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,8,1,1,31,216.949,33.296,0.004,1233.19,10.023,2.91
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,16,1,1,31,225.647,33.32,0.005,626.045,10.028,2.791
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,32,1,1,31,226.699,30.049,0.003,329.835,8.229,2.711
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,64,1,1,31,213.808,33.669,0.003,211.899,9.377,2.914
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,128,1,1,31,168.182,30.849,0.004,209.256,8.759,2.509
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,256,1,1,31,168.332,27.074,0.004,206.397,8.762,2.869
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,1,1,1,31,164.876,21.196,0.004,9809.17,9.537,3.129
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,2,1,1,31,180.116,19.003,0.003,4909.92,9.462,1.439
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,4,1,1,31,176.508,20.143,0.002,2457.96,9.454,1.428
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,8,1,1,31,188.625,20.175,0.004,1234.14,9.313,1.431
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,16,1,1,31,191.079,17.159,0.003,625.6,9.293,1.115
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,32,1,1,31,170.578,20.216,0.004,330.006,9.305,1.431
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,64,1,1,31,168.383,20.451,0.003,211.825,9.259,1.425
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,128,1,1,31,167.678,20.122,0.004,209.337,9.331,1.399
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,256,1,1,31,168.763,20.098,0.004,206.519,9.283,1.428
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,1,1,1,31,168.095,30.579,0.006,9809.37,9.476,5.416
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,2,1,1,31,224.943,30.771,0.006,4908.62,9.998,2.964
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,4,1,1,31,225.168,29.896,0.005,2457.98,9.981,2.934
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,8,1,1,31,221.056,29.12,0.005,1233.77,10.033,2.928
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,16,1,1,31,224.525,30.513,0.006,626.053,10.003,2.927
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,32,1,1,31,216.049,27.656,0.004,330.119,8.906,2.917
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,64,1,1,31,170.848,24.045,0.005,211.664,8.732,2.611
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,128,1,1,31,172.256,33.837,0.004,209.143,7.339,1.735
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,256,1,1,31,167.958,27.874,0.005,206.213,8.454,2.739
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,1,1,1,31,166.435,36.214,0.002,9809,9.758,4.698
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,2,1,1,31,175.545,33.061,0.003,4908.91,10,2.622
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,4,1,1,31,186.603,28.968,0.002,2457.91,10.117,2.55
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,8,1,1,31,184.532,35.597,0.003,1234.42,10.133,2.523
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,16,1,1,31,198.222,35.824,0.003,626.186,10.207,2.502
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,32,1,1,31,166.793,33.837,0.002,329.755,8.735,2.551
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,64,1,1,31,165.571,33.604,0.003,211.858,10.136,2.515
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,128,1,1,31,169.168,35.949,0.003,209.212,10.125,2.544
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,256,1,1,31,164.865,33.568,0.002,206.375,10.129,2.506
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,1,1,1,31,166.714,28.261,0.006,9808.98,9.688,5.8
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,2,1,1,31,227.43,31.172,0.005,4908.78,8.68,1.956
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,4,1,1,31,191.121,28.131,0.004,2458.38,10.001,2.904
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,8,1,1,31,206.625,27.584,0.004,1234.32,10.04,2.968
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,16,1,1,31,223.234,34.561,0.004,625.852,10.04,2.951
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,32,1,1,31,223.103,30.709,0.004,329.975,9.345,2.925
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,64,1,1,31,172.413,32.426,0.003,211.908,9.385,2.921
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,128,1,1,31,172.897,32.81,0.003,209.195,7.692,2.535
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,256,1,1,31,169.756,31.872,0.003,206.341,8.893,2.879
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,1,1,1,31,166.216,33.815,0.004,9808.92,8.346,4.55
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,2,1,1,31,176.294,29.317,0.003,4908.7,10.128,2.608
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,4,1,1,31,185.575,34.166,0.003,2458.55,10.211,2.593
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,8,1,1,31,172.85,35.502,0.001,1233.8,10.132,2.557
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,16,1,1,31,196.719,36,0.002,625.648,10.096,2.549
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,32,1,1,31,167.623,33.858,0.002,329.686,10.149,2.521
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,64,1,1,31,165.509,33.776,0.003,212.013,10.119,2.588
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,128,1,1,31,169.087,35.718,0.002,209.354,8.715,1.859
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,256,1,1,31,165.757,33.957,0.003,206.193,10.164,2.54
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,1,1,1,31,166.616,29.147,0.004,9808.82,9.886,5.789
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,2,1,1,31,227.475,32.511,0.005,4909.37,9.984,2.929
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,4,1,1,31,223.281,27.766,0.005,2457.4,10.24,2.911
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,8,1,1,31,225.453,31.311,0.006,1234.29,9.973,2.923
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,16,1,1,31,213.441,30.069,0.006,626.196,9.338,2.859
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,32,1,1,31,227.511,32.116,0.005,330.051,9.974,2.888
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,64,1,1,31,231.059,34.116,0.004,211.912,9.997,3
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,128,1,1,31,225.975,31.199,0.003,209.372,10.038,2.798
AMD Firepro W9100,Convolution,ONE_D,2896,2896,64,64,256,1,1,31,226.262,30.533,0.023,206.514,10.06,2.937
