device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,FluidSimulation,ONE_D,18,1536,1536,3,1,1,1,18,277.891,59.296,0.004,575.567,0,14.439
AMD Firepro W9100,FluidSimulation,ONE_D,18,1536,1536,3,2,1,1,18,277.662,60.403,0.004,482.986,0,14.571
AMD Firepro W9100,FluidSimulation,ONE_D,18,1536,1536,3,4,1,1,18,277.702,58.517,0.007,474.667,0.001,14.425
AMD Firepro W9100,FluidSimulation,ONE_D,18,1536,1536,3,8,1,1,18,277.501,63.385,0.008,465.493,0.001,14.519
AMD Firepro W9100,FluidSimulation,ONE_D,18,1536,1536,3,16,1,1,18,277.511,65.832,0.006,474.267,0,14.449
AMD Firepro W9100,FluidSimulation,ONE_D,18,1536,1536,3,32,1,1,18,277.932,62.605,0.007,475.118,0.001,14.504
AMD Firepro W9100,FluidSimulation,ONE_D,18,1536,1536,3,64,1,1,18,278.937,59.757,0.007,458.083,0.001,14.912
AMD Firepro W9100,FluidSimulation,ONE_D,18,1536,1536,3,128,1,1,18,296.669,66.034,0.004,457.641,0,14.625
AMD Firepro W9100,FluidSimulation,ONE_D,18,1536,1536,3,256,1,1,18,278.012,65.495,0.006,461.913,0.001,18.071
AMD Firepro W9100,FluidSimulation,ONE_D,18,1536,1536,3,1,1,1,18,278.237,61.287,0.005,643.709,0.002,9.051
AMD Firepro W9100,FluidSimulation,ONE_D,18,1536,1536,3,2,1,1,18,278.424,60.989,0.006,567.601,0.002,9.088
AMD Firepro W9100,FluidSimulation,ONE_D,18,1536,1536,3,4,1,1,18,280.706,61.645,0.006,532.13,0.002,9.124
AMD Firepro W9100,FluidSimulation,ONE_D,18,1536,1536,3,8,1,1,18,280.239,61.13,0.006,504.364,0.002,9.039
AMD Firepro W9100,FluidSimulation,ONE_D,18,1536,1536,3,16,1,1,18,278.329,56.578,0.007,523.496,0.002,9.007
AMD Firepro W9100,FluidSimulation,ONE_D,18,1536,1536,3,32,1,1,18,278.437,60.278,0.006,522.749,0.001,9.091
AMD Firepro W9100,FluidSimulation,ONE_D,18,1536,1536,3,64,1,1,18,279.312,60.798,0.006,531.192,0.001,8.99
AMD Firepro W9100,FluidSimulation,ONE_D,18,1536,1536,3,128,1,1,18,278.175,61.493,0.006,527.489,0.002,9.02
AMD Firepro W9100,FluidSimulation,ONE_D,18,1536,1536,3,256,1,1,18,281.71,60.086,0.007,512.515,0.001,8.884
