device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,NBody,ONE_D,1.57286e+06,0.005,1,1,1,1,24,140.308,22.402,0.004,1.539e+06,0.001,5.66
AMD Firepro W9100,NBody,ONE_D,1.57286e+06,0.005,1,2,1,1,24,185.758,20.819,0.004,769165,0.001,2.915
AMD Firepro W9100,NBody,ONE_D,1.57286e+06,0.005,1,4,1,1,24,183.89,20.61,0.007,384501,0.002,2.96
AMD Firepro W9100,NBody,ONE_D,1.57286e+06,0.005,1,8,1,1,24,184.513,20.046,0.004,192273,0.001,2.971
AMD Firepro W9100,NBody,ONE_D,1.57286e+06,0.005,1,16,1,1,24,188.655,23.507,0.021,96167.6,0.001,2.96
AMD Firepro W9100,NBody,ONE_D,1.57286e+06,0.005,1,32,1,1,24,183.306,20.653,0.004,49447.4,0.002,2.928
AMD Firepro W9100,NBody,ONE_D,1.57286e+06,0.005,1,64,1,1,24,171.591,35.576,0.004,27898.6,0.001,2.843
AMD Firepro W9100,NBody,ONE_D,1.57286e+06,0.005,1,128,1,1,24,188.254,29.615,0.005,29106.3,0.001,2.881
AMD Firepro W9100,NBody,ONE_D,1.57286e+06,0.005,1,256,1,1,24,180.614,29.844,0.005,28631.8,0.001,2.827
AMD Firepro W9100,NBody,ONE_D,1.57286e+06,0.005,1,1,1,1,24,134.871,37.995,0.003,1.53877e+06,0.001,19.843
AMD Firepro W9100,NBody,ONE_D,1.57286e+06,0.005,1,2,1,1,24,185.924,22.968,0.019,769175,0.001,2.077
AMD Firepro W9100,NBody,ONE_D,1.57286e+06,0.005,1,4,1,1,24,187.508,22.806,0.004,384452,0,2.269
AMD Firepro W9100,NBody,ONE_D,1.57286e+06,0.005,1,8,1,1,24,158.585,20.009,0.003,192280,0.001,2.092
AMD Firepro W9100,NBody,ONE_D,1.57286e+06,0.005,1,16,1,1,24,166.196,21.351,0.003,96172.6,0.001,2.098
AMD Firepro W9100,NBody,ONE_D,1.57286e+06,0.005,1,32,1,1,24,159.263,17.481,0.003,48199.4,0.001,2.113
AMD Firepro W9100,NBody,ONE_D,1.57286e+06,0.005,1,64,1,1,24,143.08,23.445,0.003,26228.8,0.001,2.116
AMD Firepro W9100,NBody,ONE_D,1.57286e+06,0.005,1,128,1,1,24,155.085,36.915,0.019,27151.8,0.001,2.084
AMD Firepro W9100,NBody,ONE_D,1.57286e+06,0.005,1,256,1,1,24,162.142,35.352,0.003,27317.6,0.001,2.082
