device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,FluidSimulation,ONE_D,33,2111,2111,3,1,1,1,34,528.115,115.48,0.003,1057.12,0.001,35.809
AMD Firepro W9100,FluidSimulation,ONE_D,33,2111,2111,3,2,1,1,34,531.278,116.912,0.007,910.067,0.001,28.243
AMD Firepro W9100,FluidSimulation,ONE_D,33,2111,2111,3,4,1,1,34,528.931,115.118,0.008,1160.15,0.001,18.01
AMD Firepro W9100,FluidSimulation,ONE_D,33,2111,2111,3,8,1,1,34,527.826,104.198,0.004,927.589,0.001,17.693
AMD Firepro W9100,FluidSimulation,ONE_D,33,2111,2111,3,16,1,1,34,525.282,100.463,0.004,950.865,0.002,17.72
AMD Firepro W9100,FluidSimulation,ONE_D,33,2111,2111,3,32,1,1,34,525.553,104.869,0.003,953.615,0.001,17.701
AMD Firepro W9100,FluidSimulation,ONE_D,33,2111,2111,3,64,1,1,34,525.765,104.309,0.006,956.459,0.001,17.944
AMD Firepro W9100,FluidSimulation,ONE_D,33,2111,2111,3,128,1,1,34,528.555,107.996,0.007,950.855,0.001,17.762
AMD Firepro W9100,FluidSimulation,ONE_D,33,2111,2111,3,256,1,1,34,526.767,105.02,0.007,959.757,0.002,17.823
AMD Firepro W9100,FluidSimulation,ONE_D,33,2111,2111,3,1,1,1,34,530.189,111.998,0.006,1054.37,0.001,30.038
AMD Firepro W9100,FluidSimulation,ONE_D,33,2111,2111,3,2,1,1,34,530.274,105.87,0.004,1148.58,0.002,18.26
AMD Firepro W9100,FluidSimulation,ONE_D,33,2111,2111,3,4,1,1,34,532.369,105.193,0.003,931.415,0.002,18.254
AMD Firepro W9100,FluidSimulation,ONE_D,33,2111,2111,3,8,1,1,34,531.119,107.461,0.004,922.698,0.001,18.24
AMD Firepro W9100,FluidSimulation,ONE_D,33,2111,2111,3,16,1,1,34,531.44,107.322,0.004,937.699,0.001,18.414
AMD Firepro W9100,FluidSimulation,ONE_D,33,2111,2111,3,32,1,1,34,532.062,106.176,0.006,920.605,0.002,18.351
AMD Firepro W9100,FluidSimulation,ONE_D,33,2111,2111,3,64,1,1,34,532.584,105.477,0.005,932.205,0.001,18.3
AMD Firepro W9100,FluidSimulation,ONE_D,33,2111,2111,3,128,1,1,34,531.097,111.095,0.007,922.685,0.002,18.38
AMD Firepro W9100,FluidSimulation,ONE_D,33,2111,2111,3,256,1,1,34,531.655,105.243,0.007,941.4,0.001,18.499
