device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,Convolution,ONE_D,2048,2048,64,64,1,1,1,16,81.474,11.673,0.002,4883.78,4.521,0.075
AMD Firepro W9100,Convolution,ONE_D,2048,2048,64,64,2,1,1,16,89.626,10.838,0.001,2442.83,4.56,0.119
AMD Firepro W9100,Convolution,ONE_D,2048,2048,64,64,4,1,1,16,94.63,10.944,0.001,1222.36,4.559,0.118
AMD Firepro W9100,Convolution,ONE_D,2048,2048,64,64,8,1,1,16,91.448,10.615,0.001,612.2,4.561,0.06
AMD Firepro W9100,Convolution,ONE_D,2048,2048,64,64,16,1,1,16,81.99,9.181,0.001,308.201,4.591,0.062
AMD Firepro W9100,Convolution,ONE_D,2048,2048,64,64,32,1,1,16,85.729,10.519,0.001,154.925,4.609,0.06
AMD Firepro W9100,Convolution,ONE_D,2048,2048,64,64,64,1,1,16,81.983,9.179,0.001,107.308,4.58,0.058
AMD Firepro W9100,Convolution,ONE_D,2048,2048,64,64,128,1,1,16,86.348,10.858,0.001,105.51,4.568,0.116
AMD Firepro W9100,Convolution,ONE_D,2048,2048,64,64,256,1,1,16,88.415,10.459,0.002,102.726,4.593,0.145
AMD Firepro W9100,Convolution,ONE_D,2048,2048,64,64,1,1,1,16,82.674,11.436,0.003,4883.75,4.726,2.235
AMD Firepro W9100,Convolution,ONE_D,2048,2048,64,64,2,1,1,16,108.611,10.747,0.002,2442.77,4.729,0.149
AMD Firepro W9100,Convolution,ONE_D,2048,2048,64,64,4,1,1,16,109.361,10.961,0.002,1222.32,4.746,0.114
AMD Firepro W9100,Convolution,ONE_D,2048,2048,64,64,8,1,1,16,109.896,10.859,0.002,612.043,4.691,0.065
AMD Firepro W9100,Convolution,ONE_D,2048,2048,64,64,16,1,1,16,111.27,10.451,0.002,308.19,4.679,0.06
AMD Firepro W9100,Convolution,ONE_D,2048,2048,64,64,32,1,1,16,108.645,11,0.001,154.817,4.747,0.112
AMD Firepro W9100,Convolution,ONE_D,2048,2048,64,64,64,1,1,16,109.058,10.432,0.002,107.209,4.522,0.063
AMD Firepro W9100,Convolution,ONE_D,2048,2048,64,64,128,1,1,16,108.132,10.939,0.002,104.736,4.751,0.113
AMD Firepro W9100,Convolution,ONE_D,2048,2048,64,64,256,1,1,16,109.046,10.484,0.003,102.882,4.687,0.062
