device/C,kernel/C,workDimension/C,N/F,P/F,M/F,xLocal/I,yLocal/I,zLocal/I,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,8,1,14.616,0.003,159.047,2.605,0.799
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,16,1,14.537,0.003,178.448,2.582,0.743
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,32,1,14.705,0.003,188.399,2.568,0.626
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,64,1,14.503,0.003,246.039,2.588,0.788
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,1,1,14.582,0.003,422.182,2.539,0.788
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,2,1,11.754,0.001,204.08,2.581,0.443
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,4,1,14.551,0.003,100.047,2.575,0.793
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,8,1,14.514,0.003,76.054,2.578,0.628
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,16,1,14.46,0.003,70.25,2.565,0.796
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,32,1,14.574,0.003,83.12,2.593,0.794
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,16,1,1,11.757,0.002,237.458,2.61,0.416
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,16,2,1,14.539,0.003,113.923,2.545,0.643
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,16,4,1,12.13,0.001,62.986,2.603,0.665
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,16,8,1,14.624,0.002,56.9,2.576,0.756
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,16,16,1,14.492,0.004,51.436,2.546,0.69
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,32,1,1,12.218,0.003,106.192,2.549,0.724
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,32,2,1,12.261,0.002,51.148,2.586,0.413
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,32,4,1,14.548,0.002,53.282,2.552,0.791
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,32,8,1,14.462,0.003,51.728,2.548,0.632
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,64,1,1,14.493,0.003,91.735,2.56,0.605
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,64,2,1,14.455,0.002,64.75,2.608,0.412
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,64,4,1,11.788,0.002,68.133,2.573,0.414
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,128,1,1,12.046,0.002,72.278,2.541,0.413
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,128,2,1,14.527,0.003,67.195,2.569,0.592
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,256,1,1,14.556,0.003,70.81,2.564,0.797
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,1,1,13.14,0.003,2758.8,6.907,0.265
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,2,1,14.691,0.005,1435.34,2.629,0.306
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,4,1,14.083,0.005,721.012,2.534,0.272
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,8,1,13.148,0.002,427.262,2.121,0.132
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,16,1,14.01,0.003,685.995,2.283,0.169
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,32,1,13.815,0.002,813.969,2.602,0.264
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,64,1,11.195,0.002,1038.44,2.38,0.169
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,128,1,13.976,0.003,1941.53,2.624,0.25
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,256,1,10.908,0.002,2784.17,2.576,0.269
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,1,1,11.246,0.002,1583.44,2.609,0.252
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,2,1,12.962,0.003,719.467,2.595,0.246
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,4,1,12.113,0.003,435.566,2.101,0.162
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,8,1,12.04,0.018,320.492,2.341,0.165
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,16,1,11.317,0.002,358.554,2.57,0.278
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,32,1,11.227,0.002,454.717,1.978,0.143
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,64,1,12.672,0.004,561.287,1.937,0.144
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,128,1,11.278,0.017,966.148,2.567,0.272
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,1,1,13.34,0.003,755.144,2.323,0.162
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,2,1,11.675,0.002,371.25,2.147,0.157
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,4,1,13.156,0.003,188.35,2.308,0.176
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,8,1,11.426,0.002,159.393,2.327,0.161
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,16,1,12.206,0.002,179.144,2.401,0.167
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,32,1,11.51,0.002,188.307,2.323,0.165
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,64,1,11.711,0.002,242.324,2.174,0.225
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,1,1,12.687,0.002,421.279,2.582,0.276
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,2,1,12.197,0.003,204.973,2.235,0.143
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,4,1,10.761,0.002,99.129,2.14,0.141
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,8,1,12.708,0.003,77.257,2.195,0.164
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,16,1,11.274,0.002,50.12,1.949,0.144
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,32,1,12.599,0.003,82.2,2.336,0.171
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,16,1,1,11.081,0.002,239.668,2.34,0.167
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,16,2,1,10.73,0.002,111.307,1.961,0.142
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,16,4,1,12.542,0.002,61.067,2.269,0.159
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,16,8,1,11.867,0.002,56.437,2.13,0.125
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,16,16,1,10.398,0.003,52.147,2.163,0.099
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,32,1,1,11.986,0.003,97.294,2.274,0.15
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,32,2,1,10.621,0.002,58.277,2.19,0.124
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,32,4,1,10.85,0.002,50.829,2.175,0.097
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,32,8,1,12.171,0.003,51.862,2.335,0.171
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,64,1,1,11.635,0.003,74.03,2.42,0.18
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,64,2,1,10.822,0.002,55.562,2.07,0.16
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,64,4,1,12.897,0.003,67.925,2.346,0.145
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,128,1,1,12.811,0.003,84.074,2.371,0.177
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,128,2,1,10.558,0.002,79.689,2.327,0.164
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,256,1,1,11.794,0.002,79.541,2.273,0.149
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,1,1,12.004,0.002,2740.17,2.588,0.287
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,2,1,11.243,0.002,1433.3,2.559,0.276
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,4,1,12.054,0.002,720.707,2.563,0.245
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,8,1,11.933,0.004,427.41,2.57,0.278
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,16,1,11.799,0.001,673.017,2.545,0.273
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,32,1,11.286,0.003,814.601,2.556,0.249
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,64,1,12.776,0.004,1082.72,2.551,0.283
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,128,1,12.981,0.003,1947.58,2.566,0.246
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,256,1,11.889,0.002,2762.54,2.555,0.251
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,1,1,12.632,0.003,1409.53,2.552,0.253
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,2,1,11.33,0.002,720.848,2.54,0.25
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,4,1,13.364,0.004,438.361,2.545,0.248
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,8,1,13.266,0.002,320.512,2.355,0.137
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,16,1,14.021,0.003,362.702,2.662,0.262
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,32,1,13.418,0.004,453.69,2.62,0.311
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,64,1,13.704,0.003,555.162,2.606,0.303
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,128,1,14.315,0.003,967.217,2.622,0.274
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,1,1,12.5,0.002,850.168,2.623,0.267
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,2,1,14.044,0.003,393.129,2.626,0.261
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,4,1,14.12,0.003,188.01,2.608,0.263
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,8,1,14.584,0.002,157.8,2.577,0.205
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,16,1,14.669,0.003,179.288,2.623,0.265
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,32,1,15.021,0.003,187.451,2.632,0.26
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,64,1,13.76,0.003,237.216,2.629,0.258
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,1,1,14.656,0.003,419.998,2.627,0.258
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,2,1,13.356,0.003,205.48,2.629,0.262
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,4,1,14.1,0.003,99.105,2.6,0.263
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,8,1,14.466,0.003,71.5,2.644,0.223
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,16,1,13.243,0.002,70.566,2.647,0.238
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,32,1,14.094,0.004,83.964,2.634,0.239
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,16,1,1,14.372,0.004,241.321,2.595,0.298
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,16,2,1,13.437,0.004,115.224,2.614,0.263
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,16,4,1,13.926,0.004,63.828,2.628,0.26
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,16,8,1,14.049,0.003,56.809,2.629,0.259
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,16,16,1,14.287,0.003,52.233,2.636,0.26
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,32,1,1,13.044,0.002,98.311,2.634,0.267
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,32,2,1,11.371,0.002,50.589,2.605,0.259
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,32,4,1,14.004,0.003,57.419,2.632,0.268
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,32,8,1,13.856,0.004,52.055,2.635,0.238
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,64,1,1,14.014,0.004,88.528,2.591,0.261
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,64,2,1,14.511,0.013,72.719,2.607,0.252
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,64,4,1,13.986,0.004,67.559,2.604,0.258
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,128,1,1,14.111,0.003,80.052,2.576,0.246
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,128,2,1,12.584,0.002,51.915,2.553,0.263
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,256,1,1,14.506,0.003,70.932,2.565,0.245
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,1,1,13.244,0.003,2769.18,2.506,0.3
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,2,1,13.496,0.003,1435.06,2.503,0.305
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,4,1,11.83,0.001,721.22,2.473,0.268
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,8,1,14.698,0.003,606.244,2.555,0.331
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,16,1,13.412,0.002,657.071,2.559,0.312
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,32,1,15.019,0.003,830.502,2.542,0.284
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,64,1,14.324,0.002,1091.46,2.516,0.282
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,128,1,13.892,0.002,1946.67,2.537,0.352
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,256,1,13.494,0.003,2771.76,2.556,0.279
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,1,1,13.404,0.001,1588.26,2.552,0.282
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,2,1,14.531,0.003,721.671,2.563,0.285
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,4,1,16.788,0.002,454.776,2.556,0.286
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,8,1,12.765,0.002,320.584,2.535,0.282
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,16,1,13.932,0.004,363.748,2.556,0.321
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,32,1,13.753,0.003,437.777,2.663,0.319
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,64,1,13.136,0.002,564.496,2.55,0.279
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,128,1,13.109,0.002,995.695,2.58,0.277
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,1,1,13.954,0.003,773.154,2.553,0.332
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,2,1,13.726,0.003,372.698,2.542,0.282
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,4,1,13.138,0.002,189.134,2.297,0.155
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,8,1,13.788,0.004,153.027,2.554,0.28
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,16,1,13.277,0.002,175.71,2.303,0.146
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,32,1,13.059,0.002,187.9,2.544,0.279
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,4,64,1,14.332,0.003,241.866,2.558,0.283
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,1,1,11.38,0.002,419.031,2.296,0.144
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,2,1,13.755,0.003,205.31,2.558,0.305
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,4,1,12.758,0.001,98.781,2.313,0.149
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,8,1,14.744,0.003,77.064,2.542,0.278
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,16,1,11.473,0.002,71.708,2.286,0.146
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,8,32,1,13.426,0.004,83.014,2.535,0.28
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,16,1,1,12.71,0.002,238.498,2.575,0.278
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,16,2,1,13.641,0.002,113.715,2.293,0.144
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,16,4,1,14.086,0.003,62.339,2.569,0.273
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,16,8,1,11.537,0.001,56.608,2.321,0.144
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,16,16,1,11.69,0.002,51.539,2.297,0.247
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,32,1,1,13.964,0.004,97.966,2.561,0.28
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,32,2,1,13.715,0.003,50.617,2.549,0.323
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,32,4,1,14.737,0.003,50.901,2.543,0.276
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,32,8,1,11.532,0.002,51.609,2.492,0.278
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,64,1,1,11.415,0.001,91.235,2.304,0.146
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,64,2,1,13.309,0.002,72.112,2.279,0.146
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,64,4,1,14.142,0.003,68.86,2.517,0.289
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,128,1,1,14.542,0.003,82.823,2.521,0.308
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,128,2,1,13.039,0.001,84.971,2.562,0.275
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,256,1,1,12.646,0.001,84.757,2.55,0.301
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,1,1,14.614,0.003,2744.85,2.569,0.37
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,2,1,14.583,0.002,1434.44,2.527,0.378
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,4,1,14.686,0.003,721.402,2.541,0.324
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,8,1,14.65,0.002,427.6,2.556,0.383
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,16,1,14.605,0.002,664.167,2.582,0.342
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,32,1,14.852,0.002,829.983,2.565,0.417
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,64,1,14.687,0.002,1070.68,2.546,0.258
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,128,1,14.594,0.002,1938.9,2.524,0.387
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,1,256,1,14.599,0.003,2791.51,2.562,0.407
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,1,1,14.546,0.003,1419.02,2.515,0.357
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,2,1,14.659,0.003,721.969,2.541,0.334
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,4,1,14.761,0.002,443.048,2.487,0.3
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,8,1,14.655,0.002,320.603,2.529,0.349
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,16,1,14.641,0.002,362.698,2.535,0.322
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,32,1,15.107,0.001,475.353,2.554,0.311
Hawaii,MatrixMultiplication,TWO_D,2048,4096,1024,2,64,1,14.722,0.002,562.351,2.539,0.313
