device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,1,1,1,2,17.971,1.77,0.003,0.875,0.961,0.927
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,2,1,1,2,13.421,1.666,0.002,0.466,0.538,0.681
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,4,1,1,2,13.394,1.508,0.002,0.429,0.356,0.703
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,8,1,1,2,13.381,1.58,0.003,0.388,0.254,0.697
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,16,1,1,2,13.357,1.571,0.003,0.341,0.159,0.663
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,32,1,1,2,13.425,1.573,0.002,0.341,0.09,0.637
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,64,1,1,2,13.431,1.583,0.003,0.374,0.082,0.662
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,128,1,1,2,13.451,1.499,0.003,0.314,0.069,0.706
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,256,1,1,2,13.358,1.539,0.002,0.345,0.084,0.689
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,512,1,1,2,13.355,1.516,0.002,0.37,0.05,0.694
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,1024,1,1,2,13.511,1.48,0.002,0.442,0.123,0.714
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,2048,1,1,2,13.412,1.543,0.003,0.536,0.072,0.682
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,4096,1,1,2,13.354,1.553,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,8192,1,1,2,13.355,1.609,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,1,1,1,2,20.331,1.91,0.004,0.616,0.97,0.841
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,2,1,1,2,13.437,1.683,0.003,0.538,0.533,0.712
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,4,1,1,2,13.405,1.545,0.002,0.471,0.306,0.697
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,8,1,1,2,13.391,1.61,0.002,0.335,0.26,0.679
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,16,1,1,2,13.368,1.599,0.003,0.331,0.16,0.714
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,32,1,1,2,13.464,1.564,0.003,0.364,0.125,0.742
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,64,1,1,2,13.366,1.578,0.002,0.327,0.102,0.688
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,128,1,1,2,13.35,1.587,0.002,0.369,0.059,0.689
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,256,1,1,2,13.351,1.61,0.003,0.353,0.082,0.68
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,512,1,1,2,13.354,1.61,0.003,0.357,0.045,0.713
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,1024,1,1,2,13.349,1.567,0.002,0.37,0.176,0.708
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,2048,1,1,2,13.343,1.563,0.002,0.532,0.04,0.698
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,4096,1,1,2,13.371,1.618,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,131072,8192,1,1,2,13.348,1.636,0.003,-1,-1,-1
