device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,1,1,1,7,42.309,7.164,0.007,4.839,0.289,3.511
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,2,1,1,7,41.395,5.638,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,4,1,1,7,41.744,5.786,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,8,1,1,7,41.106,5.948,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,16,1,1,7,41.061,5.92,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,32,1,1,7,41.878,6.033,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,64,1,1,7,41.337,5.943,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,128,1,1,7,40.927,5.995,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,256,1,1,7,41.48,6.103,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,512,1,1,7,40.964,6.028,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,1024,1,1,7,42.033,5.939,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,2048,1,1,7,41.018,5.975,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,4096,1,1,7,41.277,5.951,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,8192,1,1,7,41.304,5.931,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,1,1,1,7,43.412,7.541,0.004,4.498,0.443,3.811
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,2,1,1,7,55.047,6.968,0.011,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,4,1,1,7,45.084,10.554,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,8,1,1,7,41.409,7.434,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,16,1,1,7,41.156,7.753,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,32,1,1,7,40.948,7.662,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,64,1,1,7,40.961,7.722,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,128,1,1,7,40.934,7.636,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,256,1,1,7,41.11,7.71,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,512,1,1,7,40.913,7.658,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,1024,1,1,7,40.962,7.742,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,2048,1,1,7,40.933,7.645,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,4096,1,1,7,41.224,7.704,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,8192,1,1,7,40.925,7.689,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,1,1,1,7,43.487,10.018,0.019,3.56,0.297,2.119
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,2,1,1,7,44.397,7.175,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,4,1,1,7,41.074,7.453,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,8,1,1,7,40.916,7.442,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,16,1,1,7,41.331,7.338,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,32,1,1,7,40.924,7.39,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,64,1,1,7,41.006,7.384,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,128,1,1,7,40.903,7.76,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,256,1,1,7,41.113,7.581,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,512,1,1,7,40.937,7.833,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,1024,1,1,7,41.103,7.729,0.016,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,2048,1,1,7,41.408,7.747,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,4096,1,1,7,41.289,7.839,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,8192,1,1,7,41.407,7.738,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,1,1,1,7,47.296,7.228,0.008,4.474,0.283,2.505
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,2,1,1,7,41.037,5.363,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,4,1,1,7,40.831,5.904,0.018,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,8,1,1,7,40.928,5.795,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,16,1,1,7,40.827,5.925,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,32,1,1,7,40.83,5.982,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,64,1,1,7,40.829,5.879,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,128,1,1,7,41,5.959,0.016,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,256,1,1,7,40.841,6.02,0.017,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,512,1,1,7,40.832,6.067,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,1024,1,1,7,40.844,6.131,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,2048,1,1,7,40.844,6.039,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,4096,1,1,7,40.826,5.929,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,8192,1,1,7,40.825,5.906,0.018,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,1,1,1,7,42.181,7.579,0.007,4.013,0.231,3.943
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,2,1,1,7,42.61,5.891,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,4,1,1,7,40.818,6.195,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,8,1,1,7,40.922,6.351,0.017,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,16,1,1,7,40.873,6.243,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,32,1,1,7,40.827,6.198,0.017,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,64,1,1,7,40.837,6.149,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,128,1,1,7,40.827,6.113,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,256,1,1,7,40.836,6.189,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,512,1,1,7,40.857,6.08,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,1024,1,1,7,40.827,6.183,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,2048,1,1,7,40.814,6.171,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,4096,1,1,7,40.831,6.327,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,104857,8192,1,1,7,40.832,6.219,0.003,-1,-1,-1
