device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,1,1,1,455,2439.61,454.912,0.012,166.986,24.408,4.712
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,2,1,1,455,2440.14,464.171,0.011,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,4,1,1,455,2439.33,444.191,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,8,1,1,455,2448.93,452.906,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,16,1,1,455,2444.49,459.613,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,32,1,1,455,2446.78,460.143,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,64,1,1,455,2447.59,459.781,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,128,1,1,455,2444.67,460.269,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,256,1,1,455,2445.17,459.587,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,512,1,1,455,2451.42,470.181,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,1024,1,1,455,2451.89,460.894,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,2048,1,1,455,2448.53,459.699,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,4096,1,1,455,2445.95,459.246,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,8192,1,1,455,2445.52,460.402,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,1,1,1,455,2443.74,457.586,0.012,165.129,22.973,5.08
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,2,1,1,455,2440,460.06,0.113,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,4,1,1,455,2438.45,448.452,0.011,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,8,1,1,455,2438.24,449.201,0.01,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,16,1,1,455,2439.05,448.199,0.011,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,32,1,1,455,2439.07,449.522,0.012,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,64,1,1,455,2438.27,448.159,0.012,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,128,1,1,455,2438.21,451.537,0.012,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,256,1,1,455,2439.14,448.198,0.011,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,512,1,1,455,2439.91,447.1,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,1024,1,1,455,2448.78,452.101,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,2048,1,1,455,2447.69,450.978,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,4096,1,1,455,2461.76,450.56,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,8192,1,1,455,2446.84,450.697,0.008,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,1,1,1,455,2438.01,448.271,0.012,168.781,23.346,4.869
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,2,1,1,455,2438.06,449.947,0.012,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,4,1,1,455,2438.84,457.599,0.011,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,8,1,1,455,2438.14,446.65,0.011,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,16,1,1,455,2437.96,454.243,0.011,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,32,1,1,455,2438.07,446.453,0.011,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,64,1,1,455,2439.86,461.041,0.011,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,128,1,1,455,2438.12,445.763,0.011,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,256,1,1,455,2438.95,445.327,0.01,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,512,1,1,455,2438.33,445.504,0.011,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,1024,1,1,455,2440.08,445.505,0.011,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,2048,1,1,455,2437.86,450.003,0.013,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,4096,1,1,455,2440.4,452.236,0.011,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,8192,1,1,455,2441.7,456.613,0.01,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,1,1,1,455,2444.92,458.314,0.012,166.32,25.328,5.48
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,2,1,1,455,2439.61,454.087,0.008,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,4,1,1,455,2458.77,460.888,0.008,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,8,1,1,455,2445.12,450.732,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,16,1,1,455,2444.8,450.215,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,32,1,1,455,2445.6,451.194,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,64,1,1,455,2444.81,450.172,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,128,1,1,455,2450.17,454.913,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,256,1,1,455,2444.9,454.09,0.008,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,512,1,1,455,2445.04,454.865,0.008,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,1024,1,1,455,2445.83,454.029,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,2048,1,1,455,2444.69,455.732,0.008,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,4096,1,1,455,2445.78,453.98,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,5.97688e+06,8192,1,1,455,2445.33,453.885,0.007,-1,-1,-1
