device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,1,1,1,27,197.387,59.783,0.007,1744.85,12.004,2.052
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,2,1,1,27,147.336,49.51,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,4,1,1,27,147.219,50.768,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,8,1,1,27,146.966,48.549,0.021,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,16,1,1,27,147.052,48.927,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,32,1,1,27,147.16,49.235,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,64,1,1,27,147.819,50.363,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,128,1,1,27,147.081,50.187,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,256,1,1,27,147.077,50.531,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,512,1,1,27,147.381,50.563,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,1024,1,1,27,147.278,48.594,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,2048,1,1,27,147.186,48.957,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,4096,1,1,27,147.013,50.813,0.005,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,8192,1,1,27,147.122,51.19,0.005,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,1,1,1,27,152.327,50.633,0.009,1746.1,9.518,1.929
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,2,1,1,27,149.285,43.438,0.008,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,4,1,1,27,148.718,43.127,0.008,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,8,1,1,27,149.553,44.75,0.008,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,16,1,1,27,149.438,45.274,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,32,1,1,27,148.994,42.853,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,64,1,1,27,149.097,43.351,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,128,1,1,27,148.889,44.866,0.008,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,256,1,1,27,149.019,44.635,0.008,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,512,1,1,27,150.373,46.828,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,1024,1,1,27,147.458,44.621,0.009,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,2048,1,1,27,149.101,44.591,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,4096,1,1,27,147.528,44.355,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,8192,1,1,27,146.947,45.261,0.008,-1,-1,-1
