device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,1,1,1,967,6513.35,983.783,0.007,8.2,0.012,5.413
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,2,1,1,967,6492.93,957.69,0.008,3.399,0.017,6.92
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,4,1,1,967,6501.8,990.528,0.01,2.439,0.016,5.046
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,8,1,1,967,6501.21,985.134,0.011,1.659,0.02,7.562
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,16,1,1,967,6499.27,963.871,0.006,0.64,0.012,7.603
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,32,1,1,967,6499.96,960.777,0.007,0.642,0.013,5.828
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,64,1,1,967,6509.38,959.079,0.007,0.514,0.013,5.891
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,128,1,1,967,6496.41,957.315,0.008,0.769,0.01,5.689
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,256,1,1,967,6487.91,957.509,0.007,0.77,0.207,5.849
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,512,1,1,967,6487.79,957.491,0.008,0.885,0.008,6.067
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,1024,1,1,967,6489.19,957.86,0.008,0.572,0.01,5.935
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,2048,1,1,967,6489.21,957.226,0.007,0.628,0.01,5.722
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,4096,1,1,967,6491.69,957.741,0.007,0.469,0.014,5.974
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,8192,1,1,967,6500.55,957.959,0.006,0.773,0.012,5.701
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,1,1,1,967,6499.95,993.762,0.01,8.414,0.014,5.102
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,2,1,1,967,6548.78,971.261,0.01,5.418,0.016,5.015
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,4,1,1,967,6493.87,951.035,0.01,2.783,0.017,9.456
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,8,1,1,967,6499.74,957.932,0.01,1.931,0.014,9.524
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,16,1,1,967,6504.72,973.854,0.009,1.213,0.016,9.302
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,32,1,1,967,6495.81,955.564,0.009,0.997,0.016,9.437
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,64,1,1,967,6498.68,972.302,0.01,0.937,0.022,4.93
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,128,1,1,967,6497.8,973.177,0.01,0.939,0.012,5.106
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,256,1,1,967,6497.75,972.789,0.01,0.749,0.035,4.948
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,512,1,1,967,6496.67,961.848,0.008,0.259,0.013,7.912
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,1024,1,1,967,6586.11,961.161,0.008,0.216,0.01,5.829
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,2048,1,1,967,6499.16,960.223,0.007,0.37,0.013,5.85
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,4096,1,1,967,6500.17,959.534,0.008,0.432,0.028,5.734
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,8192,1,1,967,6499.66,958.544,0.007,0.229,0.03,5.941
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,1,1,1,967,6502.54,980.788,0.012,7.061,0.014,5.157
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,2,1,1,967,6494.86,984.158,0.011,4.846,0.02,7.645
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,4,1,1,967,6495.78,982.265,0.01,2.662,0.016,9.087
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,8,1,1,967,6498.01,982.848,0.009,1.712,0.018,7.604
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,16,1,1,967,6498.68,953.256,0.006,0.62,0.011,7.186
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,32,1,1,967,6502.62,960.375,0.008,0.617,0.013,5.876
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,64,1,1,967,6503.07,959.875,0.009,0.427,0.009,6.097
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,128,1,1,967,6501.07,959.303,0.007,0.471,0.009,5.792
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,256,1,1,967,6502.21,959.749,0.008,0.342,0.009,5.862
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,512,1,1,967,6514.61,958.9,0.007,0.344,0.012,5.841
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,1024,1,1,967,6508.04,979.57,0.007,0.518,0.165,5.928
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,2048,1,1,967,6500.48,979.796,0.006,0.507,0.242,5.851
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,4096,1,1,967,6500.72,979.652,0.008,0.378,0.011,5.869
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,8192,1,1,967,6501.44,979.321,0.007,0.415,0.014,6.378
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,1,1,1,967,6498.77,951.226,0.008,6.241,0.017,9.242
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,2,1,1,967,6492.34,947.697,0.011,5.082,0.011,5.073
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,4,1,1,967,6492.88,950.475,0.01,2.544,0.015,5.046
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,8,1,1,967,6500.21,952.668,0.007,1.038,0.012,7.581
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,16,1,1,967,6505.01,961.258,0.008,0.844,0.011,5.895
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.26878e+07,32,1,1,967,6501.21,960.256,0.007,0.644,0.017,5.889
