device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,1,1,1,10,56.504,5.737,0.02,2.561,3.402,1.62
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,2,1,1,10,55.283,5.008,0.006,0.857,1.783,0.997
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,4,1,1,10,50.424,4.401,0.004,0.962,0.971,0.752
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,8,1,1,10,50.238,4.443,0.018,0.611,0.574,0.804
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,16,1,1,10,50.126,4.229,0.003,0.667,0.312,0.686
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,32,1,1,10,50.235,4.267,0.003,0.668,0.24,0.664
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,64,1,1,10,50.073,4.226,0.004,0.698,0.206,0.669
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,128,1,1,10,50.21,4.268,0.003,0.711,0.094,0.738
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,256,1,1,10,50.036,4.283,0.004,0.751,0.073,0.611
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,512,1,1,10,50.231,4.182,0.016,0.802,0.202,0.639
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,1024,1,1,10,50.092,4.175,0.003,0.888,0.131,0.692
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,2048,1,1,10,50.077,4.271,0.003,1.058,0.072,0.666
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,4096,1,1,10,50.317,4.31,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,8192,1,1,10,50.101,5.14,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,1,1,1,10,58.059,5.229,0.004,2.847,6.397,1.955
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,2,1,1,10,52.804,5.29,0.006,1.401,3.923,1.951
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,4,1,1,10,51.074,4.731,0.013,1.125,2.163,1.668
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,8,1,1,10,50.424,4.535,0.002,0.881,0.735,0.938
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,16,1,1,10,52.005,4.817,0.003,0.801,0.357,0.857
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,32,1,1,10,52.469,4.508,0.014,0.834,0.252,0.752
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,64,1,1,10,53.422,4.368,0.002,0.866,0.124,0.956
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,128,1,1,10,53.593,4.353,0.02,0.768,0.497,0.794
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,256,1,1,10,53.595,4.334,0.002,0.795,0.066,0.66
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,512,1,1,10,50.147,4.287,0.017,0.835,0.488,0.697
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,1024,1,1,10,49.998,4.272,0.003,0.825,0.508,0.704
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,2048,1,1,10,50.012,4.344,0.016,0.867,0.055,0.687
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,4096,1,1,10,54.57,4.364,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,655360,8192,1,1,10,50.067,5.093,0.003,-1,-1,-1
