device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,796,358,1,1,1,640,0.015,0,0.004,0.533,0,0.562
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,796,358,2,1,1,640,0.004,0,0.001,0.389,0,0.863
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,796,358,4,1,1,640,0.004,0,0.001,0.07,0,0.576
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,796,358,8,1,1,640,0.004,0,0.008,0.369,0.001,0.677
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,796,358,16,1,1,640,0.005,0,0.001,0.285,0,0.421
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,796,358,32,1,1,640,0.004,0,0.001,0.046,0,0.639
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,796,358,64,1,1,640,0.004,0,0.001,0.345,0,0.404
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,796,358,128,1,1,640,0.005,0,0.002,0.035,0,0.539
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,796,358,256,1,1,640,0.004,0,0.001,0.039,0.001,0.499
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,796,358,512,1,1,640,0.004,0,0.001,0.047,0,0.553
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,796,358,1024,1,1,640,0.004,0,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,796,358,2048,1,1,640,0.004,0,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,796,358,4096,1,1,640,0.004,0,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,796,358,8192,1,1,640,0.004,0,0.001,-1,-1,-1
