device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,1,1,1,36,273.103,58.765,0.007,1.50579e+06,0.001,2.686
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,2,1,1,36,209.757,46.585,0.006,1.50654e+06,0.001,2.739
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,4,1,1,36,209.797,47.955,0.007,1.50634e+06,0.001,2.709
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,8,1,1,36,210.08,48.736,0.006,358557,0.001,2.652
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,16,1,1,36,206.236,48.054,0.007,358260,0,2.706
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,32,1,1,36,209.724,46.935,0.006,358478,0,2.689
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,64,1,1,36,206.084,47.914,0.007,358394,0.001,2.587
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,128,1,1,36,205.978,46.76,0.006,358764,0,2.663
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,256,1,1,36,206.586,51.601,0.007,354504,0.001,2.378
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,512,1,1,36,209.044,46.373,0.005,356021,0.002,2.014
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,1024,1,1,36,206.471,49.657,0.006,356618,0.001,2.167
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,2048,1,1,36,206.233,49.21,0.006,368358,0.001,1.98
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,4096,1,1,36,206.058,46.801,0.006,368517,0.002,1.957
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.3593e+06,0.005,1,8192,1,1,36,206.135,46.422,0.006,387729,0.001,2.089
