device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,1,1,1,647,4353.9,661.814,0.007,5.782,0.015,4.773
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,2,1,1,647,4350.25,643.257,0.008,3.025,0.013,4.37
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,4,1,1,647,4349.33,642.309,0.007,1.733,0.01,4.374
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,8,1,1,647,4424.21,634.932,0.009,1.07,0.014,6.502
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,16,1,1,647,4352.61,665.75,0.009,1.194,0.012,3.755
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,32,1,1,647,4409.72,639.294,0.008,0.807,0.018,6.966
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,64,1,1,647,4351.44,645.672,0.003,0.36,0.011,4.936
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,128,1,1,647,4355.1,647.359,0.007,0.59,0.258,4.477
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,256,1,1,647,4345.02,648.672,0.007,0.804,0.014,4.613
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,512,1,1,647,4344.8,647.43,0.006,0.709,0.168,4.446
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,1024,1,1,647,4351.15,656.821,0.006,0.698,0.01,4.447
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,2048,1,1,647,4344.79,654.705,0.007,0.241,0.02,4.476
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,4096,1,1,647,4349.62,643.001,0.007,0.282,0.009,4.413
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,8192,1,1,647,4348.79,642.686,0.006,0.189,0.011,4.427
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,1,1,1,647,4357.03,656.476,0.007,5.465,0.016,6.954
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,2,1,1,647,4352.13,642.072,0.006,3.039,0.011,4.013
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,4,1,1,647,4351.57,643.269,0.007,1.719,0.012,4.047
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,8,1,1,647,4345.31,641.354,0.007,1.246,0.017,4.125
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,16,1,1,647,4344.19,642.129,0.007,0.911,0.037,4.149
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,32,1,1,647,4350.2,642.503,0.007,0.479,0.008,4.073
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,64,1,1,647,4350.28,642.219,0.007,0.672,0.172,3.992
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,128,1,1,647,4345.01,641.242,0.006,0.66,0.01,4.246
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,256,1,1,647,4358.77,642.101,0.007,0.691,0.01,4.227
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,512,1,1,647,4345.22,641.594,0.008,0.513,0.3,4.105
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,1024,1,1,647,4345.99,642.427,0.007,0.585,0.006,4.372
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,2048,1,1,647,4346.03,641.018,0.006,0.515,0.008,4.355
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,4096,1,1,647,4346.81,642.504,0.007,0.466,0.009,4.247
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,8192,1,1,647,4344.43,641.598,0.006,0.482,0.008,4.427
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,1,1,1,647,4346.15,642.762,0.006,5.502,0.014,3.889
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,2,1,1,647,4348.21,643.193,0.007,2.343,0.01,4.023
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,4,1,1,647,4346.38,640.693,0.007,2.017,0.011,4.238
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,8,1,1,647,4343.07,641.844,0.007,1.015,0.015,4.085
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,8.49346e+06,16,1,1,647,4349.89,642.762,0.007,0.71,0.009,4.065
