device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,1,1,1,711,4778.45,719.037,0.01,6.562,0.012,3.843
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,2,1,1,711,4775.52,712.193,0.009,4.428,0.012,3.863
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,4,1,1,711,4785.71,699.385,0.009,2.176,0.017,5.761
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,8,1,1,711,4781.63,720.033,0.006,0.819,0.012,5.079
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,16,1,1,711,4782.09,706.381,0.008,0.758,0.013,4.699
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,32,1,1,711,4780.35,706.829,0.007,0.485,0.012,4.709
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,64,1,1,711,4780.07,709.772,0.006,0.392,0.01,4.859
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,128,1,1,711,4790.01,705.903,0.007,0.409,0.011,4.647
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,256,1,1,711,4775.17,705.578,0.008,0.572,0.325,4.707
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,512,1,1,711,4773.04,706.06,0.007,0.752,0.008,4.755
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,1024,1,1,711,4772.19,704.688,0.007,0.405,0.007,4.66
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,2048,1,1,711,4774.46,704.978,0.007,0.642,0.007,4.665
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,4096,1,1,711,4772.5,705.625,0.007,0.75,0.011,4.671
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,8192,1,1,711,4773.43,705.455,0.007,0.508,0.012,4.974
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,1,1,1,711,4778.73,725.854,0.007,5.963,0.014,7.218
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,2,1,1,711,4779.06,712.457,0.007,2.539,0.014,4.385
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,4,1,1,711,4780.59,705.362,0.007,1.903,0.013,4.289
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,8,1,1,711,4781.43,707.232,0.006,1.148,0.01,4.393
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,16,1,1,711,4784.16,715.349,0.007,0.814,0.011,4.413
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,32,1,1,711,4784.84,719.388,0.007,1.004,0.014,4.555
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,64,1,1,711,4776.88,718.995,0.007,0.729,0.008,4.635
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,128,1,1,711,4776.54,720.49,0.007,0.826,0.009,4.732
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,256,1,1,711,4775.73,718.936,0.007,0.49,0.01,4.505
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,512,1,1,711,4777.26,719.129,0.007,0.8,0.03,4.485
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,1024,1,1,711,4776.77,718.905,0.007,0.444,0.013,4.483
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,2048,1,1,711,4775.47,720.514,0.007,1.59,0.015,7.805
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,4096,1,1,711,4784.03,712.057,0.007,0.494,0.007,4.581
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,8192,1,1,711,4782.19,727.85,0.007,0.54,0.012,4.539
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,9.33233e+06,1,1,1,711,4775.09,719.527,0.008,4.706,0.012,6.599
