device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,1,1,1,42,237.85,21.969,0.008,4.728,17.609,1.788
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,2,1,1,42,226.669,21.623,0.007,4.592,7.136,1.581
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,4,1,1,42,223.518,21.708,0.006,3.834,3.524,1.686
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,8,1,1,42,222.426,21.696,0.006,3.816,1.913,1.587
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,16,1,1,42,221.634,21.894,0.007,1.877,1.03,1.663
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,32,1,1,42,220.442,21.881,0.007,1.8,0.588,1.728
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,64,1,1,42,220.412,21.74,0.006,1.867,0.381,1.649
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,128,1,1,42,220.548,21.684,0.006,1.89,0.241,1.618
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,256,1,1,42,220.805,22.324,0.006,2.135,0.257,1.573
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,512,1,1,42,220.411,21.721,0.007,2.371,0.144,1.576
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,1024,1,1,42,220.488,21.577,0.007,2.425,0.152,1.5
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,2048,1,1,42,220.588,21.796,0.007,3.127,0.091,1.594
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,4096,1,1,42,220.438,21.798,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,8192,1,1,42,217.661,21.221,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,1,1,1,42,229.982,21.131,0.009,4.819,13.783,1.607
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,2,1,1,42,227.419,21.82,0.008,4.984,6.998,1.597
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,4,1,1,42,223.771,21.78,0.008,3.852,3.584,1.816
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,8,1,1,42,222.023,21.756,0.008,3.959,1.896,1.617
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,16,1,1,42,221.539,21.733,0.008,1.721,1.029,1.682
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,32,1,1,42,220.794,21.782,0.008,1.79,0.599,1.646
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,64,1,1,42,220.647,21.595,0.008,1.886,0.392,1.58
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,128,1,1,42,220.273,21.683,0.008,1.986,0.235,1.594
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,256,1,1,42,220.336,21.713,0.008,2.193,0.148,1.648
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,512,1,1,42,221.384,21.613,0.008,2.187,0.209,1.677
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,1024,1,1,42,220.35,21.647,0.009,2.474,0.127,1.644
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.75251e+06,2048,1,1,42,220.149,21.696,0.007,2.898,0.135,1.612
