0
0
FWT,56,16,1,1
FWT,56,32,1,1
FWT,56,64,1,1
FWT,56,128,1,1
FWT,56,256,1,1
FWT,56,512,1,1
FWT,56,1024,1,1
FWT,60,1,1,1
FWT,60,2,1,1
FWT,60,4,1,1
FWT,60,8,1,1
FWT,60,16,1,1
FWT,60,32,1,1
FWT,60,64,1,1
FWT,60,128,1,1
FWT,60,256,1,1
FWT,60,512,1,1
FWT,60,1024,1,1
FWT,64,1,1,1
FWT,64,2,1,1
FWT,64,4,1,1
FWT,64,8,1,1
FWT,64,16,1,1
FWT,64,32,1,1
FWT,64,64,1,1
FWT,64,128,1,1
FWT,64,256,1,1
FWT,64,512,1,1
FWT,64,1024,1,1
FWT,68,1,1,1
FWT,68,2,1,1
FWT,68,4,1,1
FWT,68,8,1,1
FWT,68,16,1,1
FWT,68,32,1,1
FWT,68,64,1,1
FWT,68,128,1,1
FWT,68,256,1,1
FWT,68,512,1,1
FWT,68,1024,1,1
FWT,72,1,1,1
FWT,72,2,1,1
FWT,72,4,1,1
FWT,72,8,1,1
FWT,72,16,1,1
FWT,72,32,1,1
FWT,72,64,1,1
FWT,72,128,1,1
FWT,72,256,1,1
FWT,72,512,1,1
FWT,72,1024,1,1
FWT,76,1,1,1
FWT,76,2,1,1
FWT,76,4,1,1
FWT,76,8,1,1
FWT,76,16,1,1
FWT,76,32,1,1
FWT,76,64,1,1
FWT,76,128,1,1
FWT,76,256,1,1
FWT,76,512,1,1
FWT,76,1024,1,1
FWT,80,1,1,1
FWT,80,2,1,1
FWT,80,4,1,1
FWT,80,8,1,1
FWT,80,16,1,1
FWT,80,32,1,1
FWT,80,64,1,1
FWT,80,128,1,1
FWT,80,256,1,1
FWT,80,512,1,1
FWT,80,1024,1,1
FWT,84,1,1,1
FWT,84,2,1,1
FWT,84,4,1,1
FWT,84,8,1,1
FWT,84,16,1,1
FWT,84,32,1,1
FWT,84,64,1,1
FWT,84,128,1,1
FWT,84,256,1,1
FWT,84,512,1,1
FWT,84,1024,1,1
FWT,88,1,1,1
FWT,88,2,1,1
FWT,88,4,1,1
FWT,88,8,1,1
FWT,88,16,1,1
FWT,88,32,1,1
FWT,88,64,1,1
FWT,88,128,1,1
FWT,88,256,1,1
FWT,88,512,1,1
FWT,88,1024,1,1
FWT,92,1,1,1
FWT,92,2,1,1
FWT,92,4,1,1
FWT,92,8,1,1
FWT,92,16,1,1
FWT,92,32,1,1
FWT,92,64,1,1
FWT,92,128,1,1
FWT,92,256,1,1
FWT,92,512,1,1
FWT,92,1024,1,1
FWT,96,1,1,1
FWT,96,2,1,1
FWT,96,4,1,1
FWT,96,8,1,1
FWT,96,16,1,1
FWT,96,32,1,1
FWT,96,64,1,1
FWT,96,128,1,1
FWT,96,256,1,1
FWT,96,512,1,1
FWT,96,1024,1,1
FWT,100,1,1,1
FWT,100,2,1,1
FWT,100,4,1,1
FWT,100,8,1,1
FWT,100,16,1,1
FWT,100,32,1,1
FWT,100,64,1,1
FWT,100,128,1,1
FWT,100,256,1,1
FWT,100,512,1,1
FWT,100,1024,1,1
FWT,104,1,1,1
FWT,104,2,1,1
FWT,104,4,1,1
FWT,104,8,1,1
FWT,104,16,1,1
FWT,104,32,1,1
FWT,104,64,1,1
FWT,104,128,1,1
FWT,104,256,1,1
FWT,104,512,1,1
FWT,104,1024,1,1
FWT,108,1,1,1
FWT,108,2,1,1
FWT,108,4,1,1
FWT,108,8,1,1
FWT,108,16,1,1
FWT,108,32,1,1
FWT,108,64,1,1
FWT,108,128,1,1
FWT,108,256,1,1
FWT,108,512,1,1
FWT,108,1024,1,1
FWT,112,1,1,1
FWT,112,2,1,1
FWT,112,4,1,1
FWT,112,8,1,1
FWT,112,16,1,1
FWT,112,32,1,1
FWT,112,64,1,1
FWT,112,128,1,1
FWT,112,256,1,1
FWT,112,512,1,1
FWT,112,1024,1,1
FWT,116,1,1,1
FWT,116,2,1,1
FWT,116,4,1,1
FWT,116,8,1,1
FWT,116,16,1,1
FWT,116,32,1,1
FWT,116,64,1,1
FWT,116,128,1,1
FWT,116,256,1,1
FWT,116,512,1,1
FWT,116,1024,1,1
FWT,120,1,1,1
FWT,120,2,1,1
FWT,120,4,1,1
FWT,120,8,1,1
FWT,120,16,1,1
FWT,120,32,1,1
FWT,120,64,1,1
FWT,120,128,1,1
FWT,120,256,1,1
FWT,120,512,1,1
FWT,120,1024,1,1
FWT,124,1,1,1
FWT,124,2,1,1
FWT,124,4,1,1
FWT,124,8,1,1
FWT,124,16,1,1
FWT,124,32,1,1
FWT,124,64,1,1
FWT,124,128,1,1
FWT,124,256,1,1
FWT,124,512,1,1
FWT,124,1024,1,1
FWT,128,1,1,1
FWT,128,2,1,1
FWT,128,4,1,1
FWT,128,8,1,1
FWT,128,16,1,1
FWT,128,32,1,1
FWT,128,64,1,1
FWT,128,128,1,1
FWT,128,256,1,1
FWT,128,512,1,1
FWT,128,1024,1,1
RUN
