0
0
FWT,4,1,1,1
FWT,4,2,1,1
FWT,4,4,1,1
FWT,4,8,1,1
FWT,4,16,1,1
FWT,4,32,1,1
FWT,4,64,1,1
FWT,4,128,1,1
FWT,4,256,1,1
FWT,4,512,1,1
FWT,4,1024,1,1
FWT,8,1,1,1
FWT,8,2,1,1
FWT,8,4,1,1
FWT,8,8,1,1
FWT,8,16,1,1
FWT,8,32,1,1
FWT,8,64,1,1
FWT,8,128,1,1
FWT,8,256,1,1
FWT,8,512,1,1
FWT,8,1024,1,1
FWT,12,1,1,1
FWT,12,2,1,1
FWT,12,4,1,1
FWT,12,8,1,1
FWT,12,16,1,1
FWT,12,32,1,1
FWT,12,64,1,1
FWT,12,128,1,1
FWT,12,256,1,1
FWT,12,512,1,1
FWT,12,1024,1,1
FWT,16,1,1,1
FWT,16,2,1,1
FWT,16,4,1,1
FWT,16,8,1,1
FWT,16,16,1,1
FWT,16,32,1,1
FWT,16,64,1,1
FWT,16,128,1,1
FWT,16,256,1,1
FWT,16,512,1,1
FWT,16,1024,1,1
FWT,20,1,1,1
FWT,20,2,1,1
FWT,20,4,1,1
FWT,20,8,1,1
FWT,20,16,1,1
FWT,20,32,1,1
FWT,20,64,1,1
FWT,20,128,1,1
FWT,20,256,1,1
FWT,20,512,1,1
FWT,20,1024,1,1
FWT,24,1,1,1
FWT,24,2,1,1
FWT,24,4,1,1
FWT,24,8,1,1
FWT,24,16,1,1
FWT,24,32,1,1
FWT,24,64,1,1
FWT,24,128,1,1
FWT,24,256,1,1
FWT,24,512,1,1
FWT,24,1024,1,1
FWT,28,1,1,1
FWT,28,2,1,1
FWT,28,4,1,1
FWT,28,8,1,1
FWT,28,16,1,1
FWT,28,32,1,1
FWT,28,64,1,1
FWT,28,128,1,1
FWT,28,256,1,1
FWT,28,512,1,1
FWT,28,1024,1,1
FWT,32,1,1,1
FWT,32,2,1,1
FWT,32,4,1,1
FWT,32,8,1,1
FWT,32,16,1,1
FWT,32,32,1,1
FWT,32,64,1,1
FWT,32,128,1,1
FWT,32,256,1,1
FWT,32,512,1,1
FWT,32,1024,1,1
FWT,36,1,1,1
FWT,36,2,1,1
FWT,36,4,1,1
FWT,36,8,1,1
FWT,36,16,1,1
FWT,36,32,1,1
FWT,36,64,1,1
FWT,36,128,1,1
FWT,36,256,1,1
FWT,36,512,1,1
FWT,36,1024,1,1
FWT,40,1,1,1
FWT,40,2,1,1
FWT,40,4,1,1
FWT,40,8,1,1
FWT,40,16,1,1
FWT,40,32,1,1
FWT,40,64,1,1
FWT,40,128,1,1
FWT,40,256,1,1
FWT,40,512,1,1
FWT,40,1024,1,1
FWT,44,1,1,1
FWT,44,2,1,1
FWT,44,4,1,1
FWT,44,8,1,1
FWT,44,16,1,1
FWT,44,32,1,1
FWT,44,64,1,1
FWT,44,128,1,1
FWT,44,256,1,1
FWT,44,512,1,1
FWT,44,1024,1,1
FWT,48,1,1,1
FWT,48,2,1,1
FWT,48,4,1,1
FWT,48,8,1,1
FWT,48,16,1,1
FWT,48,32,1,1
FWT,48,64,1,1
FWT,48,128,1,1
FWT,48,256,1,1
FWT,48,512,1,1
FWT,48,1024,1,1
FWT,52,1,1,1
FWT,52,2,1,1
FWT,52,4,1,1
FWT,52,8,1,1
FWT,52,16,1,1
FWT,52,32,1,1
FWT,52,64,1,1
FWT,52,128,1,1
FWT,52,256,1,1
FWT,52,512,1,1
FWT,52,1024,1,1
FWT,56,1,1,1
FWT,56,2,1,1
FWT,56,4,1,1
FWT,56,8,1,1
