device/C,kernel/C,workDimension/C,cubeLength/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Array3dAverage,THREE_D,64,1,1,1,1,12.317,0.85,0.002,3.56,1.047,0.194
Tesla K20Xm,Array3dAverage,THREE_D,64,1,1,2,1,11.803,0.709,0.001,2.157,0.596,0.162
Tesla K20Xm,Array3dAverage,THREE_D,64,1,1,4,1,11.763,0.7,0.001,1.323,0.593,0.159
Tesla K20Xm,Array3dAverage,THREE_D,64,1,1,8,1,11.77,0.698,0,0.923,0.588,0.158
Tesla K20Xm,Array3dAverage,THREE_D,64,1,1,16,1,11.766,0.701,0,0.803,0.588,0.158
Tesla K20Xm,Array3dAverage,THREE_D,64,1,1,32,1,11.766,0.71,0.001,0.747,0.591,0.158
Tesla K20Xm,Array3dAverage,THREE_D,64,1,1,64,1,11.765,0.698,0.001,0.733,0.591,0.157
Tesla K20Xm,Array3dAverage,THREE_D,64,8,8,8,1,11.766,0.698,0.001,0.402,0.595,0.155
Tesla K20Xm,Array3dAverage,THREE_D,64,8,8,8,1,11.771,0.693,0.001,0.46,0.596,0.157
Tesla K20Xm,Array3dAverage,THREE_D,64,8,8,8,1,11.766,0.7,0.001,0.403,0.59,0.156
Tesla K20Xm,Array3dAverage,THREE_D,64,8,8,8,1,11.766,0.703,0,0.393,0.603,0.157
Tesla K20Xm,Array3dAverage,THREE_D,64,1,2,1,1,11.764,0.697,0,2.116,0.591,0.157
Tesla K20Xm,Array3dAverage,THREE_D,64,1,2,2,1,11.765,0.7,0.001,1.354,0.606,0.158
Tesla K20Xm,Array3dAverage,THREE_D,64,1,2,4,1,11.767,0.696,0.001,0.931,0.597,0.158
Tesla K20Xm,Array3dAverage,THREE_D,64,1,2,8,1,11.768,0.695,0.001,0.798,0.598,0.158
Tesla K20Xm,Array3dAverage,THREE_D,64,1,2,16,1,11.769,0.7,0.001,0.804,0.602,0.158
Tesla K20Xm,Array3dAverage,THREE_D,64,1,2,32,1,11.77,0.694,0.001,0.739,0.594,0.157
Tesla K20Xm,Array3dAverage,THREE_D,64,1,2,64,1,11.765,0.696,0.001,0.733,0.603,0.158
Tesla K20Xm,Array3dAverage,THREE_D,64,8,8,8,1,11.764,0.693,0.001,0.407,0.589,0.164
Tesla K20Xm,Array3dAverage,THREE_D,64,8,8,8,1,11.764,0.701,0.001,0.414,0.587,0.157
Tesla K20Xm,Array3dAverage,THREE_D,64,8,8,8,1,11.764,0.706,0.001,0.392,0.597,0.157
Tesla K20Xm,Array3dAverage,THREE_D,64,1,4,1,1,11.766,0.698,0.001,1.31,0.591,0.156
Tesla K20Xm,Array3dAverage,THREE_D,64,1,4,2,1,11.764,0.703,0.001,0.995,0.593,0.172
Tesla K20Xm,Array3dAverage,THREE_D,64,1,4,4,1,11.763,0.696,0.001,0.778,0.594,0.163
