-------------------------Client: 1-------------------------
kernel,width,height,nSteps,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
MatrixTranspose	8192	8192	2	1	1	71.536	0.005	157.29	145.962	23.305	
MatrixTranspose	8192	8192	2	2	1	71.385	0.003	79.694	143.636	18.471	
MatrixTranspose	8192	8192	2	4	1	76.64	0.004	42.888	147.045	18.516	
MatrixTranspose	8192	8192	2	8	1	74.555	0.004	24.637	147.789	18.495	
MatrixTranspose	8192	8192	2	16	1	69.785	0.004	15.523	146.507	18.69	
MatrixTranspose	8192	8192	2	32	1	71.262	0.004	14.165	147.591	18.565	
MatrixTranspose	8192	8192	2	64	1	71.054	0.004	16.732	145.275	18.601	
MatrixTranspose	8192	8192	2	128	1	74.6	0.004	30.709	146.064	18.576	
MatrixTranspose	8192	8192	4	1	1	72.509	0.004	79.615	143.188	18.424	
MatrixTranspose	8192	8192	4	2	1	71.923	0.003	47.758	145.065	18.537	
MatrixTranspose	8192	8192	4	4	1	71.896	0.004	24.862	144.249	18.553	
MatrixTranspose	8192	8192	4	8	1	71.109	0.004	15.557	146.083	18.583	
MatrixTranspose	8192	8192	4	16	1	72.34	0.019	10.858	146.27	18.531	
MatrixTranspose	8192	8192	4	32	1	74.678	0.003	10.46	144.794	18.543	
MatrixTranspose	8192	8192	4	64	1	73.324	0.004	12.857	148.132	18.469	
MatrixTranspose	8192	8192	8	1	1	73.451	0.004	47.883	143.112	18.518	
MatrixTranspose	8192	8192	8	2	1	71.483	0.003	29.661	145.571	18.547	
MatrixTranspose	8192	8192	8	4	1	72.459	0.003	15.492	142.663	13.348	
MatrixTranspose	8192	8192	8	8	1	72.777	0.004	15.83	148.299	18.528	
MatrixTranspose	8192	8192	8	16	1	73.658	0.004	13.865	147.677	18.636	
MatrixTranspose	8192	8192	8	32	1	74.659	0.004	9.557	146.655	18.522	
MatrixTranspose	8192	8192	16	1	1	74.75	0.004	24.509	147.167	18.33	
MatrixTranspose	8192	8192	16	2	1	74.434	0.004	15.624	142.041	18.434	
MatrixTranspose	8192	8192	16	4	1	72.096	0.019	10.709	140.858	18.376	
MatrixTranspose	8192	8192	16	8	1	70.884	0.018	10.2	149.655	18.391	
MatrixTranspose	8192	8192	16	16	1	71.72	0.004	8.739	147.927	17.704	
MatrixTranspose	8192	8192	32	1	1	74.746	0.004	15.336	146.226	18.456	
MatrixTranspose	8192	8192	32	2	1	73.583	0.019	10.553	146.478	18.437	
MatrixTranspose	8192	8192	32	4	1	74.787	0.003	12.895	148.425	17.601	
MatrixTranspose	8192	8192	32	8	1	73.701	0.004	8.19	140.095	13.277	
MatrixTranspose	8192	8192	64	1	1	71.65	0.003	15.461	149.03	18.407	
MatrixTranspose	8192	8192	64	2	1	70.343	0.004	10.275	146.279	13.327	
MatrixTranspose	8192	8192	64	4	1	74.38	0.004	13.259	143.366	17.631	
MatrixTranspose	8192	8192	128	1	1	74.642	0.004	8.648	147.613	23.735	
MatrixTranspose	8192	8192	128	2	1	73.774	0.019	8.728	148.035	23.822	
MatrixTranspose	8192	8192	256	1	1	72.759	0.004	13.772	147.202	18.774	
kernel,width,height,maskWidth,maskHeight,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
Convolution	1024	1024	64	64	1	1	1	4.576	0.002	1203.04	1.515	0.124	
Convolution	1024	1024	64	64	2	1	1	4.192	0.001	602.318	1.483	0.154	
Convolution	1024	1024	64	64	4	1	1	4.244	0.002	301.969	1.507	0.121	
Convolution	1024	1024	64	64	8	1	1	4.181	0.002	151.689	1.452	0.125	
Convolution	1024	1024	64	64	16	1	1	4.054	0.001	77.078	1.511	0.075	
Convolution	1024	1024	64	64	32	1	1	4.088	0.001	39.018	1.484	0.151	
Convolution	1024	1024	64	64	64	1	1	4.186	0.001	27.07	1.526	0.147	
Convolution	1024	1024	64	64	128	1	1	4.094	0.002	25.582	1.52	0.124	
Convolution	1024	1024	64	64	256	1	1	4.273	0.001	25.027	1.46	0.123	
-------------------------Client: 3-------------------------
kernel,width,height,nSteps,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
FluidSimulation	2048	2048	5	1	1	1	349.494	0.005	2183.98	0.001	5.703	
FluidSimulation	2048	2048	5	1	2	1	300.218	0.005	2125.9	0.001	5.833	
FluidSimulation	2048	2048	5	1	4	1	305.76	0.005	2080.62	0.001	9.519	
FluidSimulation	2048	2048	5	1	8	1	303.143	0.005	2012.31	0.001	5.882	
FluidSimulation	2048	2048	5	1	16	1	304.02	0.005	2028.57	0.001	7.208	
FluidSimulation	2048	2048	5	1	32	1	303.833	0.005	1939.46	0.002	5.924	
FluidSimulation	2048	2048	5	1	64	1	293.809	0.006	1630.82	0.001	4.625	
FluidSimulation	2048	2048	5	1	128	1	289.716	0.006	1608.75	0.001	4.686	
FluidSimulation	2048	2048	5	1	256	1	288.818	0.007	1622.04	0.001	4.602	
FluidSimulation	2048	2048	5	1	512	1	287.248	0.006	1618.58	0.002	4.611	
FluidSimulation	2048	2048	5	1	1024	1	289.042	0.006	1626.73	0.001	4.701	
FluidSimulation	2048	2048	5	2	1	1	287.64	0.006	1718.39	0.002	4.607	
FluidSimulation	2048	2048	5	2	2	1	295.689	0.006	1668.08	0.001	4.693	
FluidSimulation	2048	2048	5	2	4	1	293.472	0.006	1578.63	0.001	4.683	
FluidSimulation	2048	2048	5	2	8	1	293.936	0.006	1545.88	0.001	4.532	
FluidSimulation	2048	2048	5	2	16	1	295.75	0.007	1576.18	0.002	4.68	
FluidSimulation	2048	2048	5	2	32	1	294.476	0.006	1580.18	0.001	4.627	
FluidSimulation	2048	2048	5	2	64	1	295.572	0.033	1557.38	0.001	4.611	
FluidSimulation	2048	2048	5	2	128	1	287.09	0.006	1557.59	0.002	4.59	
FluidSimulation	2048	2048	5	2	256	1	289.029	0.006	1553.86	0.002	4.648	
FluidSimulation	2048	2048	5	2	512	1	287.596	0.007	1549.64	0.001	4.662	
FluidSimulation	2048	2048	5	4	1	1	288.279	0.007	1619.12	0.001	4.577	
FluidSimulation	2048	2048	5	4	2	1	290.152	0.007	1604.99	0.001	4.659	
FluidSimulation	2048	2048	5	4	4	1	288.938	0.006	1578.19	0.002	4.644	
FluidSimulation	2048	2048	5	4	8	1	287.536	0.007	1561.51	0.002	4.646	
FluidSimulation	2048	2048	5	4	16	1	286.922	0.006	1549.94	0.001	4.582	
FluidSimulation	2048	2048	5	4	32	1	289.483	0.007	1549.01	0.001	4.627	
FluidSimulation	2048	2048	5	4	64	1	286.791	0.006	1540.11	0.001	4.577	
FluidSimulation	2048	2048	5	4	128	1	288.502	0.007	1538.1	0.001	4.611	
FluidSimulation	2048	2048	5	4	256	1	288.057	0.006	1529.02	0.002	4.518	
FluidSimulation	2048	2048	5	8	1	1	287.515	0.006	1590.2	0.001	4.663	
FluidSimulation	2048	2048	5	8	2	1	289.928	0.007	1570.11	0.002	4.599	
FluidSimulation	2048	2048	5	8	4	1	287.266	0.007	1555.35	0.002	4.708	
FluidSimulation	2048	2048	5	8	8	1	287.503	0.007	1516.76	0.002	4.554	
FluidSimulation	2048	2048	5	8	16	1	291.134	0.007	1518.54	0.001	4.732	
FluidSimulation	2048	2048	5	8	32	1	294.765	0.007	1502.99	0.001	4.559	
FluidSimulation	2048	2048	5	8	64	1	288.1	0.006	1493.91	0.001	4.531	
FluidSimulation	2048	2048	5	8	128	1	286.587	0.006	1508.61	0.001	4.509	
FluidSimulation	2048	2048	5	16	1	1	288.198	0.006	1581.95	0.001	4.499	
FluidSimulation	2048	2048	5	16	2	1	289.607	0.007	1531.48	0.002	4.699	
FluidSimulation	2048	2048	5	16	4	1	287.989	0.007	1516.26	0.002	4.612	
FluidSimulation	2048	2048	5	16	8	1	289.452	0.007	1505.1	0.001	4.555	
FluidSimulation	2048	2048	5	16	16	1	288.117	0.007	1490.86	0.002	4.496	
FluidSimulation	2048	2048	5	16	32	1	286.749	0.007	1481.4	0.001	4.433	
FluidSimulation	2048	2048	5	16	64	1	289.143	0.009	1474.28	0.001	4.592	
FluidSimulation	2048	2048	5	32	1	1	287.963	0.007	1543.71	0.001	4.641	
FluidSimulation	2048	2048	5	32	2	1	289.533	0.006	1509.85	0.002	4.634	
FluidSimulation	2048	2048	5	32	4	1	287.51	0.007	1476.86	0.001	4.648	
FluidSimulation	2048	2048	5	32	8	1	287.406	0.007	1469.3	0.001	4.657	
FluidSimulation	2048	2048	5	32	16	1	287.532	0.006	1459.72	0.001	4.717	
FluidSimulation	2048	2048	5	32	32	1	296.745	0.006	1461.82	0.001	4.67	
FluidSimulation	2048	2048	5	64	1	1	297.871	0.008	1542.48	0.001	4.783	
FluidSimulation	2048	2048	5	64	2	1	295.929	0.007	1511.03	0.001	4.805	
FluidSimulation	2048	2048	5	64	4	1	297.478	0.007	1481.81	0.002	4.739	
FluidSimulation	2048	2048	5	64	8	1	297.072	0.006	1461.39	0.001	4.632	
FluidSimulation	2048	2048	5	64	16	1	294.441	0.007	1448.65	0.001	4.668	
FluidSimulation	2048	2048	5	128	1	1	302.843	0.006	1532.64	0.001	4.753	
FluidSimulation	2048	2048	5	128	2	1	296.293	0.007	1508.52	0.001	4.687	
FluidSimulation	2048	2048	5	128	4	1	293.603	0.006	1477.62	0.001	4.668	
FluidSimulation	2048	2048	5	128	8	1	296.128	0.007	1460.48	0.001	4.714	
FluidSimulation	2048	2048	5	256	1	1	298.239	0.007	1536.57	0.001	4.687	
FluidSimulation	2048	2048	5	256	2	1	297.148	0.006	1506.65	0.001	4.813	
FluidSimulation	2048	2048	5	256	4	1	296.086	0.007	1469.35	0.001	4.721	
FluidSimulation	2048	2048	5	512	1	1	295.839	0.007	1509.8	0.002	4.762	
FluidSimulation	2048	2048	5	512	2	1	295.564	0.007	1474.85	0.001	4.767	
FluidSimulation	2048	2048	5	1024	1	1	294.232	0.007	1479.78	0.001	4.652	
kernel,width,height,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
LUDecomposition	2048	2048	1	1	1	22.418	0.004	7790.31	24.201	0.998	
LUDecomposition	2048	2048	1	2	1	18.8	0.004	4338.96	23.751	0.999	
LUDecomposition	2048	2048	1	4	1	28.272	0.006	2864.26	31.073	1.001	
LUDecomposition	2048	2048	1	8	1	28.088	0.005	2176.31	27.685	1.031	
LUDecomposition	2048	2048	1	16	1	20.17	0.006	1622.69	22.708	1.013	
LUDecomposition	2048	2048	1	32	1	16.859	0.004	1386.91	24.318	0.978	
LUDecomposition	2048	2048	1	64	1	20.297	0.004	1222.32	24.866	1.009	
LUDecomposition	2048	2048	1	128	1	20.33	0.004	1080.86	20.769	1.002	
LUDecomposition	2048	2048	1	256	1	19.007	0.004	1017.23	22.144	1.015	
LUDecomposition	2048	2048	1	512	1	19.321	0.004	726.819	34.603	1.324	
LUDecomposition	2048	2048	1	1024	1	21.116	0.004	969.546	26.674	1.215	
LUDecomposition	2048	2048	2	1	1	24.674	0.005	4442.62	20.526	1.002	
LUDecomposition	2048	2048	2	2	1	21.677	0.004	2784.82	21.822	0.993	
LUDecomposition	2048	2048	2	4	1	22.036	0.003	2074.68	21.824	0.989	
LUDecomposition	2048	2048	2	8	1	23.711	0.004	1637.99	24.808	0.961	
LUDecomposition	2048	2048	2	16	1	16.895	0.004	1352.31	21.94	0.997	
LUDecomposition	2048	2048	2	32	1	19.514	0.004	1230.97	20.346	0.995	
LUDecomposition	2048	2048	2	64	1	18.289	0.004	1087.11	22.929	0.976	
LUDecomposition	2048	2048	2	128	1	16.512	0.003	1005.04	21.852	1.007	
LUDecomposition	2048	2048	2	256	1	16.387	0.004	724.816	22.647	1.184	
LUDecomposition	2048	2048	2	512	1	22.114	0.005	805.712	27.603	1.304	
LUDecomposition	2048	2048	4	1	1	24.132	0.005	2845.47	20.309	1.09	
LUDecomposition	2048	2048	4	2	1	17.108	0.005	2088.6	27.487	0.996	
LUDecomposition	2048	2048	4	4	1	18.585	0.004	1635.07	22.952	0.956	
LUDecomposition	2048	2048	4	8	1	16.498	0.004	1395.78	21.666	1.018	
LUDecomposition	2048	2048	4	16	1	18.223	0.004	1223.87	23.549	0.961	
LUDecomposition	2048	2048	4	32	1	20.442	0.013	1124.44	22.311	1.019	
LUDecomposition	2048	2048	4	64	1	16.825	0.004	983.27	21.794	1.026	
LUDecomposition	2048	2048	4	128	1	18.553	0.005	740.399	20.646	1.163	
LUDecomposition	2048	2048	4	256	1	20.175	0.004	840.676	24.587	1.213	
LUDecomposition	2048	2048	8	1	1	20.379	0.005	2193.81	21.219	0.977	
LUDecomposition	2048	2048	8	2	1	16.818	0.004	1631.09	22.122	0.988	
LUDecomposition	2048	2048	8	4	1	16.498	0.003	1360.88	26.383	0.939	
LUDecomposition	2048	2048	8	8	1	19.149	0.003	1202.61	20.942	0.991	
LUDecomposition	2048	2048	8	16	1	19.3	0.004	1170.54	24.957	1.044	
LUDecomposition	2048	2048	8	32	1	20.334	0.003	1118.26	23.873	1.136	
LUDecomposition	2048	2048	8	64	1	20.348	0.004	853.868	29.395	1.19	
LUDecomposition	2048	2048	8	128	1	20.072	0.004	943.468	23.432	1.203	
LUDecomposition	2048	2048	16	1	1	20.181	0.006	1931.27	25.803	1.147	
LUDecomposition	2048	2048	16	2	1	20.481	0.004	1663.61	25.195	1.154	
LUDecomposition	2048	2048	16	4	1	25.142	0.004	1442.81	27.596	1.177	
LUDecomposition	2048	2048	16	8	1	20.299	0.004	1285.51	26.355	1.167	
LUDecomposition	2048	2048	16	16	1	20.26	0.004	1176.39	26.639	1.21	
LUDecomposition	2048	2048	16	32	1	25.053	0.004	848.42	23.807	1.193	
LUDecomposition	2048	2048	16	64	1	22.679	0.006	937.758	26.767	1.238	
LUDecomposition	2048	2048	32	1	1	24.703	0.006	1653.29	26.413	1.134	
LUDecomposition	2048	2048	32	2	1	24.38	0.004	1473.65	26.508	1.162	
LUDecomposition	2048	2048	32	4	1	22.757	0.005	1346.92	21.435	1.179	
LUDecomposition	2048	2048	32	8	1	25.704	0.004	1177.7	24.544	1.179	
LUDecomposition	2048	2048	32	16	1	19.857	0.005	832.616	26.244	1.211	
LUDecomposition	2048	2048	32	32	1	30.552	0.006	877.819	20.554	1.193	
LUDecomposition	2048	2048	64	1	1	21.209	0.005	1489.08	25.714	1.213	
LUDecomposition	2048	2048	64	2	1	20.159	0.004	1271.86	27.649	1.161	
LUDecomposition	2048	2048	64	4	1	21.616	0.004	1159.52	28.717	1.201	
LUDecomposition	2048	2048	64	8	1	19.993	0.005	799.778	22.777	1.17	
LUDecomposition	2048	2048	64	16	1	22.161	0.005	839.607	25.692	1.205	
LUDecomposition	2048	2048	128	1	1	22.804	0.006	1290.94	26.016	1.301	
LUDecomposition	2048	2048	128	2	1	23.149	0.004	1193.04	25.658	1.099	
LUDecomposition	2048	2048	128	4	1	20.279	0.004	889.016	28.153	1.359	
LUDecomposition	2048	2048	128	8	1	24.729	0.006	932.03	26.72	1.175	
LUDecomposition	2048	2048	256	1	1	24.633	0.007	1239.68	27.858	1.184	
LUDecomposition	2048	2048	256	2	1	25.636	0.006	887.23	24.477	1.179	
LUDecomposition	2048	2048	256	4	1	22.759	0.005	916.852	27.266	1.327	
LUDecomposition	2048	2048	512	1	1	24.892	0.005	899.14	34.514	1.641	
LUDecomposition	2048	2048	512	2	1	22.086	0.006	898.727	27.339	1.208	
LUDecomposition	2048	2048	1024	1	1	20.653	0.005	803.239	27.199	1.247	
kernel,width,height,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
FloydWarshall	2048	2048	1	1	1	12.73	0.004	79812.2	20.249	1.028	
FloydWarshall	2048	2048	1	2	1	11.788	0.004	40827.7	22.313	1.075	
FloydWarshall	2048	2048	1	4	1	13.623	0.003	21405.5	22.232	1.057	
FloydWarshall	2048	2048	1	8	1	9.978	0.002	11743.5	21.752	0.877	
FloydWarshall	2048	2048	1	16	1	8.935	0.002	7158.15	22.224	1.042	
FloydWarshall	2048	2048	1	32	1	10.291	0.002	5009.09	22.185	0.988	
FloydWarshall	2048	2048	1	64	1	13.644	0.004	3856.62	22.164	0.977	
FloydWarshall	2048	2048	1	128	1	9.151	0.002	3285	11.934	0.944	
FloydWarshall	2048	2048	1	256	1	8.485	0.002	3127.44	22.398	1.055	
FloydWarshall	2048	2048	1	512	1	10.789	0.003	2987.5	22.129	0.996	
FloydWarshall	2048	2048	1	1024	1	11.594	0.003	2961.63	22.152	1.013	
FloydWarshall	2048	2048	2	1	1	9.224	0.002	41343.1	12.013	0.892	
FloydWarshall	2048	2048	2	2	1	12.508	0.003	21509.7	22.516	1.035	
FloydWarshall	2048	2048	2	4	1	9.242	0.003	11917	12.001	0.851	
FloydWarshall	2048	2048	2	8	1	9.165	0.004	7011.29	11.951	0.982	
FloydWarshall	2048	2048	2	16	1	11.343	0.004	4397.05	22.564	1.042	
FloydWarshall	2048	2048	2	32	1	9.29	0.003	3212.44	11.973	0.87	
FloydWarshall	2048	2048	2	64	1	11.361	0.003	2596.12	22.545	1.012	
FloydWarshall	2048	2048	2	128	1	11.837	0.003	2324.78	17.961	0.928	
FloydWarshall	2048	2048	2	256	1	9.449	0.003	2240.49	20.198	0.99	
FloydWarshall	2048	2048	2	512	1	12.806	0.003	2212.79	22.257	0.968	
FloydWarshall	2048	2048	4	1	1	8.459	0.003	21129.2	22.284	0.968	
FloydWarshall	2048	2048	4	2	1	9.342	0.003	11414.6	18.105	0.973	
FloydWarshall	2048	2048	4	4	1	12.615	0.003	6672.26	22.295	0.989	
FloydWarshall	2048	2048	4	8	1	10.408	0.003	4339.92	19.893	0.784	
FloydWarshall	2048	2048	4	16	1	13.479	0.003	3024.44	19.423	0.885	
FloydWarshall	2048	2048	4	32	1	9.544	0.002	2525.09	22.308	1.273	
FloydWarshall	2048	2048	4	64	1	12.882	0.003	2264.05	19.536	1.712	
FloydWarshall	2048	2048	4	128	1	8.618	0.002	2125.92	17.425	0.87	
FloydWarshall	2048	2048	4	256	1	9.125	0.002	2087.83	22.296	0.979	
FloydWarshall	2048	2048	8	1	1	9.381	0.003	11199.3	20.837	0.853	
FloydWarshall	2048	2048	8	2	1	7.772	0.003	6292.25	12.664	0.947	
FloydWarshall	2048	2048	8	4	1	8.551	0.002	3972.66	12.54	0.817	
FloydWarshall	2048	2048	8	8	1	9.213	0.002	2793.23	12.541	0.824	
FloydWarshall	2048	2048	8	16	1	9.061	0.002	2118.78	12.42	0.808	
FloydWarshall	2048	2048	8	32	1	12.231	0.002	1830.88	12.503	0.786	
FloydWarshall	2048	2048	8	64	1	9.039	0.002	1651.75	21.053	0.719	
FloydWarshall	2048	2048	8	128	1	8.813	0.003	1561.99	20.594	0.877	
FloydWarshall	2048	2048	16	1	1	7.395	0.003	6189.58	18.48	0.829	
FloydWarshall	2048	2048	16	2	1	7.196	0.002	3721.49	20.65	0.843	
FloydWarshall	2048	2048	16	4	1	6.938	0.002	2548.22	20.526	0.85	
FloydWarshall	2048	2048	16	8	1	8.172	0.002	1929.73	20.65	0.863	
FloydWarshall	2048	2048	16	16	1	12.3	0.003	1620.69	22.984	0.896	
FloydWarshall	2048	2048	16	32	1	7.267	0.001	1543.94	12.99	0.82	
FloydWarshall	2048	2048	16	64	1	11.488	0.002	1419.2	22.054	0.754	
FloydWarshall	2048	2048	32	1	1	8.777	0.002	3609.69	23.075	0.905	
FloydWarshall	2048	2048	32	2	1	11.938	0.003	2391.55	22.949	0.949	
FloydWarshall	2048	2048	32	4	1	11.182	0.003	1805.93	22.304	0.911	
FloydWarshall	2048	2048	32	8	1	11.145	0.003	1486.86	21.066	0.878	
FloydWarshall	2048	2048	32	16	1	9.171	0.003	1330.83	22.315	0.925	
FloydWarshall	2048	2048	32	32	1	10.274	0.003	1284.74	11.451	0.81	
FloydWarshall	2048	2048	64	1	1	12.99	0.003	2420.96	11.947	0.963	
FloydWarshall	2048	2048	64	2	1	11.565	0.004	1714.59	22.799	1.004	
FloydWarshall	2048	2048	64	4	1	9.262	0.003	1411.4	22.437	0.898	
FloydWarshall	2048	2048	64	8	1	9.118	0.002	1253.3	18.013	1.879	
FloydWarshall	2048	2048	64	16	1	10.338	0.002	1177.44	22.318	0.941	
FloydWarshall	2048	2048	128	1	1	9.227	0.003	1769.49	22.271	0.937	
FloydWarshall	2048	2048	128	2	1	9.194	0.004	1382.41	18.849	0.876	
FloydWarshall	2048	2048	128	4	1	14.89	0.002	1223.65	22.331	0.934	
FloydWarshall	2048	2048	128	8	1	8.931	0.003	1150.45	19.257	0.911	
FloydWarshall	2048	2048	256	1	1	9.738	0.004	1356.25	21.909	0.89	
FloydWarshall	2048	2048	256	2	1	9.381	0.003	1195.42	22.295	0.914	
FloydWarshall	2048	2048	256	4	1	8.951	0.003	1123.67	17.727	0.95	
FloydWarshall	2048	2048	512	1	1	12.497	0.002	1172.02	20.59	0.925	
FloydWarshall	2048	2048	512	2	1	12.805	0.003	1237.51	12.4	1.041	
FloydWarshall	2048	2048	1024	1	1	11.139	0.003	1248	18.67	1.047	
kernel,nElements,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
FWT	32768	1	1	1	0.05	0.001	8.505	0.048	0.072	
FWT	32768	2	1	1	0.085	0.001	6.253	0.055	0.113	
FWT	32768	4	1	1	0.037	0.001	3.858	0.043	0.071	
FWT	32768	8	1	1	0.036	0.001	3.939	0.041	0.074	
FWT	32768	16	1	1	0.041	0.002	3.018	0.049	0.069	
FWT	32768	32	1	1	0.067	0.002	3.307	0.045	0.07	
FWT	32768	64	1	1	0.041	0.002	2.599	0.044	0.07	
FWT	32768	128	1	1	0.066	0.002	2.895	0.044	0.069	
FWT	32768	256	1	1	0.041	0.001	3.192	0.045	0.07	
FWT	32768	512	1	1	0.04	0.002	2.254	0.081	0.121	
FWT	32768	1024	1	1	0.069	0.002	1.619	0.06	0.061	
kernel,nBodies,timeStep,nSteps,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
NBody	8192	0.005	100	1	1	1	0.068	0.001	1959.6	0.001	0.154	
NBody	8192	0.005	100	2	1	1	0.064	0.001	1931.45	0	0.101	
NBody	8192	0.005	100	4	1	1	0.057	0.002	1926.53	0.001	0.146	
NBody	8192	0.005	100	8	1	1	0.057	0.001	1927.01	0	0.08	
NBody	8192	0.005	100	16	1	1	0.056	0.002	1970.39	0	0.106	
NBody	8192	0.005	100	32	1	1	0.054	0.001	1984.61	0.001	0.12	
NBody	8192	0.005	100	64	1	1	0.057	0.002	2154.26	0	0.15	
NBody	8192	0.005	100	128	1	1	0.053	0.001	2199.96	0	0.131	
NBody	8192	0.005	100	256	1	1	0.057	0.001	2869.74	0.001	0.196	
NBody	8192	0.005	100	512	1	1	0.122	0.001	3183.08	0.001	0.228	
NBody	8192	0.005	100	1024	1	1	0.07	0.002	6279.62	0	0.232	
kernel,nElements,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
VectorAdd	262144	1	1	1	0.952	0.002	6.271	0.349	0.181	
VectorAdd	262144	2	1	1	0.646	0.003	3.585	0.553	0.168	
VectorAdd	262144	4	1	1	1.025	0.001	1.318	0.42	0.157	
VectorAdd	262144	8	1	1	0.69	0.002	1.097	0.438	0.166	
VectorAdd	262144	16	1	1	0.932	0.002	0.784	0.447	0.17	
VectorAdd	262144	32	1	1	0.996	0.003	0.615	0.503	0.165	
VectorAdd	262144	64	1	1	0.912	0.003	0.382	0.446	0.158	
VectorAdd	262144	128	1	1	0.876	0.002	0.36	0.427	0.109	
VectorAdd	262144	256	1	1	0.988	0.003	0.37	0.453	0.118	
VectorAdd	262144	512	1	1	0.807	0.002	0.336	0.526	0.153	
VectorAdd	262144	1024	1	1	0.975	0.002	0.283	0.461	0.16	
kernel,nElements,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
SquareArray	262144	1	1	1	0.508	0.002	5.548	0.371	0.127	
SquareArray	262144	2	1	1	0.365	0.001	3.121	0.424	0.131	
SquareArray	262144	4	1	1	0.548	0.002	1.939	0.452	0.113	
SquareArray	262144	8	1	1	0.507	0.002	1.086	0.423	0.166	
SquareArray	262144	16	1	1	0.347	0.001	0.68	0.453	0.164	
SquareArray	262144	32	1	1	0.357	0.001	0.478	0.414	0.117	
SquareArray	262144	64	1	1	0.526	0.003	0.393	0.462	0.154	
SquareArray	262144	128	1	1	0.44	0.003	0.445	0.528	0.15	
SquareArray	262144	256	1	1	0.446	0.002	0.406	0.544	0.149	
SquareArray	262144	512	1	1	0.443	0.003	0.379	0.461	0.156	
SquareArray	262144	1024	1	1	0.449	0.002	0.356	0.557	0.166	
kernel,N,P,M,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
MatrixMultiplication	2048	4096	1024	1	1	1	32.75	0.005	1055.36	5.787	0.781	
MatrixMultiplication	2048	4096	1024	1	2	1	26.277	0.005	1048.43	5.77	0.838	
MatrixMultiplication	2048	4096	1024	1	4	1	26.496	0.005	1053.36	5.811	0.798	
MatrixMultiplication	2048	4096	1024	1	8	1	26.453	0.005	1071.01	5.827	0.783	
MatrixMultiplication	2048	4096	1024	1	16	1	26.404	0.004	1080.69	5.777	0.812	
MatrixMultiplication	2048	4096	1024	1	32	1	26.326	0.005	1079.12	5.718	0.804	
MatrixMultiplication	2048	4096	1024	1	64	1	26.535	0.005	1075.38	5.811	0.795	
MatrixMultiplication	2048	4096	1024	1	128	1	29.244	0.004	1074.02	5.931	1924.79	
MatrixMultiplication	2048	4096	1024	1	256	1	28.006	0.004	1073.78	5.885	0.786	
MatrixMultiplication	2048	4096	1024	1	512	1	28.025	0.004	1068.18	5.809	0.836	
MatrixMultiplication	2048	4096	1024	1	1024	1	27.587	0.005	1085.82	5.812	0.809	
MatrixMultiplication	2048	4096	1024	2	1	1	27.376	0.005	1026.54	5.76	0.799	
MatrixMultiplication	2048	4096	1024	2	2	1	27.219	0.005	1053.05	5.831	0.796	
MatrixMultiplication	2048	4096	1024	2	4	1	28.225	0.005	1061.43	5.843	0.798	
MatrixMultiplication	2048	4096	1024	2	8	1	29.951	0.005	1053.45	5.581	0.789	
MatrixMultiplication	2048	4096	1024	2	16	1	30.41	0.005	1054.32	5.734	0.819	
MatrixMultiplication	2048	4096	1024	2	32	1	29.581	0.004	1054	5.765	0.786	
MatrixMultiplication	2048	4096	1024	2	64	1	29.463	0.005	1053.06	5.792	0.788	
MatrixMultiplication	2048	4096	1024	2	128	1	29.995	0.004	1050.88	5.796	0.8	
MatrixMultiplication	2048	4096	1024	2	256	1	30.776	0.005	1054.55	5.789	0.778	
MatrixMultiplication	2048	4096	1024	2	512	1	29.456	0.004	1057.68	5.76	0.818	
MatrixMultiplication	2048	4096	1024	4	1	1	28.223	0.004	1018.01	5.751	0.803	
MatrixMultiplication	2048	4096	1024	4	2	1	27.082	0.005	1048.49	5.777	0.792	
MatrixMultiplication	2048	4096	1024	4	4	1	29.995	0.005	1044.44	5.821	0.806	
MatrixMultiplication	2048	4096	1024	4	8	1	29.149	0.005	1043.3	5.405	0.779	
MatrixMultiplication	2048	4096	1024	4	16	1	28.687	0.005	1044.69	5.771	0.753	
MatrixMultiplication	2048	4096	1024	4	32	1	28.208	0.005	1043.88	5.764	0.816	
MatrixMultiplication	2048	4096	1024	4	64	1	28.416	0.005	1042.13	5.846	0.796	
MatrixMultiplication	2048	4096	1024	4	128	1	28.75	0.004	1050.6	5.761	0.799	
MatrixMultiplication	2048	4096	1024	4	256	1	29.978	0.005	1051.66	7.063	0.824	
