-------------------------Client: 1-------------------------
kernel,width,height,nSteps,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
LUDecomposition	2048	2048	4	1	1	19.678	0.007	866.827	16.527	2.252	
LUDecomposition	2048	2048	4	2	1	19.694	0.006	803.594	16.846	2.245	
LUDecomposition	2048	2048	4	4	1	20.731	0.006	760.996	17.988	2.302	
LUDecomposition	2048	2048	4	8	1	21.24	0.007	752.762	18.004	2.21	
LUDecomposition	2048	2048	4	16	1	18.102	0.007	721.098	16.808	2.127	
LUDecomposition	2048	2048	4	32	1	17.128	0.006	679.748	16.515	2.251	
LUDecomposition	2048	2048	4	64	1	17.036	0.006	643.648	16.378	2.19	
LUDecomposition	2048	2048	4	128	1	17.161	0.007	575.176	16.837	2.206	
LUDecomposition	2048	2048	4	256	1	18.789	0.007	575.835	16.933	2.262	
LUDecomposition	2048	2048	4	512	1	19.454	0.006	604.626	18.04	2.284	
LUDecomposition	2048	2048	4	1024	1	17.077	0.007	678.772	16.963	2.091	
LUDecomposition	2048	2048	4	2048	1	18.117	0.006	215.214	18.139	2.206	
LUDecomposition	2048	2048	8	1	1	18.698	0.006	798.191	16.544	2.266	
LUDecomposition	2048	2048	8	2	1	17.993	0.006	770.67	17.196	2.255	
LUDecomposition	2048	2048	8	4	1	18.796	0.006	745.408	17.544	2.194	
LUDecomposition	2048	2048	8	8	1	20.363	0.006	712.001	16.87	2.23	
LUDecomposition	2048	2048	8	16	1	17.1	0.006	681.895	16.861	2.194	
LUDecomposition	2048	2048	8	32	1	17.156	0.006	638.2	16.673	2.229	
LUDecomposition	2048	2048	8	64	1	17.128	0.007	575.441	16.897	2.139	
LUDecomposition	2048	2048	8	128	1	20.894	0.006	583.036	16.932	2.066	
LUDecomposition	2048	2048	8	256	1	22.309	0.007	611.007	16.872	2.075	
LUDecomposition	2048	2048	8	512	1	19.281	0.007	659.557	18.172	2.16	
LUDecomposition	2048	2048	8	1024	1	16.973	0.007	217.061	18.077	2.08	
LUDecomposition	2048	2048	16	1	1	18.799	0.006	761.772	17.272	2.245	
LUDecomposition	2048	2048	16	2	1	20.226	0.006	747.487	17.598	2.225	
LUDecomposition	2048	2048	16	4	1	19.016	0.007	733.958	17.516	2.259	
LUDecomposition	2048	2048	16	8	1	17.651	0.006	701.388	18.082	2.107	
LUDecomposition	2048	2048	16	16	1	18.1	0.007	645.443	16.571	2.144	
LUDecomposition	2048	2048	16	32	1	21.018	0.006	571.942	16.85	2.088	
LUDecomposition	2048	2048	16	64	1	17.18	0.006	578.439	18.099	2.151	
LUDecomposition	2048	2048	16	128	1	16.529	0.005	618.777	16.792	2.15	
LUDecomposition	2048	2048	16	256	1	17.198	0.007	668.678	18.18	2.135	
LUDecomposition	2048	2048	16	512	1	17.233	0.006	216.034	18.207	2.119	
LUDecomposition	2048	2048	32	1	1	24.687	0.017	747.331	16.772	2.228	
LUDecomposition	2048	2048	32	2	1	20.463	0.006	713.878	16.946	2.178	
LUDecomposition	2048	2048	32	4	1	21.406	0.007	677.353	15.773	2.174	
LUDecomposition	2048	2048	32	8	1	17.099	0.007	642.084	16.818	2.134	
LUDecomposition	2048	2048	32	16	1	16.792	0.007	571.671	16.992	1.917	
LUDecomposition	2048	2048	32	32	1	17.107	0.006	579.61	16.934	2.06	
LUDecomposition	2048	2048	32	64	1	19.323	0.006	608.624	18.045	2.091	
LUDecomposition	2048	2048	32	128	1	17.245	0.007	665.724	18.084	1.984	
LUDecomposition	2048	2048	32	256	1	18.171	0.006	217.609	18.102	2.181	
LUDecomposition	2048	2048	64	1	1	17.65	0.006	716.434	16.165	2.124	
LUDecomposition	2048	2048	64	2	1	17.596	0.007	683.478	18.01	2.168	
LUDecomposition	2048	2048	64	4	1	17.321	0.006	641.601	16.139	2.198	
LUDecomposition	2048	2048	64	8	1	20.219	0.006	571.973	16.89	2.102	
LUDecomposition	2048	2048	64	16	1	17.175	0.006	577.755	16.986	2.076	
LUDecomposition	2048	2048	64	32	1	17.059	0.007	602.809	18.091	2.161	
LUDecomposition	2048	2048	64	64	1	19.944	0.006	660.209	18.034	2.178	
LUDecomposition	2048	2048	64	128	1	18.05	0.017	216.987	17.202	2.171	
LUDecomposition	2048	2048	128	1	1	17.059	0.006	677.602	16.925	2.118	
LUDecomposition	2048	2048	128	2	1	19.744	0.007	640.719	16.883	2.133	
LUDecomposition	2048	2048	128	4	1	18.29	0.006	575.404	16.915	2.139	
LUDecomposition	2048	2048	128	8	1	17.133	0.006	575.719	16.888	2.152	
LUDecomposition	2048	2048	128	16	1	20.628	0.006	604.087	17.564	2.14	
LUDecomposition	2048	2048	128	32	1	17.052	0.005	675.602	16.967	2.049	
LUDecomposition	2048	2048	128	64	1	19.549	0.007	217.352	16.944	2.096	
LUDecomposition	2048	2048	256	1	1	16.934	0.006	640.094	16.455	2.093	
LUDecomposition	2048	2048	256	2	1	17.142	0.005	570.996	16.885	2.17	
LUDecomposition	2048	2048	256	4	1	18.74	0.007	578.301	17.058	2.096	
LUDecomposition	2048	2048	256	8	1	18.198	0.006	605.868	17.857	2.03	
LUDecomposition	2048	2048	256	16	1	17.124	0.006	659.801	17.217	1.984	
LUDecomposition	2048	2048	256	32	1	17.315	0.007	217.303	16.905	2.14	
LUDecomposition	2048	2048	512	1	1	21.465	0.007	568.456	16.992	2.093	
LUDecomposition	2048	2048	512	2	1	17.112	0.006	576.523	16.957	2.162	
LUDecomposition	2048	2048	512	4	1	20.06	0.006	602.058	17.062	1.954	
LUDecomposition	2048	2048	512	8	1	17.064	0.006	664.095	17.743	2.151	
LUDecomposition	2048	2048	512	16	1	19.348	0.006	214.454	17.788	2.003	
LUDecomposition	2048	2048	1024	1	1	19.555	0.018	574.078	16.951	2.161	
LUDecomposition	2048	2048	1024	2	1	17.127	0.006	603.84	18.082	2.107	
LUDecomposition	2048	2048	1024	4	1	16.954	0.007	656.464	18.159	2.091	
LUDecomposition	2048	2048	1024	8	1	18.139	0.007	217.655	18.108	2.06	
LUDecomposition	2048	2048	2048	1	1	17.456	0.006	599.93	18.149	2.151	
LUDecomposition	2048	2048	2048	2	1	20.436	0.004	660.915	18.169	2.119	
LUDecomposition	2048	2048	2048	4	1	21.987	0.007	215.395	17.873	2.086	
LUDecomposition	2048	2048	4096	1	1	20.509	0.007	652.39	16.909	1.986	
LUDecomposition	2048	2048	4096	2	1	18.288	0.007	220.488	17.491	2.129	
LUDecomposition	2048	2048	8192	1	1	18.804	0.006	213.091	18.077	2.126	
kernel,width,height,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
FloydWarshall	2048	2048	1	1	1	11.441	0.004	8153.42	17.104	1.729	
FloydWarshall	2048	2048	1	2	1	9.543	0.018	4829.3	13.979	1.643	
FloydWarshall	2048	2048	1	4	1	9.447	0.004	3053.91	13.962	1.565	
FloydWarshall	2048	2048	1	8	1	8.513	0.003	2346.75	13.607	1.812	
FloydWarshall	2048	2048	1	16	1	11.506	0.004	2003.11	13.989	1.704	
FloydWarshall	2048	2048	1	32	1	12.658	0.003	2275.48	17.152	1.673	
FloydWarshall	2048	2048	1	64	1	12.936	0.004	2380.53	11.245	1.599	
FloydWarshall	2048	2048	1	128	1	9.282	0.004	2352.01	14.153	1.646	
FloydWarshall	2048	2048	1	256	1	9.858	0.005	2386.37	14.219	1.717	
FloydWarshall	2048	2048	1	512	1	14.253	0.004	2392.19	14.079	1.603	
FloydWarshall	2048	2048	1	1024	1	10.472	0.004	2403.68	14.085	1.645	
FloydWarshall	2048	2048	1	2048	1	12.594	0.005	2443.94	11.591	1.608	
FloydWarshall	2048	2048	1	4096	1	14.213	0.003	16.096	19.502	1.675	
FloydWarshall	2048	2048	1	8192	1	9.483	0.003	15.915	20.396	1.638	
FloydWarshall	2048	2048	2	1	1	13.723	0.003	4497.2	14.093	1.509	
FloydWarshall	2048	2048	2	2	1	9.475	0.004	2825.5	14.125	1.515	
FloydWarshall	2048	2048	2	4	1	11.797	0.005	1955.94	13.895	1.582	
FloydWarshall	2048	2048	2	8	1	12.929	0.004	1629.31	13.93	1.591	
FloydWarshall	2048	2048	2	16	1	9.79	0.004	1466.51	14.027	1.492	
FloydWarshall	2048	2048	2	32	1	10.157	0.004	1634.03	14.263	1.491	
FloydWarshall	2048	2048	2	64	1	8.943	0.014	1667.35	17.161	1.88	
FloydWarshall	2048	2048	2	128	1	14.068	0.004	1668.97	17.002	1.628	
FloydWarshall	2048	2048	2	256	1	10.978	0.004	1677.34	13.98	1.48	
FloydWarshall	2048	2048	2	512	1	9.899	0.004	1687.2	14.039	1.508	
FloydWarshall	2048	2048	2	1024	1	9.102	0.004	1700.2	17.049	1.763	
FloydWarshall	2048	2048	2	2048	1	10.943	0.019	1782.22	11.248	1.53	
FloydWarshall	2048	2048	2	4096	1	9.703	0.004	15.945	19.434	1.568	
FloydWarshall	2048	2048	4	1	1	9.074	0.013	2602.97	13.698	1.559	
FloydWarshall	2048	2048	4	2	1	9.121	0.005	1829.51	13.935	1.489	
FloydWarshall	2048	2048	4	4	1	13.871	0.004	1378.86	16.929	1.474	
FloydWarshall	2048	2048	4	8	1	9.626	0.004	1175.26	15.84	1.578	
FloydWarshall	2048	2048	4	16	1	11.174	0.004	1084.09	17.094	1.484	
FloydWarshall	2048	2048	4	32	1	13.181	0.003	1150.59	15.477	1.575	
FloydWarshall	2048	2048	4	64	1	9.395	0.03	1152.74	17.784	1.567	
FloydWarshall	2048	2048	4	128	1	10.615	0.004	1138.82	17.201	1.563	
FloydWarshall	2048	2048	4	256	1	9.503	0.005	1134.54	17.237	1.514	
FloydWarshall	2048	2048	4	512	1	9.537	0.003	1185.57	14.535	1.565	
FloydWarshall	2048	2048	4	1024	1	12.291	0.004	1292.97	14.983	1.588	
FloydWarshall	2048	2048	4	2048	1	13.472	0.004	1399.94	16.969	1.623	
FloydWarshall	2048	2048	8	1	1	9.68	0.018	1616.4	14.262	1.514	
FloydWarshall	2048	2048	8	2	1	14.045	0.005	1258	14.062	1.457	
FloydWarshall	2048	2048	8	4	1	9.748	0.004	1050.33	13.952	1.411	
FloydWarshall	2048	2048	8	8	1	8.81	0.004	949.808	13.961	1.565	
FloydWarshall	2048	2048	8	16	1	9.676	0.005	917.011	17.073	1.548	
FloydWarshall	2048	2048	8	32	1	9.776	0.004	939.442	14.108	1.436	
FloydWarshall	2048	2048	8	64	1	12.287	0.019	932.212	11.198	1.458	
FloydWarshall	2048	2048	8	128	1	12.386	0.019	924.488	16.875	1.566	
FloydWarshall	2048	2048	8	256	1	9.686	0.004	912.879	14.014	1.544	
FloydWarshall	2048	2048	8	512	1	9.562	0.004	931.372	14.077	1.555	
FloydWarshall	2048	2048	8	1024	1	13.306	0.003	1038.76	17.273	1.575	
FloydWarshall	2048	2048	16	1	1	13.911	0.004	1106.03	14.655	1.564	
FloydWarshall	2048	2048	16	2	1	12.283	0.004	901.037	14.111	1.563	
FloydWarshall	2048	2048	16	4	1	9.528	0.004	811.158	17.71	1.622	
FloydWarshall	2048	2048	16	8	1	9.139	0.004	787.553	17.043	1.546	
FloydWarshall	2048	2048	16	16	1	9.443	0.004	764.742	17.143	1.615	
FloydWarshall	2048	2048	16	32	1	12.155	0.005	796.1	17.353	1.549	
FloydWarshall	2048	2048	16	64	1	9.648	0.018	810.535	14.188	1.482	
FloydWarshall	2048	2048	16	128	1	9.571	0.005	801.912	17.106	1.479	
FloydWarshall	2048	2048	16	256	1	11.211	0.005	834.265	16.98	1.563	
FloydWarshall	2048	2048	16	512	1	11.585	0.019	864.817	14.831	1.471	
FloydWarshall	2048	2048	32	1	1	9.587	0.004	897.176	16.999	1.561	
FloydWarshall	2048	2048	32	2	1	9.529	0.005	810.752	17.341	1.576	
FloydWarshall	2048	2048	32	4	1	9.495	0.028	751.379	16.946	1.563	
FloydWarshall	2048	2048	32	8	1	13.158	0.017	708.212	13.987	1.664	
FloydWarshall	2048	2048	32	16	1	9.318	0.004	671.027	13.907	1.537	
FloydWarshall	2048	2048	32	32	1	13.877	0.003	709.546	14.858	1.516	
FloydWarshall	2048	2048	32	64	1	9.338	0.004	681.447	16.969	1.582	
FloydWarshall	2048	2048	32	128	1	12.008	0.004	707.551	17.068	1.486	
FloydWarshall	2048	2048	32	256	1	9.551	0.003	733.562	14.555	1.466	
FloydWarshall	2048	2048	64	1	1	12.878	0.004	888.201	17.98	1.564	
FloydWarshall	2048	2048	64	2	1	9.375	0.004	819.315	13.947	1.499	
FloydWarshall	2048	2048	64	4	1	10.29	0.004	762.46	16.965	1.528	
FloydWarshall	2048	2048	64	8	1	9.645	0.018	695.708	15.058	1.562	
FloydWarshall	2048	2048	64	16	1	9.324	0.004	617.463	13.915	1.565	
FloydWarshall	2048	2048	64	32	1	9.812	0.004	617.345	13.946	1.497	
FloydWarshall	2048	2048	64	64	1	13.882	0.004	633.758	16.991	1.605	
FloydWarshall	2048	2048	64	128	1	13.318	0.005	658.205	14.12	1.495	
FloydWarshall	2048	2048	128	1	1	9.362	0.003	836.93	16.815	1.571	
FloydWarshall	2048	2048	128	2	1	9.391	0.004	809.745	14.16	1.514	
FloydWarshall	2048	2048	128	4	1	13.28	0.008	748.721	14.178	1.473	
FloydWarshall	2048	2048	128	8	1	13.241	0.004	731.635	14.139	1.514	
FloydWarshall	2048	2048	128	16	1	9.625	0.005	627.867	13.992	1.489	
FloydWarshall	2048	2048	128	32	1	9.259	0.014	661.668	17.048	1.524	
FloydWarshall	2048	2048	128	64	1	9.572	0.003	752.044	14.432	1.724	
FloydWarshall	2048	2048	256	1	1	9.545	0.003	810.821	14.225	1.568	
FloydWarshall	2048	2048	256	2	1	9.459	0.005	796.857	14.093	1.546	
FloydWarshall	2048	2048	256	4	1	9.504	0.005	763.293	14.028	1.598	
FloydWarshall	2048	2048	256	8	1	13.29	0.018	740.135	14.268	1.546	
FloydWarshall	2048	2048	256	16	1	9.439	0.005	720.145	13.968	1.555	
FloydWarshall	2048	2048	256	32	1	13.631	0.004	798.077	14.336	1.533	
FloydWarshall	2048	2048	512	1	1	10.191	0.004	831.455	17.536	1.697	
FloydWarshall	2048	2048	512	2	1	9.557	0.004	835.417	14.137	1.592	
FloydWarshall	2048	2048	512	4	1	9.397	0.003	807.568	14.059	1.528	
FloydWarshall	2048	2048	512	8	1	13.978	0.005	899.173	16.729	1.616	
FloydWarshall	2048	2048	512	16	1	13.32	0.004	782.479	14.15	1.487	
FloydWarshall	2048	2048	1024	1	1	13.832	0.004	805.134	16.828	1.632	
FloydWarshall	2048	2048	1024	2	1	9.224	0.003	747.706	13.708	1.649	
FloydWarshall	2048	2048	1024	4	1	10.606	0.004	777.414	14.595	1.544	
FloydWarshall	2048	2048	1024	8	1	11.389	0.004	767.871	16.688	1.631	
FloydWarshall	2048	2048	2048	1	1	13.797	0.004	755.906	14.143	1.6	
FloydWarshall	2048	2048	2048	2	1	13.129	0.003	775.537	16.381	1.57	
FloydWarshall	2048	2048	2048	4	1	9.701	0.004	775.876	14.231	1.494	
FloydWarshall	2048	2048	4096	1	1	11.887	0.004	16.164	19.969	1.575	
FloydWarshall	2048	2048	4096	2	1	11.557	0.019	16.097	19.638	1.587	
FloydWarshall	2048	2048	8192	1	1	10.101	0.004	15.925	19.586	1.614	
kernel,nElements,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
FWT	32768	1	1	1	0.279	0.014	1.307	0.069	0.394	
FWT	32768	2	1	1	0.152	0.001	1.36	0.112	0.384	
FWT	32768	4	1	1	0.13	0.001	1.066	0.097	0.941	
FWT	32768	8	1	1	0.156	0.001	0.898	0.068	0.424	
FWT	32768	16	1	1	0.266	0.004	0.651	0.137	0.921	
FWT	32768	32	1	1	0.138	0.001	0.619	0.072	0.394	
FWT	32768	64	1	1	0.268	0.003	0.91	0.095	0.973	
FWT	32768	128	1	1	0.163	0.001	0.498	0.063	0.383	
FWT	32768	256	1	1	0.271	0.003	0.521	0.054	0.881	
FWT	32768	512	1	1	0.116	0.002	0.534	0.109	0.454	
FWT	32768	1024	1	1	0.366	0.004	1.056	0.166	0.978	
FWT	32768	2048	1	1	0.146	0.002	1	0.066	0.402	
FWT	32768	4096	1	1	0.249	0.003	0.984	0.07	0.516	
FWT	32768	8192	1	1	0.337	0.004	2.302	0.091	0.516	
kernel,nBodies,timeStep,nSteps,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
NBody	8192	0.005	100	1	1	1	0.497	0.002	3900.82	0.001	0.726	
NBody	8192	0.005	100	2	1	1	0.352	0.002	4017.98	0	0.703	
NBody	8192	0.005	100	4	1	1	0.438	0.002	4176.23	0.001	0.684	
NBody	8192	0.005	100	8	1	1	0.354	0.002	456.46	0	0.68	
NBody	8192	0.005	100	16	1	1	0.286	0.001	469.274	0	0.78	
NBody	8192	0.005	100	32	1	1	0.34	0.002	498.299	0	0.734	
NBody	8192	0.005	100	64	1	1	0.375	0.005	496.266	0	0.78	
NBody	8192	0.005	100	128	1	1	0.368	0.001	636.68	0	0.757	
NBody	8192	0.005	100	256	1	1	0.311	0.001	798.926	0	0.809	
NBody	8192	0.005	100	512	1	1	0.389	0.002	1498.78	0.001	0.729	
NBody	8192	0.005	100	1024	1	1	0.406	0.002	2620.32	0	0.736	
NBody	8192	0.005	100	2048	1	1	0.543	0.002	3923.77	0	0.681	
NBody	8192	0.005	100	4096	1	1	0.509	0.002	7225.81	0.001	0.842	
NBody	8192	0.005	100	8192	1	1	0.477	0.002	13597.7	0.001	0.92	
kernel,nElements,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
VectorAdd	262144	1	1	1	2.39	0.006	1.108	0.376	0.721	
VectorAdd	262144	2	1	1	1.404	0.002	0.695	0.398	0.629	
VectorAdd	262144	4	1	1	1.539	0.002	0.658	0.448	0.667	
VectorAdd	262144	8	1	1	1.54	0.002	0.784	0.449	0.68	
VectorAdd	262144	16	1	1	1.482	0.002	0.835	0.595	0.661	
VectorAdd	262144	32	1	1	1.314	0.002	0.755	0.494	0.649	
VectorAdd	262144	64	1	1	1.415	0.001	0.714	0.44	0.622	
VectorAdd	262144	128	1	1	1.539	0.002	0.738	0.478	0.642	
VectorAdd	262144	256	1	1	1.535	0.002	0.697	0.441	0.683	
VectorAdd	262144	512	1	1	3.07	0.007	0.721	0.532	1.765	
VectorAdd	262144	1024	1	1	1.724	0.003	0.489	0.381	0.744	
VectorAdd	262144	2048	1	1	1.716	0.003	0.464	0.549	0.681	
VectorAdd	262144	4096	1	1	1.754	0.002	0.514	0.569	0.695	
VectorAdd	262144	8192	1	1	1.719	0.003	0.567	0.389	0.705	
kernel,nElements,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
SquareArray	262144	1	1	1	1.154	0.002	0.762	0.643	0.636	
SquareArray	262144	2	1	1	1.035	0.002	0.771	0.404	0.622	
SquareArray	262144	4	1	1	1.076	0.002	0.782	0.368	0.663	
SquareArray	262144	8	1	1	1.061	0.002	0.819	0.332	0.649	
SquareArray	262144	16	1	1	1.107	0.002	0.75	0.625	0.644	
SquareArray	262144	32	1	1	1.053	0.002	0.795	0.374	0.616	
SquareArray	262144	64	1	1	1.133	0.002	0.817	0.361	0.694	
SquareArray	262144	128	1	1	1.122	0.003	0.726	0.655	0.655	
SquareArray	262144	256	1	1	1.073	0.002	0.691	0.39	0.677	
SquareArray	262144	512	1	1	1.092	0.003	0.698	0.603	0.636	
SquareArray	262144	1024	1	1	1.055	0.002	0.507	0.393	0.587	
SquareArray	262144	2048	1	1	1.104	0.002	0.573	0.707	0.779	
SquareArray	262144	4096	1	1	1.013	0.002	0.625	0.39	0.624	
SquareArray	262144	8192	1	1	1.104	0.002	0.503	0.346	0.643	
kernel,N,P,M,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
MatrixMultiplication	2048	4096	1024	1	1	1	55.244	0.008	916.573	2.822	1.882	
MatrixMultiplication	2048	4096	1024	1	2	1	45.062	0.008	899.907	2.771	1.879	
MatrixMultiplication	2048	4096	1024	1	4	1	45.683	0.008	904.626	2.816	1.818	
MatrixMultiplication	2048	4096	1024	1	8	1	44.393	0.007	910.614	2.816	1.775	
MatrixMultiplication	2048	4096	1024	1	16	1	45.601	0.007	935.652	5.787	1.927	
MatrixMultiplication	2048	4096	1024	1	32	1	45.39	0.007	941.239	5.422	1.92	
MatrixMultiplication	2048	4096	1024	1	64	1	40.983	0.008	943.33	5.049	1.906	
MatrixMultiplication	2048	4096	1024	1	128	1	48.365	0.008	963.879	5.744	1.864	
MatrixMultiplication	2048	4096	1024	1	256	1	43.132	0.008	968.247	5.556	1.864	
MatrixMultiplication	2048	4096	1024	1	512	1	43.466	0.009	971.227	5.463	1.846	
MatrixMultiplication	2048	4096	1024	1	1024	1	47.839	0.006	965.185	2.82	2.063	
MatrixMultiplication	2048	4096	1024	1	2048	1	43.16	0.007	1000.01	6.018	2.078	
MatrixMultiplication	2048	4096	1024	1	4096	1	44.084	0.007	0.09	6.861	1.86	
MatrixMultiplication	2048	4096	1024	1	8192	1	41.972	0.007	0.074	6.988	1.996	
MatrixMultiplication	2048	4096	1024	2	1	1	41.47	0.008	890.174	5.439	2.004	
MatrixMultiplication	2048	4096	1024	2	2	1	41.743	0.008	891.93	5.565	1.873	
MatrixMultiplication	2048	4096	1024	2	4	1	45.78	0.007	894.21	2.851	1.853	
MatrixMultiplication	2048	4096	1024	2	8	1	43.619	0.008	900.842	2.86	1.826	
MatrixMultiplication	2048	4096	1024	2	16	1	42.163	0.008	913.469	2.798	1.903	
MatrixMultiplication	2048	4096	1024	2	32	1	41.475	0.008	917	5.82	1.867	
MatrixMultiplication	2048	4096	1024	2	64	1	45.055	0.008	919.28	5.573	1.863	
MatrixMultiplication	2048	4096	1024	2	128	1	46.139	0.008	921.918	5.41	1.89	
MatrixMultiplication	2048	4096	1024	2	256	1	45.291	0.008	929.129	5.519	1.802	
MatrixMultiplication	2048	4096	1024	2	512	1	42.792	0.007	932.123	2.831	2.054	
MatrixMultiplication	2048	4096	1024	2	1024	1	43.871	0.009	932.159	5.798	1.923	
MatrixMultiplication	2048	4096	1024	2	2048	1	44.683	0.007	966.838	4.671	1.945	
MatrixMultiplication	2048	4096	1024	2	4096	1	48.861	0.006	0.066	3.802	2.119	
MatrixMultiplication	2048	4096	1024	4	1	1	41.946	0.008	227.896	2.808	1.926	
MatrixMultiplication	2048	4096	1024	4	2	1	43.83	0.007	230.341	5.991	1.978	
MatrixMultiplication	2048	4096	1024	4	4	1	41.621	0.008	232.357	2.887	1.833	
MatrixMultiplication	2048	4096	1024	4	8	1	47.632	0.007	233.751	6.229	2.152	
MatrixMultiplication	2048	4096	1024	4	16	1	43.959	0.008	238.818	2.891	1.905	
MatrixMultiplication	2048	4096	1024	4	32	1	45.697	0.008	242.428	5.867	1.891	
MatrixMultiplication	2048	4096	1024	4	64	1	41.722	0.006	242.109	5.862	2.062	
MatrixMultiplication	2048	4096	1024	4	128	1	43.127	0.008	242.676	5.632	1.949	
MatrixMultiplication	2048	4096	1024	4	256	1	42.378	0.008	247.954	5.486	1.864	
MatrixMultiplication	2048	4096	1024	4	512	1	41.34	0.007	249.886	2.833	2.097	
MatrixMultiplication	2048	4096	1024	4	1024	1	41.168	0.008	254.331	5.803	1.861	
MatrixMultiplication	2048	4096	1024	4	2048	1	43.641	0.006	277.84	2.825	2.075	
MatrixMultiplication	2048	4096	1024	8	1	1	59.311	0.006	223.738	5.799	2.032	
MatrixMultiplication	2048	4096	1024	8	2	1	42.963	0.008	227.595	2.789	1.939	
MatrixMultiplication	2048	4096	1024	8	4	1	44.806	0.008	227.292	2.839	1.9	
MatrixMultiplication	2048	4096	1024	8	8	1	47.969	0.007	230.205	5.858	2.051	
MatrixMultiplication	2048	4096	1024	8	16	1	57.388	0.007	232.26	5.466	2.121	
MatrixMultiplication	2048	4096	1024	8	32	1	48.037	0.007	234.286	5.459	2.048	
MatrixMultiplication	2048	4096	1024	8	64	1	41.781	0.006	236.364	6.116	2.112	
MatrixMultiplication	2048	4096	1024	8	128	1	41.466	0.007	237.955	5.458	1.814	
MatrixMultiplication	2048	4096	1024	8	256	1	41.687	0.006	239.007	5.566	2.096	
MatrixMultiplication	2048	4096	1024	8	512	1	41.032	0.006	245.905	5.518	2.108	
MatrixMultiplication	2048	4096	1024	8	1024	1	44.338	0.007	256.348	5.481	1.828	
MatrixMultiplication	2048	4096	1024	16	1	1	46.906	0.007	222.899	2.826	2.132	
MatrixMultiplication	2048	4096	1024	16	2	1	46.16	0.007	223.916	2.819	1.871	
MatrixMultiplication	2048	4096	1024	16	4	1	42.086	0.007	227.016	2.779	1.897	
MatrixMultiplication	2048	4096	1024	16	8	1	46.08	0.006	226.381	5.9	2.055	
MatrixMultiplication	2048	4096	1024	16	16	1	44.461	0.009	229.368	5.413	1.919	
MatrixMultiplication	2048	4096	1024	16	32	1	57.483	0.007	229.511	5.632	2.098	
MatrixMultiplication	2048	4096	1024	16	64	1	43.455	0.007	231.694	5.589	1.92	
MatrixMultiplication	2048	4096	1024	16	128	1	48.375	0.007	239.668	5.567	2.057	
MatrixMultiplication	2048	4096	1024	16	256	1	41.19	0.008	240.684	5.432	1.89	
MatrixMultiplication	2048	4096	1024	16	512	1	43.281	0.008	250.666	5.479	1.849	
MatrixMultiplication	2048	4096	1024	32	1	1	45.081	0.008	221.507	5.489	1.945	
MatrixMultiplication	2048	4096	1024	32	2	1	47.585	0.008	224.752	2.862	1.909	
MatrixMultiplication	2048	4096	1024	32	4	1	47.812	0.008	223.535	2.825	1.899	
MatrixMultiplication	2048	4096	1024	32	8	1	42.505	0.008	224.993	6.061	1.934	
MatrixMultiplication	2048	4096	1024	32	16	1	50.429	0.006	226.47	2.73	2.071	
MatrixMultiplication	2048	4096	1024	32	32	1	44.847	0.008	229.223	5.791	1.856	
MatrixMultiplication	2048	4096	1024	32	64	1	45.287	0.007	231.385	5.619	1.869	
MatrixMultiplication	2048	4096	1024	32	128	1	42.59	0.008	244.194	5.387	1.802	
MatrixMultiplication	2048	4096	1024	32	256	1	44.256	0.008	249.523	2.798	1.943	
MatrixMultiplication	2048	4096	1024	64	1	1	49.436	0.007	221.457	2.787	2.027	
MatrixMultiplication	2048	4096	1024	64	2	1	41.362	0.008	224.014	5.761	1.959	
MatrixMultiplication	2048	4096	1024	64	4	1	50.299	0.007	222.479	2.875	2.061	
MatrixMultiplication	2048	4096	1024	64	8	1	41.726	0.008	224.589	2.803	1.83	
MatrixMultiplication	2048	4096	1024	64	16	1	41.831	0.008	230.833	2.822	1.913	
MatrixMultiplication	2048	4096	1024	64	32	1	42.073	0.008	233.366	6.059	1.938	
MatrixMultiplication	2048	4096	1024	64	64	1	46.252	0.008	238.575	5.574	1.835	
MatrixMultiplication	2048	4096	1024	64	128	1	49.255	0.006	246.746	2.802	2.05	
MatrixMultiplication	2048	4096	1024	128	1	1	44.563	0.008	222.309	2.834	1.771	
MatrixMultiplication	2048	4096	1024	128	2	1	43.257	0.008	221.225	5.991	1.915	
MatrixMultiplication	2048	4096	1024	128	4	1	45.114	0.008	223.301	5.504	1.896	
MatrixMultiplication	2048	4096	1024	128	8	1	46.586	0.006	227.912	3.289	2.096	
MatrixMultiplication	2048	4096	1024	128	16	1	43.714	0.008	231.991	5.854	1.885	
MatrixMultiplication	2048	4096	1024	128	32	1	48.701	0.006	231.826	2.861	2.093	
MatrixMultiplication	2048	4096	1024	128	64	1	47.995	0.007	246.516	2.773	2.088	
MatrixMultiplication	2048	4096	1024	256	1	1	41.908	0.008	221.46	2.772	1.891	
