nVectors,memcpyOut,plan,execu,memcpyIn
2,0.004,0.032,0.000,0.000,
200000,1.887,6.555,2.812,1.990,
400000,3.844,16.694,4.448,3.969,
600000,5.611,23.136,6.803,5.463,
800000,7.103,25.589,10.606,7.468,
1000000,8.903,2.609,15.112,9.450,
1200000,10.933,38.393,17.991,11.542,
1400000,13.259,39.647,20.644,13.314,
1600000,15.386,45.013,22.697,15.356,
1800000,16.372,50.019,29.730,17.001,
2000000,18.410,51.405,31.420,18.868,
2200000,20.213,61.708,37.856,20.472,
2400000,21.827,70.958,42.795,22.703,
2600000,23.608,70.913,45.216,24.508,
2800000,25.773,76.818,48.849,26.394,
3000000,27.724,82.564,52.271,28.182,
3200000,30.030,85.919,57.719,30.434,
3400000,32.147,91.146,61.402,32.244,
3600000,32.795,100.006,64.813,34.766,
3800000,35.174,100.716,67.366,36.517,
4000000,36.923,105.393,74.655,38.766,
4200000,39.093,138.172,66.665,40.091,
4400000,42.507,115.085,74.392,43.519,
4600000,43.116,118.941,80.667,44.051,
4800000,45.182,126.540,71.549,44.568,
5000000,47.905,130.421,78.686,46.782,
5200000,47.216,137.822,101.702,52.694,
5400000,53.908,144.548,88.085,50.768,
5600000,52.363,146.454,91.473,52.755,
5800000,53.079,147.857,108.302,53.706,
6000000,54.924,154.847,105.487,56.532,
6200000,58.357,157.406,122.755,60.097,
6400000,61.015,165.850,113.624,61.304,
6600000,62.726,181.801,110.304,63.002,
6800000,64.821,178.667,123.114,63.172,
7000000,65.548,185.384,120.321,66.070,
7200000,67.771,195.706,132.910,66.909,
7400000,70.333,195.353,158.415,70.181,
7600000,71.143,198.085,144.579,73.181,
7800000,72.255,206.519,139.584,72.198,
8000000,73.451,197.897,155.000,77.107,
8200000,75.410,215.544,197.809,76.264,
8400000,77.761,222.332,142.455,82.667,
8600000,81.931,221.542,174.631,82.211,
8800000,86.843,236.253,151.153,82.664,
9000000,85.823,19.148,118.097,84.839,
9200000,87.074,236.228,163.305,84.967,
9400000,88.179,240.183,191.884,89.130,
9600000,88.926,250.934,155.861,92.022,
9800000,93.406,252.314,173.885,94.449,
10000000,93.856,256.860,174.087,92.408,
2,0.000,0.019,0.001,0.000,
200000,1.773,4.870,4.345,2.009,
400000,3.495,8.946,4.737,3.871,
600000,5.752,12.443,7.357,5.603,
800000,7.214,16.110,9.461,7.577,
1000000,9.017,2.066,11.609,9.946,
1200000,10.886,27.583,19.369,11.740,
1400000,12.805,31.482,19.956,13.532,
1600000,14.914,35.841,25.721,15.500,
1800000,16.469,39.025,29.986,17.519,
2000000,19.706,43.555,34.633,19.060,
2200000,20.335,54.967,45.973,21.130,
2400000,21.543,59.745,39.301,22.368,
2600000,24.009,80.391,46.741,25.132,
2800000,26.512,72.944,55.646,30.290,
3000000,30.407,76.751,57.034,31.496,
3200000,31.661,78.723,58.003,32.877,
3400000,32.582,83.283,65.008,31.546,
3600000,33.242,87.591,68.475,33.282,
3800000,35.545,92.197,77.213,38.560,
4000000,37.137,96.799,75.677,38.649,
4200000,39.064,102.654,66.183,40.227,
4400000,40.762,106.110,75.117,41.710,
4600000,43.880,112.279,83.399,43.669,
4800000,44.893,116.774,75.352,45.169,
5000000,45.577,122.668,81.014,47.168,
5200000,47.906,126.703,100.373,49.249,
5400000,49.488,133.071,90.578,50.987,
5600000,51.204,136.297,99.862,52.228,
5800000,52.976,140.914,107.027,55.110,
6000000,56.944,144.995,101.093,56.432,
6200000,57.596,149.908,123.234,58.064,
6400000,61.253,158.262,107.591,59.422,
6600000,60.271,159.650,114.119,65.798,
6800000,62.409,166.829,127.628,63.441,
7000000,64.205,170.932,120.040,72.913,
7200000,67.386,173.641,127.828,70.984,
7400000,67.361,179.912,165.041,69.688,
7600000,72.297,183.344,141.794,71.633,
7800000,71.868,189.008,138.643,72.250,
8000000,75.044,190.012,167.962,75.712,
8200000,79.205,199.463,182.729,78.741,
8400000,79.347,204.227,152.554,78.521,
8600000,79.883,211.178,171.203,86.370,
8800000,82.344,212.364,152.720,82.722,
9000000,83.858,4.337,120.048,82.971,
9200000,83.746,222.981,170.944,86.591,
9400000,87.234,226.657,195.828,90.503,
9600000,89.439,231.395,155.481,90.642,
9800000,93.237,238.309,181.333,92.829,
10000000,95.138,243.688,172.158,95.979,
2,0.001,0.020,0.000,0.000,
200000,1.721,4.884,4.447,1.746,
