device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,460,776,1,1,1,320,0.017,0.001,0.003,1.322,0,0.979
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,460,776,2,1,1,320,0.012,0.001,0.004,0.849,0.001,0.997
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,460,776,4,1,1,320,0.011,0,0.005,0.555,0.001,0.967
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,460,776,8,1,1,320,0.011,0,0.004,0.541,0.001,0.981
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,460,776,16,1,1,320,0.011,0,0.004,0.588,0,0.976
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,460,776,32,1,1,320,0.011,0,0.004,0.568,0.001,0.922
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,460,776,64,1,1,320,0.011,0,0.004,0.54,0,0.986
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,460,776,128,1,1,320,0.012,0,0.003,0.541,0.001,1.024
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,460,776,256,1,1,320,0.011,0.001,0.003,0.485,0.001,0.942
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,460,776,512,1,1,320,0.011,0,0.003,0.529,0,0.968
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,460,776,1024,1,1,320,0.01,0,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,460,776,2048,1,1,320,0.009,0,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,460,776,4096,1,1,320,0.009,0,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,460,776,8192,1,1,320,0.009,0,0.002,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,326,1,1,1,320,0.017,0,0.005,1.255,0.001,0.912
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,326,2,1,1,320,0.005,0,0.002,0.744,0.001,1.026
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,326,4,1,1,320,0.005,0.001,0.001,0.572,0,0.939
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,326,8,1,1,320,0.005,0,0.001,0.599,0.001,0.929
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,326,16,1,1,320,0.017,0,0.002,0.585,0,0.998
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,326,32,1,1,320,0.004,0,0.002,0.524,0,0.92
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,326,64,1,1,320,0.004,0,0.001,0.596,0,0.953
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,326,128,1,1,320,0.004,0,0.001,0.588,0,0.925
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,326,256,1,1,320,0.004,0,0.001,0.586,0.001,0.926
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,326,512,1,1,320,0.004,0,0.001,0.567,0.001,0.931
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,326,1024,1,1,320,0.004,0,0.001,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,326,2048,1,1,320,0.004,0,0.001,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,326,4096,1,1,320,0.004,0,0.001,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,255,326,8192,1,1,320,0.004,0.001,0,-1,-1,-1
