device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,7.6546e+06,1,1,1,583,3923.44,442.262,0.011,17.896,0.026,3.672
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,7.6546e+06,2,1,1,583,3918.47,395.807,0.011,10.905,0.054,3.64
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,7.6546e+06,4,1,1,583,3927.29,395.802,0.007,7.883,0.01,2.252
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,7.6546e+06,8,1,1,583,3925.66,396.165,0.006,5.48,0.012,2.239
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,7.6546e+06,16,1,1,583,3930.08,396.621,0.01,4.698,0.056,3.672
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,7.6546e+06,32,1,1,583,3934.49,396.009,0.01,3.911,0.026,3.68
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,7.6546e+06,64,1,1,583,3924.45,397.398,0.006,4.014,0.011,2.284
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,7.6546e+06,128,1,1,583,3924.82,396.545,0.006,3.867,0.012,2.477
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,7.6546e+06,256,1,1,583,3920.8,395.789,0.008,3.42,0.011,3.534
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,7.6546e+06,512,1,1,583,3924.45,395.778,0.006,2.974,0.01,2.456
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,7.6546e+06,1024,1,1,583,3920.57,395.858,0.01,3.221,0.026,3.86
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,7.6546e+06,2048,1,1,583,3924.1,396.843,0.01,2.702,0.026,3.868
