device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,1,1,1,24,145.671,74.738,0.012,2.2565e+06,0.002,8.32
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,2,1,1,24,183.318,45.353,0.013,2.25622e+06,0.002,9.305
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,4,1,1,24,180.909,37.082,0.008,2.25621e+06,0.002,8.776
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,8,1,1,24,180.449,38.742,0.007,2.25821e+06,0.002,8.305
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,16,1,1,24,181.715,37.184,0.008,135512,0.002,5.359
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,32,1,1,24,182.558,34.658,0.008,135566,0.001,7.125
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,64,1,1,24,187.019,39.665,0.01,135560,0.002,6.387
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,128,1,1,24,185.59,35.338,0.007,136804,0.002,6.01
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,256,1,1,24,174.956,30.803,0.008,136996,0.002,5.414
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,512,1,1,24,186.816,35.381,0.008,137029,0.002,6.166
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,1024,1,1,24,177.483,28.586,0.007,147463,0.002,6.621
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,2048,1,1,24,180.261,34.714,0.009,168443,0.001,5.202
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,4096,1,1,24,164.202,32.302,0.007,163420,0.001,6.999
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,8192,1,1,24,172.008,31.233,0.007,168876,0.002,6.195
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,1,1,1,24,144.343,35.445,0.01,2.25818e+06,0.001,5.212
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,2,1,1,24,187.567,35.964,0.01,2.25712e+06,0.002,5.714
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,4,1,1,24,190.85,40.876,0.011,2.26307e+06,0.002,5.5
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,8,1,1,24,191.182,40.099,0.012,2.26267e+06,0.002,5.33
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,16,1,1,24,192.299,39.238,0.012,135588,0.001,4.851
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,32,1,1,24,187.544,35.298,0.007,135526,0.002,4.329
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,64,1,1,24,185.408,34.693,0.011,136788,0.002,4.24
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,128,1,1,24,188.766,39.496,0.007,136752,0.001,4.577
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,256,1,1,24,181.621,33.222,0.008,136884,0.002,4.136
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,512,1,1,24,190.093,35.989,0.011,137097,0.001,4.246
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,1024,1,1,24,185.643,32.082,0.008,147433,0.001,4.642
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,2048,1,1,24,183.659,32.021,0.006,168369,0.001,4.672
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,4096,1,1,24,177.536,29.54,0.006,158816,0.002,5.054
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.57286e+06,0.005,1,8192,1,1,24,180.034,34.286,0.01,168961,0.001,7.687
