device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,1,1,1,44,239.237,37.895,0.01,13.872,21.775,2.014
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,2,1,1,44,236.695,36.38,0.022,9.963,13.902,2.154
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,4,1,1,44,230.984,34.572,0.01,11.499,11.534,2.563
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,8,1,1,44,229.475,34.238,0.01,7.096,5.797,2.975
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,16,1,1,44,228.675,33.718,0.01,11.602,3.02,3.014
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,32,1,1,44,234.924,33.434,0.009,5.405,1.248,2.27
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,64,1,1,44,231.554,32.997,0.009,11.807,0.493,2.871
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,128,1,1,44,237.778,33.434,0.01,8.225,0.356,2.865
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,256,1,1,44,228.32,33.557,0.01,7.33,0.335,2.892
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,512,1,1,44,234.471,33.142,0.01,4.989,0.209,2.908
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,1024,1,1,44,236.608,33.757,0.009,5.596,0.187,2.27
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,2048,1,1,44,236.522,33.413,0.009,11.048,0.177,2.024
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,4096,1,1,44,235.327,33.276,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,8192,1,1,44,234.784,30.661,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,1,1,1,44,241.968,38.206,0.016,28.46,26.856,2.42
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,2,1,1,44,300.886,37.074,0.015,9.829,14.328,2.887
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,4,1,1,44,229.842,34.893,0.01,8.218,9.631,2.053
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,8,1,1,44,227.869,33.993,0.01,7.808,6.032,2.268
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,16,1,1,44,227.895,33.751,0.01,6.162,3.077,2.897
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,32,1,1,44,230.997,33.838,0.01,5.249,1.655,2.634
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,64,1,1,44,234.363,32.901,0.01,4.983,0.472,2.484
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,128,1,1,44,230.534,33.549,0.01,5.094,0.593,2.301
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,256,1,1,44,236.929,33.478,0.009,6.606,0.218,2.316
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,512,1,1,44,229.554,33.31,0.01,5.747,0.327,2.281
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,1024,1,1,44,235.349,32.68,0.011,11.201,0.17,2.35
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,2048,1,1,44,237.699,33.584,0.01,12.829,0.19,1.869
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,4096,1,1,44,231.035,33.696,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,8192,1,1,44,232.935,30.993,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,1,1,1,44,241.409,37.335,0.016,17.99,27.706,2.588
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,2,1,1,44,313.472,39.176,0.009,9.308,11.738,2.39
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,4,1,1,44,231.616,34.693,0.009,7.949,11.685,3.515
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,8,1,1,44,237.675,33.869,0.009,8.638,5.959,2.737
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,16,1,1,44,231.82,33.568,0.009,6.216,1.461,2.856
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,32,1,1,44,233.05,33.077,0.01,5.791,1.717,3.103
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,64,1,1,44,235.815,33.165,0.009,5.676,0.475,3.346
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,128,1,1,44,236.984,33.335,0.009,5.481,0.318,3.18
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,256,1,1,44,237.922,33.182,0.01,8.751,0.198,2.999
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,512,1,1,44,235.457,33.318,0.009,10.177,0.162,3.22
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,1024,1,1,44,240.267,33.185,0.01,12.995,0.159,3.231
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,2048,1,1,44,240.445,32.878,0.009,7.909,0.206,3.396
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,4096,1,1,44,231.887,32.815,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,8192,1,1,44,237.906,31.316,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,1,1,1,44,311.669,38.973,0.016,13.706,30.621,2.795
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,2,1,1,44,315.407,36.533,0.015,9.673,13.848,2.483
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,4,1,1,44,230.345,35.078,0.01,8.609,8.837,2.16
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,8,1,1,44,231.749,33.83,0.014,7.161,5.905,2.41
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,16,1,1,44,230.747,34.319,0.014,6.04,3.062,2.645
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,32,1,1,44,231.81,33.846,0.015,6.701,1.671,3.201
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,64,1,1,44,233.938,33.41,0.009,5.291,0.878,3.05
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,128,1,1,44,236.557,33.296,0.01,5.024,0.319,2.417
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,256,1,1,44,231.088,33.936,0.015,6.264,0.45,3.055
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,512,1,1,44,234.914,53.254,0.01,6.649,0.394,3.406
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,1024,1,1,44,230.416,32.881,0.009,5.199,0.133,3.034
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,2048,1,1,44,229.037,34.093,0.01,10.599,0.161,2.809
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,4096,1,1,44,230.329,33.514,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,8192,1,1,44,235.356,31.123,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,1,1,1,44,240.013,38.382,0.016,13.707,23.734,1.58
Intel Xeon Phi coprocessor x100 family,Reduction,ONE_D,2.88358e+06,2,1,1,44,230.048,36.282,0.01,9.756,13.502,1.867
