device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,1,1,1,391,2102.39,319.384,0.007,200.593,21.697,5.152
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,2,1,1,391,2190.15,277.91,0.012,165.076,18.558,3.8
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,4,1,1,391,2098.14,275.982,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,8,1,1,391,2096.83,259.412,0.013,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,16,1,1,391,2096.6,273.861,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,32,1,1,391,2096.61,259.499,0.013,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,64,1,1,391,2097.3,273.805,0.013,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,128,1,1,391,2097.51,259.821,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,256,1,1,391,2096.97,274.046,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,512,1,1,391,2096.54,259.314,0.014,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,1024,1,1,391,2097.84,273.7,0.012,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,2048,1,1,391,2096.85,259.136,0.012,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,4096,1,1,391,2097.61,273.682,0.011,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,8192,1,1,391,2096.14,259.483,0.013,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,1,1,1,391,2123.96,263.194,0.011,183.579,21.273,4.999
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,2,1,1,391,2171.9,267.476,0.01,161.141,16.224,3.611
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,4,1,1,391,2100.99,264.694,0.011,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,8,1,1,391,2097.85,262.83,0.013,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,16,1,1,391,2098.07,262.745,0.028,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,32,1,1,391,2097.45,263.418,0.011,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,64,1,1,391,2096.97,262.942,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,128,1,1,391,2098.68,262.838,0.012,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,256,1,1,391,2098.29,263.4,0.011,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,512,1,1,391,2097.34,262.707,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,1024,1,1,391,2097.52,263.745,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,2048,1,1,391,2097.14,263.251,0.011,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,4096,1,1,391,2099.53,263.799,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,8192,1,1,391,2098.08,265.135,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,1,1,1,391,2105.1,261.902,0.01,181.242,20.564,4.725
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,2,1,1,391,2167.93,264.773,0.015,165.159,17.467,4.18
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,4,1,1,391,2107.28,276.982,0.011,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,8,1,1,391,2098.76,261.673,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,16,1,1,391,2097.77,261.164,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,32,1,1,391,2097.98,263.022,0.011,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,64,1,1,391,2101.04,263.117,0.011,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,128,1,1,391,2097.88,263.016,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,256,1,1,391,2098.82,263.405,0.014,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,5.13802e+06,512,1,1,391,2097.83,262.742,0.013,-1,-1,-1
