device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,1,1,1,967,6490.16,683.169,0.01,26.532,0.024,5.266
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,2,1,1,967,6494.35,639.946,0.011,15.497,0.025,5.277
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,4,1,1,967,6504.92,640.397,0.011,10.208,0.025,5.217
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,8,1,1,967,6500.44,644.259,0.011,6.796,0.025,5.218
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,16,1,1,967,6495.88,643.117,0.011,5.394,0.025,5.338
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,32,1,1,967,6496.74,642.911,0.007,4.473,0.011,3.125
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,64,1,1,967,6513.23,642.984,0.01,3.728,0.027,5.293
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,128,1,1,967,6502.2,642.866,0.01,3.801,0.026,5.083
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,256,1,1,967,6499.51,643.089,0.011,3.864,0.026,5.092
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,512,1,1,967,6498.6,642.734,0.006,3.579,0.011,3.209
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,1024,1,1,967,6499.02,643.252,0.007,3.243,0.011,5.21
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,2048,1,1,967,6497.47,642.868,0.009,3.32,0.018,5.377
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,4096,1,1,967,6495.36,643.97,0.011,2.986,0.026,5.533
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,8192,1,1,967,6508.89,643.476,0.01,2.588,0.024,4.757
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,1,1,1,967,6503.9,642.954,0.011,27.254,0.036,5.767
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,2,1,1,967,6628.75,650.588,0.013,15.96,0.026,5.016
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,4,1,1,967,6498.7,648.816,0.013,10.044,0.025,5.119
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,8,1,1,967,6513.57,649.067,0.013,7.516,0.026,5.134
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,16,1,1,967,6507.04,649.933,0.014,5.049,0.026,5.088
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,32,1,1,967,6501.67,648.832,0.013,3.792,0.025,5.174
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,64,1,1,967,6503.09,649.64,0.012,4.138,0.026,5.154
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,128,1,1,967,6506.06,648.937,0.014,3.998,0.026,5.221
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,256,1,1,967,6506.09,651.253,0.013,3.747,0.026,5.205
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,512,1,1,967,6500.78,649.335,0.013,3.605,0.026,5.289
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,1024,1,1,967,6509.61,648.63,0.014,3.419,0.027,5.217
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,2048,1,1,967,6502.91,649.76,0.014,3.161,0.026,5.318
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,4096,1,1,967,6500.58,648.017,0.014,2.777,0.027,5.236
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,8192,1,1,967,6505.26,647.924,0.013,2.658,0.028,5.216
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,1,1,1,967,6501,653.91,0.011,26.522,0.025,5.098
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,2,1,1,967,6504.38,656.044,0.011,16.315,0.027,5.196
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.26878e+07,4,1,1,967,6515.19,656.307,0.011,10.139,0.026,5.038
