device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,1,1,1,40,624.917,431.36,0.016,1349.04,0.001,7.329
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,2,1,1,40,623.251,428.19,0.014,1225.25,0.001,7.745
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,4,1,1,40,623.474,424.866,0.026,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,8,1,1,40,622.842,439.642,0.036,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,16,1,1,40,630.243,430.008,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,32,1,1,40,623.486,434.868,0.038,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,64,1,1,40,623.6,430.859,0.035,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,128,1,1,40,622.923,428.442,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,256,1,1,40,622.548,429.014,0.023,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,512,1,1,40,623.451,435.97,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,1024,1,1,40,633.332,431.651,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,2048,1,1,40,632.264,431.716,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,4096,1,1,40,621.346,435.214,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,8192,1,1,40,622.618,434.836,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,1,1,1,40,644.725,469.123,0.01,1482.16,0.001,10.238
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,2,1,1,40,674.661,425.765,0.015,1264.71,0.001,9.297
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,4,1,1,40,631.822,423.6,0.037,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,8,1,1,40,630.814,422.664,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,16,1,1,40,621.414,430.402,0.014,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,32,1,1,40,622.123,428.828,0.012,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,64,1,1,40,630.502,428.043,0.014,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,128,1,1,40,621.581,434.749,0.014,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,256,1,1,40,632.692,430.561,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,512,1,1,40,620.3,429.104,0.014,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,1024,1,1,40,620.85,430.143,0.014,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,2048,1,1,40,620.24,437.01,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,4096,1,1,40,620.15,431.425,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,8192,1,1,40,620.323,440.376,0.014,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,1,1,1,40,627.159,430.388,0.015,1276.36,0.001,6.414
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,2,1,1,40,622.554,427.899,0.016,1241.63,0.001,7.919
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,4,1,1,40,622.244,425.827,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,8,1,1,40,622.876,429.308,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,16,1,1,40,622.595,429.23,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,32,1,1,40,621.661,430.319,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,64,1,1,40,625.503,429.693,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,128,1,1,40,617.405,427.913,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,256,1,1,40,617.291,438.624,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,512,1,1,40,617.049,434.838,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,1024,1,1,40,630.902,429.432,0.019,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,2048,1,1,40,625.422,430.994,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,4096,1,1,40,617.185,436.91,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,8192,1,1,40,625.483,436.812,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,1,1,1,40,626.657,451.092,0.011,1371.66,0.001,11.02
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,2,1,1,40,709.363,432.26,0.023,1245.66,0.001,8.281
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,40,2290,2290,3,4,1,1,40,629.963,433.082,0.017,-1,-1,-1
