device/C,kernel/C,workDimension/C,N/F,P/F,M/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,8192,8192,8192,8,8,1,256,2660.27,402.326,0.015,757576,92.303,7.501
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,8192,8192,8192,8,16,1,256,2760.35,306.568,0.008,754875,100.645,6.163
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,8192,8192,8192,8,32,1,256,2781.65,310.618,0.028,755685,93.296,6.988
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,8192,8192,8192,8,64,1,256,2790.22,303.105,0.01,758475,94.649,6.149
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,8192,8192,8192,8,128,1,256,2771.69,306.251,0.01,757134,96.713,6.049
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,8192,8192,8192,8,256,1,256,2765.22,306.746,0.011,755601,107.671,5.602
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,8192,8192,8192,8,512,1,256,2761.19,305.908,0.008,754916,91.153,7.335
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,8192,8192,8192,8,1024,1,256,2763.32,302.705,0.007,765539,114.792,8.072
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,8192,8192,8192,16,8,1,256,2732.78,312.462,0.011,29450.8,110.727,6.983
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,8192,8192,8192,16,16,1,256,2714.85,303.272,0.008,29691.1,111.565,5.747
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,8192,8192,8192,16,32,1,256,2734.05,303.358,0.008,29445.8,105.879,5.353
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,8192,8192,8192,16,64,1,256,2651.21,304.718,0.011,28951.4,106.572,6.198
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,8192,8192,8192,16,128,1,256,2651.16,302.86,0.007,29708.6,114.008,5.794
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,8192,8192,8192,16,256,1,256,2702.78,302.944,0.011,29492.4,110.028,5.998
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,8192,8192,8192,16,512,1,256,2700.75,303.008,0.013,29374.2,104.587,5.62
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,8192,8192,8192,32,8,1,256,2688.73,304.107,0.008,29253.1,98.117,5.736
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,8192,8192,8192,32,16,1,256,2654.19,303.167,0.008,29406.9,110.849,7.093
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,8192,8192,8192,32,32,1,256,2720.5,302.989,0.009,29111.5,113.613,5.94
Intel Xeon Phi coprocessor x100 family,MatrixMultiplication,TWO_D,8192,8192,8192,32,64,1,256,2755.98,303.784,0.011,29064.1,115.551,6.046
