device/C,kernel/C,workDimension/C,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,1,1,1,8,0,0,0.001,1.529,0,1.463
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,2,1,1,8,0.001,0.001,0,0.566,0,1.014
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,4,1,1,8,0,0,0,0.267,0.001,1.013
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,8,1,1,8,0,0,0,0.287,0,1.008
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,16,1,1,8,0,0,0.001,0.26,0.001,1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,32,1,1,8,0.001,0,0,0.259,0,0.975
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,64,1,1,8,0.001,0,0,0.231,0,0.974
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,128,1,1,8,0,0,0.001,0.229,0,0.932
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,256,1,1,8,0,0,0.001,0.215,0.001,0.966
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,512,1,1,8,0,0,0,0.207,0,0.935
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,1024,1,1,8,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,2048,1,1,8,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,4096,1,1,8,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,8192,1,1,8,0.001,0.001,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,1,1,1,8,0.001,0,0,1.419,0.001,1.371
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,2,1,1,8,0,0,0,0.585,0.001,1.004
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,4,1,1,8,0,0,0,0.42,0,0.997
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,8,1,1,8,0,0,0.001,0.346,0,1.031
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,16,1,1,8,0.001,0.001,0,0.343,0,1.04
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,32,1,1,8,0,0,0,0.323,0,1.045
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,64,1,1,8,0.001,0,0,0.318,0,1.023
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,128,1,1,8,0.001,0,0,0.45,0.001,0.892
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,256,1,1,8,0.001,0.001,0,0.307,0,0.998
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,512,1,1,8,0,0,0,0.298,0,0.99
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,1024,1,1,8,0.001,0.001,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,2048,1,1,8,0.001,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,4096,1,1,8,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,8192,1,1,8,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,1,1,1,8,0,0,0,1.353,0.001,1.491
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,2,1,1,8,0.001,0.001,0,0.631,0,0.937
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,4,1,1,8,0,0,0,0.414,0.001,0.941
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,8,1,1,8,0,0,0,0.392,0,1.009
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,16,1,1,8,0,0,0,0.395,0,0.99
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,32,1,1,8,0,0,0,0.336,0,0.987
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,64,1,1,8,0,0,0,0.331,0.001,1.019
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,128,1,1,8,0.001,0,0,0.428,0,0.929
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,256,1,1,8,0,0,0,0.182,0,0.952
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,512,1,1,8,0,0,0,0.345,0,0.916
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,1024,1,1,8,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,2048,1,1,8,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,4096,1,1,8,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,8192,1,1,8,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Empty,ONE_D,1,1,1,8,0,0.001,0,1.383,0.001,1.554
