device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,35,2172,2172,3,1,1,1,36,564.494,425.583,0.01,1092.61,0.001,8.808
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,35,2172,2172,3,2,1,1,36,565.7,399.495,0.018,1136.44,0.001,8.099
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,35,2172,2172,3,4,1,1,36,565.381,408.377,0.01,1216.67,0.001,7.434
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,35,2172,2172,3,8,1,1,36,563.249,400.51,0.028,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,35,2172,2172,3,16,1,1,36,582.818,402.14,0.018,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,35,2172,2172,3,32,1,1,36,562.216,401.291,0.02,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,35,2172,2172,3,64,1,1,36,558.778,401.912,0.011,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,35,2172,2172,3,128,1,1,36,556.691,405.598,0.011,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,35,2172,2172,3,256,1,1,36,556.793,401.983,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,35,2172,2172,3,512,1,1,36,555.829,403.71,0.019,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,35,2172,2172,3,1024,1,1,36,578.04,401.108,0.019,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,35,2172,2172,3,2048,1,1,36,556.884,406.219,0.018,-1,-1,-1
