device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,1,1,1,12,69.722,19.616,0.01,564132,0.002,5.389
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,2,1,1,12,97.31,23.496,0.007,563960,0.002,5.489
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,4,1,1,12,98.835,22.042,0.007,564325,0.002,5.242
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,8,1,1,12,93.902,23.277,0.007,564151,0.002,5.495
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,16,1,1,12,97.078,22.415,0.006,33875.6,0.002,5.436
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,32,1,1,12,96.014,22.554,0.008,33890.3,0.001,5.483
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,64,1,1,12,94.039,23.223,0.007,34186,0.002,5.535
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,128,1,1,12,90.508,22.486,0.006,34236.9,0.002,5.761
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,256,1,1,12,91.829,22.238,0.006,34271.6,0.001,5.415
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,512,1,1,12,96.145,22.518,0.007,36848.2,0.002,5.359
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,1024,1,1,12,90.164,22.825,0.007,42076.1,0,4.937
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,2048,1,1,12,93.249,23.257,0.006,39345.7,0.001,5.059
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,4096,1,1,12,89.733,22.784,0.005,42219.5,0.001,5.659
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,8192,1,1,12,90.389,23.03,0.006,67221.7,0.001,5.798
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,1,1,1,12,71.723,17.54,0.009,563914,0.001,4.529
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,2,1,1,12,98.847,22.372,0.006,564459,0.002,4.79
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,4,1,1,12,96.471,21.244,0.005,564317,0.002,5.028
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,8,1,1,12,96.612,21.048,0.006,564427,0.001,4.632
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,16,1,1,12,94.378,21.35,0.007,33805.8,0.002,4.383
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,32,1,1,12,93.982,20.536,0.005,33893.5,0,4.472
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,64,1,1,12,99.921,19.756,0.006,34191.2,0.001,4.426
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,128,1,1,12,94.515,21.152,0.005,34238.3,0.001,4.27
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,256,1,1,12,94.932,20.592,0.008,34266.5,0,5.146
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,512,1,1,12,95.836,19.199,0.005,36846.1,0.001,5.853
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,1024,1,1,12,97.708,19.601,0.005,42064.9,0.001,4.748
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,2048,1,1,12,89.685,16.015,0.005,40238.7,0.001,4.691
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,4096,1,1,12,82.417,14.957,0.004,42241.9,0.001,4.615
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,786432,0.005,1,8192,1,1,12,92.669,16.786,0.005,59714.1,0.001,5.356
