device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,1,1,1,7,42.214,13.05,0.003,8.502,0.812,8.662
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,2,1,1,7,47.063,7.502,0.019,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,4,1,1,7,41.073,7.315,0.019,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,8,1,1,7,44.904,5.19,0.004,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,16,1,1,7,40.971,5,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,32,1,1,7,40.889,5.222,0.002,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,64,1,1,7,40.89,4.958,0.004,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,128,1,1,7,40.893,5.52,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,256,1,1,7,40.901,4.944,0.004,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,512,1,1,7,40.869,5.261,0.002,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,1024,1,1,7,40.887,4.958,0.004,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,2048,1,1,7,40.896,4.785,0.02,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,4096,1,1,7,40.89,5.561,0.005,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,8192,1,1,7,40.898,4.776,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,1,1,1,7,46.98,9.403,0.003,8.549,1.486,8.072
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,2,1,1,7,56.581,6.994,0.006,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,4,1,1,7,57.754,5.821,0.019,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,8,1,1,7,55.167,6.052,0.004,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,16,1,1,7,56.112,5.83,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,32,1,1,7,55.681,6.171,0.004,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,64,1,1,7,55.906,5.813,0.004,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,128,1,1,7,55.703,5.37,0.005,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,256,1,1,7,55.28,6.07,0.02,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,512,1,1,7,55.849,5.601,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,1024,1,1,7,55.3,6.152,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,2048,1,1,7,56.09,5.716,0.004,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,4096,1,1,7,54.707,5.799,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,8192,1,1,7,55.282,6.748,0.021,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,1,1,1,7,44.957,7.658,0.004,8.667,0.224,9.233
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,2,1,1,7,42.579,5.584,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,4,1,1,7,41.045,7.251,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,8,1,1,7,44.429,4.931,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,16,1,1,7,41.011,5.259,0.002,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,32,1,1,7,41.104,5.133,0.002,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,64,1,1,7,41.404,5.079,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,128,1,1,7,44.832,5.174,0.002,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,256,1,1,7,41.068,8.206,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,512,1,1,7,41.048,7.738,0.002,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,1024,1,1,7,41.061,7.905,0.002,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,2048,1,1,7,40.991,8.062,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,4096,1,1,7,40.906,7.793,0.002,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,8192,1,1,7,40.986,6.556,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,1,1,1,7,44.403,6.87,0.005,7.196,0.738,10.061
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,2,1,1,7,42.927,5.289,0.004,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,4,1,1,7,40.86,6.933,0.006,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,8,1,1,7,44.027,5.102,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,16,1,1,7,40.914,4.678,0.005,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,32,1,1,7,41.989,4.562,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,64,1,1,7,40.866,5.189,0.006,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,128,1,1,7,40.854,4.885,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,256,1,1,7,40.91,4.859,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,512,1,1,7,40.844,4.778,0.02,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,1024,1,1,7,40.871,4.801,0.005,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,2048,1,1,7,40.85,4.817,0.004,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,4096,1,1,7,40.869,4.827,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,8192,1,1,7,40.875,4.841,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,1,1,1,7,47.564,6.98,0.007,7.457,0.76,9.007
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,2,1,1,7,43.343,5.317,0.004,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,104857,4,1,1,7,40.995,7.098,0.003,-1,-1,-1
