device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,1,1,1,647,4349.92,478.061,0.01,19.861,0.012,2.324
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,2,1,1,647,4349.06,434.073,0.011,12.103,0.025,4.018
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,4,1,1,647,4352.08,434.04,0.011,8.138,0.025,3.799
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,8,1,1,647,4353.33,434.165,0.026,5.675,0.027,3.923
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,16,1,1,647,4347.69,433.821,0.006,4.721,0.026,3.876
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,32,1,1,647,4348.23,434.531,0.007,4.072,0.011,2.365
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,64,1,1,647,4362.06,434.004,0.007,3.74,0.025,3.849
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,128,1,1,647,4355.81,434.04,0.007,3.87,0.011,2.405
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,256,1,1,647,4349,434.729,0.007,3.72,0.012,3.92
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,512,1,1,647,4349.21,434.297,0.006,3.28,0.011,4.058
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,1024,1,1,647,4354.56,434.05,0.011,3.393,0.042,3.893
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,2048,1,1,647,4357.29,433.717,0.022,3.247,0.026,3.965
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,4096,1,1,647,4352.36,434.058,0.006,2.928,0.012,4.152
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,8192,1,1,647,4350.48,433.661,0.006,2.379,0.027,4.299
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,1,1,1,647,4346.2,431.859,0.007,19.62,0.052,3.993
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,2,1,1,647,4352,433.009,0.01,12.104,0.024,4.391
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,4,1,1,647,4354.66,432.638,0.007,7.967,0.024,4.231
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,8,1,1,647,4346,432.822,0.006,5.495,0.026,4.356
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,16,1,1,647,4362.06,432.956,0.006,4.221,0.024,4.279
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,32,1,1,647,4351.64,432.974,0.011,4.307,0.025,4.554
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,64,1,1,647,4348.77,433.055,0.011,4.422,0.024,4.354
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,128,1,1,647,4348.3,432.969,0.007,3.797,0.026,3.92
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,256,1,1,647,4347.14,432.819,0.01,3.841,0.026,3.94
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,512,1,1,647,4355.31,434.462,0.01,3.638,0.026,3.939
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,1024,1,1,647,4356.81,433.829,0.012,3.203,0.026,3.815
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,2048,1,1,647,4357.84,433.889,0.011,2.592,0.026,3.706
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,4096,1,1,647,4361.22,433.634,0.01,2.897,0.026,4.197
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,8192,1,1,647,4359.92,434.029,0.01,2.483,0.024,4.476
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,1,1,1,647,4353.02,434.159,0.011,19.624,0.011,2.348
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,2,1,1,647,4363.83,436.218,0.014,11.762,0.028,3.833
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,4,1,1,647,4350.94,436.191,0.014,7.682,0.028,3.783
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,8.49346e+06,8,1,1,647,4350.76,436.547,0.014,5.669,0.029,3.831
