device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,1,1,1,44,696.12,469.774,0.015,1822.17,0.001,10.677
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,2,1,1,44,735.724,487.96,0.019,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,4,1,1,44,693.433,486.076,0.02,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,8,1,1,44,691.499,484.752,0.019,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,16,1,1,44,689.437,488.078,0.018,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,32,1,1,44,688.422,487.041,0.019,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,64,1,1,44,690.626,490.549,0.02,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,128,1,1,44,687.274,490.217,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,256,1,1,44,685.225,486.2,0.011,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,512,1,1,44,687.054,497.741,0.019,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,1024,1,1,44,695.729,486.484,0.011,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,2048,1,1,44,682.256,490.991,0.01,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,4096,1,1,44,680.22,491.503,0.019,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,8192,1,1,44,682.088,491.976,0.011,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,1,1,1,44,705.226,465.868,0.029,1434.26,0.001,7.116
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,2,1,1,44,693.333,470.725,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,4,1,1,44,693.787,483.667,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,8,1,1,44,705.775,483.04,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,16,1,1,44,689.674,490.271,0.017,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,32,1,1,44,684.578,467.699,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,64,1,1,44,684.304,471.863,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,128,1,1,44,684.647,471.447,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,256,1,1,44,686.066,475.537,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,512,1,1,44,684.968,474.174,0.016,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,1024,1,1,44,684.746,477.703,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,2048,1,1,44,684.287,473.188,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,4096,1,1,44,692.615,480.392,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,8192,1,1,44,698.241,470.926,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,1,1,1,44,694.37,495.091,0.032,1651.76,0.001,11
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,2,1,1,44,770.239,464.103,0.02,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,4,1,1,44,696.336,472.392,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,8,1,1,44,687.02,468.549,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,16,1,1,44,684.612,476.843,0.014,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,32,1,1,44,685.032,477.522,0.037,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,64,1,1,44,684.689,474.647,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,128,1,1,44,697.883,473.025,0.023,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,256,1,1,44,683.521,474.163,0.014,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,512,1,1,44,682.896,474.731,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,1024,1,1,44,682.901,470.822,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,2048,1,1,44,682.647,468.292,0.014,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,4096,1,1,44,692.793,466.86,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,8192,1,1,44,683.475,471.018,0.038,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,1,1,1,44,692.451,493.914,0.019,2016.33,0.001,8.475
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,2,1,1,44,692.408,469.893,0.014,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,4,1,1,44,701.564,465.039,0.015,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,FluidSimulation,ONE_D,43,2401,2401,3,8,1,1,44,692.653,466.702,0.015,-1,-1,-1
