device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,635,252,1,1,1,960,0.014,0.001,0.004,1.31,0,0.898
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,635,252,2,1,1,960,0.004,0,0.002,1.24,0.001,0.98
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,635,252,4,1,1,960,0.004,0,0.002,0.604,0.001,0.935
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,635,252,8,1,1,960,0.012,0,0.004,0.593,0,0.931
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,635,252,16,1,1,960,0.012,0.001,0.003,0.589,0.001,0.976
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,635,252,32,1,1,960,0.012,0.001,0.003,0.501,0.001,0.973
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,635,252,64,1,1,960,0.011,0,0.003,0.581,0,0.938
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,635,252,128,1,1,960,0.01,0,0.002,0.575,0,0.952
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,635,252,256,1,1,960,0.01,0,0.002,0.559,0.001,0.932
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,635,252,512,1,1,960,0.01,0,0.003,0.553,0,0.946
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,635,252,1024,1,1,960,0.01,0,0.002,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,635,252,2048,1,1,960,0.009,0,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,635,252,4096,1,1,960,0.009,0,0.003,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Computation,ONE_D,635,252,8192,1,1,960,0.009,0.001,0.002,-1,-1,-1
