device/C,kernel/C,workDimension/C,width/F,height/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,1116,2232,4,1,1,1,38.0083,853.305,42.825,0.008,2391.67,0.008,4.583
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,1116,2232,4,1,2,1,38.0083,936.31,42.543,0.008,2262.52,0.005,4.734
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,1116,2232,4,1,4,1,38.0083,975.768,41.888,0.008,2140.18,0.005,4.851
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,1116,2232,4,1,8,1,38.0083,985.718,42.611,0.008,2135.48,0.005,5.403
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,1116,2232,4,1,16,1,38.0083,971.203,41.933,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,1116,2232,4,1,32,1,38.0083,842.612,41.357,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,1116,2232,4,1,64,1,38.0083,842.067,41.398,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,1116,2232,4,1,128,1,38.0083,844.434,41.434,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,1116,2232,4,1,256,1,38.0083,843.817,41.759,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,1116,2232,4,1,512,1,38.0083,842.903,41.85,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,1116,2232,4,1,1024,1,38.0083,841.984,41.842,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,1116,2232,4,1,2048,1,38.0083,849.332,42.067,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,1116,2232,4,1,4096,1,38.0083,843.488,41.751,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,1116,2232,4,1,8192,1,38.0083,847.769,42.101,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,1116,2232,4,2,1,1,38.0083,842.542,42.463,0.007,2234.57,0.007,4.919
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,1116,2232,4,2,2,1,38.0083,966.775,42.455,0.008,2186.53,0.005,4.644
