device/C,kernel/C,workDimension/C,width/F,height/F,xLocal/I,yLocal/I,zLocal/I,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,1,1,1,5.891,0.001,43605,9.888,0.734
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,1,2,1,5.956,0.002,23133.7,8.635,0.645
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,1,4,1,5.859,0.001,12491.6,9.706,0.676
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,1,8,1,5.938,0.002,7147.02,8.55,0.629
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,1,16,1,5.868,0.002,4611.82,8.572,0.63
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,1,32,1,5.87,0.001,3763.1,8.314,0.62
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,1,64,1,5.854,0.002,3637.15,8.303,0.624
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,1,128,1,5.868,0.002,3633.93,8.451,0.622
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,1,256,1,5.871,0.001,3652.36,8.33,0.63
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,1,512,1,5.84,0.002,3692.58,8.321,0.618
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,1,1024,1,5.857,0.002,3810.52,8.403,0.621
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,2,1,1,5.9,0.002,21886.6,9.815,0.665
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,2,2,1,5.912,0.002,11632.9,8.521,0.63
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,2,4,1,5.85,0.001,6280.57,8.485,0.625
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,2,8,1,5.853,0.001,3613.61,8.307,0.621
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,2,16,1,5.854,0.001,2376.42,8.283,0.613
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,2,32,1,5.85,0.001,1965.06,8.385,0.614
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,2,64,1,5.867,0.002,1954.04,8.292,0.613
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,2,128,1,5.829,0.001,1972.6,8.283,0.63
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,2,256,1,5.848,0.002,2002.48,9.555,0.654
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,2,512,1,5.898,0.002,2049.32,8.396,0.626
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,4,1,1,5.858,0.002,10991.6,8.639,0.627
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,4,2,1,5.9,0.001,5862.2,8.324,0.619
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,4,4,1,5.895,0.001,3184.39,8.804,0.619
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,4,8,1,5.929,0.002,1844.38,8.374,0.646
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,4,16,1,5.826,0.002,1145.5,8.185,0.621
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,4,32,1,5.829,0.001,1116.33,8.313,0.612
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,4,64,1,5.865,0.002,1128.69,8.21,0.618
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,4,128,1,5.892,0.002,1143.02,8.257,0.602
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,4,256,1,5.836,0.002,1164.12,8.274,0.616
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,8,1,1,5.862,0.003,5635.71,8.367,0.633
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,8,2,1,5.874,0.001,3031.01,8.367,0.631
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,8,4,1,5.851,0.002,1646.32,8.305,0.627
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,8,8,1,5.838,0.003,910.474,8.254,0.627
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,8,16,1,5.868,0.002,666.965,8.24,0.611
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,8,32,1,5.914,0.002,667.409,8.15,0.606
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,8,64,1,5.832,0.001,688.471,8.387,0.613
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,8,128,1,5.829,0.002,794.715,8.186,0.617
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,16,1,1,5.844,0.001,2868.82,8.803,0.639
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,16,2,1,5.874,0.002,1566.38,8.311,0.638
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,16,4,1,5.901,0.002,838.438,8.263,0.615
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,16,8,1,5.85,0.002,506.581,8.299,0.609
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,16,16,1,5.89,0.002,520.256,8.119,0.625
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,16,32,1,5.835,0.002,559.147,8.207,0.615
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,16,64,1,5.839,0.003,666.348,8.277,0.617
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,32,1,1,5.842,0.002,1495.06,8.195,0.608
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,32,2,1,5.864,0.001,808.973,8.302,0.623
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,32,4,1,5.832,0.001,476.833,8.205,0.611
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,32,8,1,5.831,0.001,484.901,8.245,0.616
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,32,16,1,5.82,0.002,533.119,8.153,0.623
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,32,32,1,5.84,0.001,641.404,8.178,0.612
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,64,1,1,5.852,0.001,828.128,8.291,0.618
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,64,2,1,5.845,0.001,490.566,8.156,0.614
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,64,4,1,5.828,0.002,491.236,8.222,0.617
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,64,8,1,5.87,0.003,523.997,8.277,0.622
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,64,16,1,5.827,0.002,645.229,8.208,0.617
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,128,1,1,5.816,0.002,498.075,8.174,0.62
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,128,2,1,5.817,0.002,508.094,8.259,0.623
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,128,4,1,5.834,0.002,534.506,8.182,0.619
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,128,8,1,5.817,0.001,655.506,8.157,0.617
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,256,1,1,5.869,0.002,515.591,8.212,0.614
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,256,2,1,5.829,0.002,553.751,8.221,0.615
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,256,4,1,5.843,0.002,662.003,8.313,0.628
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,512,1,1,5.842,0.002,560.411,8.147,0.612
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,512,2,1,5.823,0.001,669.974,8.161,0.616
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,1024,1,1,5.922,0.002,672.746,8.284,0.619
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,1,1,1,5.961,0.002,43615.4,12.3,0.639
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,1,2,1,5.89,0.003,23138.8,9.907,0.605
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,1,4,1,5.854,0.002,12493.6,8.627,0.579
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,1,8,1,5.847,0.003,7144.44,8.475,0.554
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,1,16,1,5.802,0.002,4605.67,8.566,0.585
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,1,32,1,5.817,0.002,3761.07,8.416,0.546
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,1,64,1,5.806,0.003,3635.31,8.517,0.565
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,1,128,1,5.824,0.001,3632.48,9.636,0.58
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,1,256,1,5.904,0.002,3651.13,8.479,0.57
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,1,512,1,5.815,0.002,3690.37,8.577,0.557
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,1,1024,1,5.809,0.002,3808.12,8.44,0.611
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,2,1,1,5.8,0.003,21890,8.662,0.561
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,2,2,1,5.821,0.002,11635.7,8.559,0.561
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,2,4,1,5.838,0.002,6281.43,9.816,0.578
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,2,8,1,5.863,0.002,3612.57,8.517,0.552
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,2,16,1,5.823,0.003,2372.6,8.489,0.553
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,2,32,1,5.851,0.002,1963.17,8.769,0.572
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,2,64,1,5.789,0.002,1951.98,8.421,0.575
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,2,128,1,5.798,0.002,1970.92,8.49,0.551
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,2,256,1,5.821,0.001,1999.9,8.475,0.559
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,2,512,1,5.796,0.002,2047.06,8.412,0.546
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,4,1,1,5.813,0.002,10992.2,8.486,0.557
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,4,2,1,5.81,0.003,5862.33,8.488,0.556
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,4,4,1,5.813,0.003,3184.19,8.843,0.579
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,4,8,1,5.791,0.003,1843.88,8.626,0.555
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,4,16,1,5.799,0.003,1143.56,8.369,0.554
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,4,32,1,5.791,0.002,1114.73,8.402,0.553
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,4,64,1,5.845,0.001,1125.98,8.405,0.545
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,4,128,1,5.788,0.002,1141.13,8.453,0.552
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,4,256,1,5.777,0.003,1162.6,8.766,0.595
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,8,1,1,5.818,0.002,5634.67,9.623,0.583
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,8,2,1,5.86,0.003,3031.3,11.497,0.643
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,8,4,1,6.049,0.002,1646.07,8.841,0.576
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,8,8,1,5.82,0.002,909.189,8.567,0.567
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,8,16,1,6.025,0.001,665.61,8.6,0.556
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,8,32,1,5.901,0.002,665.566,8.403,0.578
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,8,64,1,5.881,0.002,687.522,8.761,0.563
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,8,128,1,5.795,0.002,793.223,8.338,0.559
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,16,1,1,5.872,0.002,2868.48,9.328,0.582
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,16,2,1,5.898,0.003,1565.05,8.392,0.572
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,16,4,1,5.836,0.002,836.625,8.323,0.557
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,16,8,1,5.778,0.002,504.24,8.441,0.551
Tesla K20Xm,FloydWarshall,TWO_D,2048,2048,16,16,1,5.792,0.003,518.556,8.268,0.552
