device/C,kernel/C,workDimension/C,nElements/F,xLocal/I,yLocal/I,zLocal/I,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,SquareArray,ONE_D,262144,1,1,1,0.695,0.001,1.26,0.467,0.174
Tesla K20Xm,SquareArray,ONE_D,262144,2,1,1,0.694,0,0.897,0.567,0.17
Tesla K20Xm,SquareArray,ONE_D,262144,4,1,1,0.704,0.001,0.592,0.56,0.162
Tesla K20Xm,SquareArray,ONE_D,262144,8,1,1,0.7,0,0.455,0.56,0.16
Tesla K20Xm,SquareArray,ONE_D,262144,16,1,1,0.703,0,0.421,0.568,0.167
Tesla K20Xm,SquareArray,ONE_D,262144,32,1,1,0.694,0.001,0.368,0.561,0.161
Tesla K20Xm,SquareArray,ONE_D,262144,64,1,1,0.696,0.001,0.485,0.556,0.18
Tesla K20Xm,SquareArray,ONE_D,262144,128,1,1,0.695,0.001,0.356,0.554,0.161
Tesla K20Xm,SquareArray,ONE_D,262144,256,1,1,0.693,0.001,0.405,0.556,0.162
Tesla K20Xm,SquareArray,ONE_D,262144,512,1,1,0.7,0.001,0.375,0.554,0.16
Tesla K20Xm,SquareArray,ONE_D,262144,1024,1,1,0.707,0.001,0.349,0.563,0.16
Tesla K20Xm,SquareArray,ONE_D,262144,1,1,1,1.042,0.001,1.027,0.543,0.18
Tesla K20Xm,SquareArray,ONE_D,262144,2,1,1,1.048,0.001,0.585,0.626,0.182
Tesla K20Xm,SquareArray,ONE_D,262144,4,1,1,1.048,0.001,0.373,0.637,0.181
Tesla K20Xm,SquareArray,ONE_D,262144,8,1,1,1.05,0,0.263,0.634,0.176
Tesla K20Xm,SquareArray,ONE_D,262144,16,1,1,1.05,0.001,0.213,0.628,0.174
Tesla K20Xm,SquareArray,ONE_D,262144,32,1,1,1.046,0.001,0.179,0.626,0.175
Tesla K20Xm,SquareArray,ONE_D,262144,64,1,1,1.05,0,0.168,0.629,0.175
Tesla K20Xm,SquareArray,ONE_D,262144,128,1,1,1.048,0,0.453,0.626,0.177
Tesla K20Xm,SquareArray,ONE_D,262144,256,1,1,1.044,0.001,0.357,0.621,0.18
Tesla K20Xm,SquareArray,ONE_D,262144,512,1,1,1.033,0.001,0.48,0.638,0.172
Tesla K20Xm,SquareArray,ONE_D,262144,1024,1,1,1.048,0.001,0.379,0.626,0.172
Tesla K20Xm,SquareArray,ONE_D,262144,1,1,1,0.715,0.002,1.026,0.479,0.177
Tesla K20Xm,SquareArray,ONE_D,262144,2,1,1,0.713,0.001,0.581,0.568,0.166
Tesla K20Xm,SquareArray,ONE_D,262144,4,1,1,0.706,0.001,0.357,0.572,0.167
Tesla K20Xm,SquareArray,ONE_D,262144,8,1,1,0.693,0,0.26,0.558,0.165
Tesla K20Xm,SquareArray,ONE_D,262144,16,1,1,0.702,0.001,0.199,0.56,0.166
Tesla K20Xm,SquareArray,ONE_D,262144,32,1,1,0.711,0.001,0.171,0.565,0.169
Tesla K20Xm,SquareArray,ONE_D,262144,64,1,1,0.706,0.001,0.159,0.553,0.173
Tesla K20Xm,SquareArray,ONE_D,262144,128,1,1,0.7,0.001,0.158,0.554,0.174
Tesla K20Xm,SquareArray,ONE_D,262144,256,1,1,0.704,0.001,0.152,0.56,0.167
Tesla K20Xm,SquareArray,ONE_D,262144,512,1,1,0.709,0.001,0.153,0.562,0.166
Tesla K20Xm,SquareArray,ONE_D,262144,1024,1,1,0.698,0,0.153,0.557,0.165
