device/C,kernel/C,workDimension/C,nElements/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,1,1,1,24,253.887,37.498,0.004,88.192,12.207,1.826
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,2,1,1,24,329.377,29.169,0.018,45.719,12.539,1.825
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,4,1,1,24,329.709,29.575,0.017,46.256,12.433,1.827
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,8,1,1,24,329.255,29.789,0.02,17.075,12.517,1.867
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,16,1,1,24,329.419,29.194,0.004,22.339,13.892,1.91
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,32,1,1,24,329.372,26.095,0.018,21.55,11.718,1.772
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,64,1,1,24,329.306,26.128,0.003,8.091,11.174,1.932
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,128,1,1,24,329.365,27.662,0.019,22.727,12.873,1.843
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,256,1,1,24,329.51,34.814,0.005,21.147,14.179,1.833
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,512,1,1,24,332.563,33.15,0.02,5.855,15.067,2.984
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,1024,1,1,24,332.69,33.442,0.003,4.879,15.179,1.923
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,1,1,1,24,330.527,28.002,0.021,77.438,9.204,0.242
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,2,1,1,24,324.229,28.296,0.003,48.171,9.193,0.246
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,4,1,1,24,321.955,28.515,0.005,26.157,9.177,0.247
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,8,1,1,24,322.293,30.792,0.018,15.931,16.384,0.264
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,16,1,1,24,344.6,30.992,0.019,11.134,10.65,0.334
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,32,1,1,24,324.39,29.268,0.02,6.734,10.64,0.231
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,64,1,1,24,328.96,30.917,0.019,4.492,16.73,0.332
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,128,1,1,24,330.957,29.554,0.019,5.526,10.678,0.232
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,256,1,1,24,321.659,30.319,0.019,3.584,10.625,0.333
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,512,1,1,24,329.674,32.529,0.019,2.618,10.66,0.341
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,1024,1,1,24,334.296,32.15,0.019,2.36,10.658,0.373
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,1,1,1,24,329.426,34.131,0.004,80.374,13.727,1.549
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,2,1,1,24,328.748,31.283,0.004,86.234,13.252,1.273
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,4,1,1,24,248.831,31.56,0.004,62.217,13.246,1.274
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,8,1,1,24,248.564,26.589,0.004,39.319,13.269,1.37
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,16,1,1,24,248.433,26.403,0.004,38.977,11.944,1.366
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,6.29146e+06,32,1,1,24,248.719,27.905,0.004,23.557,12.685,1.437
