device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,1,1,1,4,21.2,1.444,0.001,2.467,1.366,0.132
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,2,1,1,4,20.229,1.048,0.001,1.055,0.741,0.106
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,4,1,1,4,20.148,1.017,0.001,0.661,0.407,0.103
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,8,1,1,4,20.105,1.056,0.001,0.516,0.207,0.093
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,16,1,1,4,20.148,1.038,0.001,0.389,0.112,0.055
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,32,1,1,4,20.128,1.065,0,0.364,0.061,0.053
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,64,1,1,4,20.096,1.018,0.001,0.352,0.039,0.06
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,128,1,1,4,20.125,1.017,0,0.332,0.022,0.057
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,256,1,1,4,20.083,0.925,0.001,0.361,0.022,0.056
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,512,1,1,4,20.239,0.919,0,0.435,0.019,0.057
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,1024,1,1,4,20.074,0.92,0.001,0.504,0.017,0.059
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,1,1,1,4,21.592,1.437,0.001,2.168,1.38,0.133
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,2,1,1,4,20.363,1.147,0.001,1.272,0.763,0.115
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,4,1,1,4,20.226,1.087,0,0.831,0.443,0.101
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,8,1,1,4,20.235,1.006,0.001,0.58,0.205,0.062
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,16,1,1,4,20.04,0.965,0.001,0.448,0.11,0.061
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,32,1,1,4,20.036,0.948,0.001,0.383,0.099,0.061
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,64,1,1,4,20.133,0.921,0.001,0.405,0.036,0.062
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,128,1,1,4,20.135,0.91,0.001,0.322,0.023,0.062
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,256,1,1,4,20.098,0.921,0.001,0.418,0.048,0.062
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,512,1,1,4,20.116,0.895,0.001,0.433,0.014,0.06
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,1024,1,1,4,20.158,0.905,0.001,0.622,0.022,0.081
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,1,1,1,4,27.395,2.02,0.001,3.708,1.428,0.122
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,2,1,1,4,20.297,1.186,0,1.382,0.772,0.108
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,4,1,1,4,20.237,1.018,0.001,0.867,0.475,0.104
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,8,1,1,4,20.106,1.005,0.001,0.651,0.367,0.099
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,16,1,1,4,20.194,1.006,0.001,0.523,0.142,0.067
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,32,1,1,4,20.146,0.971,0,0.427,0.09,0.106
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,64,1,1,4,20.229,0.966,0,0.336,0.058,0.174
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,128,1,1,4,23.312,0.886,0,0.399,0.024,0.063
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,256,1,1,4,20.084,0.891,0.002,0.467,0.019,0.069
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,512,1,1,4,20.1,0.893,0.001,0.517,0.012,0.067
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,1024,1,1,4,20.37,0.906,0.001,0.626,0.008,0.094
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,1,1,1,4,24.429,2.649,0.001,3.993,1.416,0.191
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,2,1,1,4,20.156,1.685,0,1.491,0.781,0.119
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,4,1,1,4,20.09,1.472,0,0.889,0.48,0.157
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,8,1,1,4,20.066,1.454,0.001,0.754,0.302,0.144
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,16,1,1,4,20.105,1.452,0.001,0.564,0.125,0.07
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,32,1,1,4,20.094,1.425,0.001,0.467,0.081,0.097
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,64,1,1,4,20.106,1.417,0.001,0.432,0.057,0.109
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,128,1,1,4,20.078,1.414,0.001,0.491,0.041,0.11
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,256,1,1,4,20.023,1.439,0,0.453,0.047,0.066
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,512,1,1,4,20.106,1.361,0.001,0.53,0.021,0.067
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,1024,1,1,4,20.086,1.328,0.001,0.591,0.017,0.074
