device/C,kernel/C,workDimension/C,cubeLength/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,1,1,2,37.3853,432.788,22.869,0.002,61.855,18.653,1.384
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,1,2,1,37.3853,370.023,22.143,0.003,110.329,19.025,1.712
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,1,2,2,37.3853,369.243,21.209,0.002,106.033,18.786,1.736
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,2,1,1,37.3853,369.943,24.489,0.002,96.667,21.892,3.877
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,2,1,2,37.3853,368.777,25.029,0.004,87.271,18.621,1.463
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,2,2,1,37.3853,365.096,24.023,0.002,91.312,18.183,1.583
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,2,2,2,37.3853,363.749,24.794,0.003,78.242,18.107,1.509
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,1,1,2,37.3853,392.626,20.395,0.001,66.916,19.912,1.444
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,1,2,1,37.3853,375.216,20.482,0.002,67.017,17.067,1.938
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,1,2,2,37.3853,373.943,21.343,0.002,106.46,19.372,1.782
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,2,1,1,37.3853,378.15,27.17,0.004,84.928,23.206,1.896
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,2,1,2,37.3853,374.525,26.615,0.002,93.82,19.621,1.803
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,2,2,1,37.3853,382.643,22.864,0.001,65.045,22.888,1.875
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,2,2,2,37.3853,374.468,27.709,0.002,54.226,22.981,1.839
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,1,1,2,37.3853,432.115,23.789,0.003,64.733,19.104,1.154
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,1,2,1,37.3853,362.38,23.925,0.003,70.312,19.433,1.388
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,1,2,2,37.3853,367.034,22.726,0.003,49.063,19.271,1.43
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,2,1,1,37.3853,361.273,20.266,0.003,67.928,18.511,1.588
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,2,1,2,37.3853,361.758,20.153,0.003,57.487,18.999,1.607
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,2,2,1,37.3853,361.63,19.775,0.003,93.4,18.79,1.617
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,2,2,2,37.3853,362.767,22.384,0.003,77.288,18.078,1.587
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,1,1,2,37.3853,392.958,22.301,0.003,68.537,18.584,1.133
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,1,2,1,37.3853,366.351,18.721,0.003,67.246,18.047,1.412
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,1,2,2,37.3853,364.447,30.106,0.003,65.992,18.64,1.439
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,2,1,1,37.3853,365.814,20.823,0.004,111.594,18.032,1.365
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,2,1,2,37.3853,361.526,23.94,0.004,80.336,18.085,1.407
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,2,2,1,37.3853,362.376,27.331,0.003,91.886,18.133,1.306
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,214,2,2,2,37.3853,361.521,21.933,0.004,80.898,18.308,1.408
