device/C,kernel/C,workDimension/C,width/F,height/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,1,1,1,38.0083,850.608,0.088,0.003,1480.62,0.006,1.536
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,1,2,1,38.0083,846.155,0.079,0.002,1337.7,0.006,1.563
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,1,4,1,38.0083,846.649,0.08,0.002,1499.45,0.008,1.723
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,1,8,1,38.0083,847.553,0.104,0.013,1467.53,0.017,1.804
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,1,16,1,38.0083,847.09,0.095,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,1,32,1,38.0083,848.004,0.103,0.013,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,1,64,1,38.0083,848.338,0.116,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,1,128,1,38.0083,849.014,0.113,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,1,256,1,38.0083,847.363,0.114,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,1,512,1,38.0083,847.999,0.106,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,1,1024,1,38.0083,847.611,0.121,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,2,1,1,38.0083,846.856,0.103,0.002,1575.6,0.03,1.694
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,2,2,1,38.0083,847.574,0.101,0.002,1507.59,0.014,1.793
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,2,4,1,38.0083,847.791,0.119,0.002,1462.7,0.014,1.799
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,2,8,1,38.0083,855.524,0.116,0.002,1434.9,0.014,1.751
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,2,16,1,38.0083,847.532,0.105,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,2,32,1,38.0083,850.823,0.107,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,2,64,1,38.0083,847.587,0.123,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,2,128,1,38.0083,850.134,0.109,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,2,256,1,38.0083,847.16,0.123,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,2,512,1,38.0083,847.261,0.112,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,4,1,1,38.0083,848.221,0.106,0.002,1521.14,0.014,1.787
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,4,2,1,38.0083,847.084,0.102,0.003,1441.32,0.013,1.731
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,4,4,1,38.0083,847.698,0.118,0.002,1425.97,0.014,1.842
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,4,8,1,38.0083,847.026,0.113,0.001,1416.72,0.006,1.696
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,4,16,1,38.0083,846.911,0.117,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,4,32,1,38.0083,848.444,0.109,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,4,64,1,38.0083,848.095,0.118,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,4,128,1,38.0083,849.07,0.109,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,1116,2232,4,4,256,1,38.0083,847.466,0.116,0.002,-1,-1,-1
