device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,1,1,1,27,196.501,43.03,0.004,1989.23,11.443,1.55
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,2,1,1,27,149.316,40.137,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,4,1,1,27,151.196,38.288,0.005,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,8,1,1,27,151.132,38.139,0.005,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,16,1,1,27,151.067,38.239,0.005,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,32,1,1,27,150.871,38.301,0.005,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,64,1,1,27,151.503,38.37,0.005,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,128,1,1,27,150.28,38.263,0.005,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,256,1,1,27,150.9,38.256,0.005,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,512,1,1,27,150.713,38.297,0.005,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,1024,1,1,27,150.729,38.314,0.005,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,1,1,1,27,143.546,35.859,0.003,2005.39,10.394,0.623
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,2,1,1,27,143.677,33.184,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,4,1,1,27,148.015,32.349,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,8,1,1,27,148.779,32.555,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,16,1,1,27,149.082,32.841,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,32,1,1,27,148.126,32.625,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,64,1,1,27,148.264,32.508,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,128,1,1,27,148.575,32.526,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,256,1,1,27,148.745,32.521,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,512,1,1,27,148.748,32.425,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2709,2709,64,64,1024,1,1,27,149.285,34.97,0.003,-1,-1,-1
