device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,1,1,1,36,184.183,32.992,0.003,48446.5,12.628,0.44
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,2,1,1,36,185.747,33.233,0.003,24323,11.823,0.439
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,4,1,1,36,185.643,33.16,0.003,12261.1,12.545,0.444
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,8,1,1,36,185.782,33.211,0.002,6221.78,11.853,0.442
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,16,1,1,36,187.775,33.314,0.002,3187.97,11.741,0.441
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,32,1,1,36,185.661,33.217,0.002,1656.37,11.735,0.445
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,64,1,1,36,185.89,33.197,0.002,923.298,11.72,0.449
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,128,1,1,36,185.848,33.235,0.002,766.062,11.662,0.451
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,256,1,1,36,185.887,33.16,0.002,763.659,11.678,0.466
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,512,1,1,36,185.942,33.335,0.003,756.055,11.565,0.47
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,1024,1,1,36,185.634,33.481,0.002,750.671,11.644,0.457
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,1,1,1,36,184.848,33.47,0.003,48446.4,11.729,0.4
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,2,1,1,36,185.202,33.37,0.003,24323,11.128,0.411
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,4,1,1,36,185.361,33.448,0.002,12261.2,11.602,0.397
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,8,1,1,36,185.38,33.449,0.002,6221.76,10.963,0.377
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,16,1,1,36,185.567,33.304,0.002,3187.94,10.759,0.392
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,32,1,1,36,185.414,33.315,0.003,1656.45,10.719,0.396
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,64,1,1,36,185.458,33.303,0.002,923.333,10.714,0.397
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,128,1,1,36,185.313,33.347,0.002,766.075,10.738,0.388
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,256,1,1,36,185.876,33.58,0.003,763.632,10.754,0.398
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,512,1,1,36,185.356,33.342,0.003,755.987,10.715,0.398
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,1024,1,1,36,185.46,33.368,0.002,750.686,10.732,0.403
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,1,1,1,36,183.516,33.363,0.002,48447.1,11.557,0.399
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,2,1,1,36,185.537,33.492,0.002,24323.5,11.49,0.394
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,4,1,1,36,185.457,33.487,0.002,12261.3,10.662,0.388
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,8,1,1,36,185.425,33.427,0.002,6221.84,10.523,0.391
Tesla K20Xm,Convolution,ONE_D,3072,3072,64,64,16,1,1,36,185.467,33.475,0.002,3188.01,10.679,0.419
