device/C,kernel/C,workDimension/C,actualMB/F,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,1,1,1,20,310.645,65.971,0.004,939.189,0.001,2.796
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,2,1,1,20,315.94,65.76,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,4,1,1,20,315.102,66.059,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,8,1,1,20,316.209,65.976,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,16,1,1,20,314.741,66.041,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,32,1,1,20,315.434,65.968,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,64,1,1,20,315.364,66.217,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,128,1,1,20,315.957,66.174,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,256,1,1,20,316.81,65.88,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,512,1,1,20,315.355,65.953,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,1024,1,1,20,315.041,66.01,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,1,1,1,20,314.145,130.212,0.004,1140.08,0.001,2.692
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,2,1,1,20,318.484,129.749,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,4,1,1,20,318.466,130.337,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,8,1,1,20,319.878,129.911,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,16,1,1,20,318.402,130.241,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,32,1,1,20,318.876,129.856,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,64,1,1,20,318.612,129.949,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,128,1,1,20,318.733,130.01,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,256,1,1,20,319.341,130.627,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,512,1,1,20,318.818,129.97,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,1024,1,1,20,318.515,129.869,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,1,1,1,20,310.087,66.137,0.003,937.118,0.001,2.755
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,2,1,1,20,315.537,65.761,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,4,1,1,20,315.037,65.587,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,8,1,1,20,314.891,65.813,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,16,1,1,20,315.942,65.803,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,32,1,1,20,314.996,65.734,0.003,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,64,1,1,20,314.968,65.746,0.004,-1,-1,-1
Tesla K20Xm,FluidSimulation,ONE_D,19,1619,1619,3,128,1,1,20,323.543,65.702,0.004,-1,-1,-1
