device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Computation,ONE_D,546,485,1,1,1,192,0.004,0,0.001,0.051,0,0.009
Tesla K20Xm,Computation,ONE_D,546,485,2,1,1,192,0.004,0.001,0,0.016,0,0.007
Tesla K20Xm,Computation,ONE_D,546,485,4,1,1,192,0.004,0,0.001,0.014,0,0.007
Tesla K20Xm,Computation,ONE_D,546,485,8,1,1,192,0.003,0,0,0.014,0.001,0.005
Tesla K20Xm,Computation,ONE_D,546,485,16,1,1,192,0.003,0,0.001,0.014,0,0.006
Tesla K20Xm,Computation,ONE_D,546,485,32,1,1,192,0.003,0,0,0.014,0,0.006
Tesla K20Xm,Computation,ONE_D,546,485,64,1,1,192,0.003,0,0.001,0.014,0,0.006
Tesla K20Xm,Computation,ONE_D,546,485,128,1,1,192,0.003,0,0,0.014,0,0.006
Tesla K20Xm,Computation,ONE_D,546,485,256,1,1,192,0.003,0,0,0.016,0,0.006
Tesla K20Xm,Computation,ONE_D,546,485,512,1,1,192,0.003,0,0,0.015,0,0.006
Tesla K20Xm,Computation,ONE_D,546,485,1024,1,1,192,0.003,0,0,-1,-1,-1
