device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,NBody,ONE_D,1.04858e+06,0.005,1,1,1,1,16,91.675,24.002,0.001,1.9052e+06,0.001,2.799
Tesla K20Xm,NBody,ONE_D,1.04858e+06,0.005,1,2,1,1,16,94.761,24.226,0.001,952584,0.001,3.039
Tesla K20Xm,NBody,ONE_D,1.04858e+06,0.005,1,4,1,1,16,89.627,24.026,0.002,476509,0,2.916
Tesla K20Xm,NBody,ONE_D,1.04858e+06,0.005,1,8,1,1,16,89.783,24.623,0.002,238479,0.001,2.682
Tesla K20Xm,NBody,ONE_D,1.04858e+06,0.005,1,16,1,1,16,89.113,24.043,0.002,119224,0,2.669
Tesla K20Xm,NBody,ONE_D,1.04858e+06,0.005,1,32,1,1,16,88.785,23.999,0.002,60680.7,0,2.766
Tesla K20Xm,NBody,ONE_D,1.04858e+06,0.005,1,64,1,1,16,88.524,23.897,0.002,30941.7,0,2.628
Tesla K20Xm,NBody,ONE_D,1.04858e+06,0.005,1,128,1,1,16,88.139,23.883,0.002,29794.6,0,2.675
Tesla K20Xm,NBody,ONE_D,1.04858e+06,0.005,1,256,1,1,16,88.338,23.999,0.002,40218.4,0,2.668
Tesla K20Xm,NBody,ONE_D,1.04858e+06,0.005,1,512,1,1,16,88.909,24.074,0.002,42172.7,0.001,2.639
Tesla K20Xm,NBody,ONE_D,1.04858e+06,0.005,1,1024,1,1,16,88.375,23.953,0.004,43819.7,0,2.625
Tesla K20Xm,NBody,ONE_D,1.04858e+06,0.005,1,1,1,1,16,92.33,18.646,0.002,1.90517e+06,0.001,2.693
Tesla K20Xm,NBody,ONE_D,1.04858e+06,0.005,1,2,1,1,16,89.938,18.831,0.003,952579,0.001,3.541
Tesla K20Xm,NBody,ONE_D,1.04858e+06,0.005,1,4,1,1,16,90.149,19.041,0.004,476499,0.001,3.536
Tesla K20Xm,NBody,ONE_D,1.04858e+06,0.005,1,8,1,1,16,90.592,22.873,0.002,238469,0.001,3.62
Tesla K20Xm,NBody,ONE_D,1.04858e+06,0.005,1,16,1,1,16,90.795,19.059,0.002,119223,0.001,3.745
Tesla K20Xm,NBody,ONE_D,1.04858e+06,0.005,1,32,1,1,16,90.183,19.047,0.002,60662.7,0.001,3.705
Tesla K20Xm,NBody,ONE_D,1.04858e+06,0.005,1,64,1,1,16,90.239,19.086,0.003,30940.7,0,3.58
Tesla K20Xm,NBody,ONE_D,1.04858e+06,0.005,1,128,1,1,16,90.136,19.131,0.002,25296.3,0,3.424
Tesla K20Xm,NBody,ONE_D,1.04858e+06,0.005,1,256,1,1,16,91.229,19.559,0.003,25337.2,0,3.207
Tesla K20Xm,NBody,ONE_D,1.04858e+06,0.005,1,512,1,1,16,90.072,19.096,0.003,30246.9,0.001,3.601
Tesla K20Xm,NBody,ONE_D,1.04858e+06,0.005,1,1024,1,1,16,90.296,19.023,0.003,34653.2,0.001,3.27
