device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Reduction,ONE_D,786432,1,1,1,12,66.05,8.413,0.014,-1,-1,-1
Tesla K20Xm,Reduction,ONE_D,786432,2,1,1,12,60.865,6.783,0.012,-1,-1,-1
Tesla K20Xm,Reduction,ONE_D,786432,4,1,1,12,60.497,7.429,0.013,-1,-1,-1
Tesla K20Xm,Reduction,ONE_D,786432,8,1,1,12,60.161,7.629,0.013,-1,-1,-1
Tesla K20Xm,Reduction,ONE_D,786432,16,1,1,12,60.139,7.721,0.013,-1,-1,-1
Tesla K20Xm,Reduction,ONE_D,786432,32,1,1,12,60.214,7.723,0.013,-1,-1,-1
Tesla K20Xm,Reduction,ONE_D,786432,64,1,1,12,60.087,7.797,0.013,-1,-1,-1
Tesla K20Xm,Reduction,ONE_D,786432,128,1,1,12,60.098,7.808,0.013,-1,-1,-1
Tesla K20Xm,Reduction,ONE_D,786432,256,1,1,12,60.498,7.846,0.013,-1,-1,-1
Tesla K20Xm,Reduction,ONE_D,786432,512,1,1,12,60.119,7.687,0.013,-1,-1,-1
Tesla K20Xm,Reduction,ONE_D,786432,1024,1,1,12,60.098,7.882,0.013,-1,-1,-1
Tesla K20Xm,Reduction,ONE_D,786432,1,1,1,12,86.784,10.315,0.001,3.942,8.538,3.515
Tesla K20Xm,Reduction,ONE_D,786432,2,1,1,12,82.074,9.478,0.002,3.201,3.899,2.821
Tesla K20Xm,Reduction,ONE_D,786432,4,1,1,12,81.888,9.692,0.002,2.738,2.254,2.579
Tesla K20Xm,Reduction,ONE_D,786432,8,1,1,12,80.212,9.798,0.001,2.459,1.344,2.43
Tesla K20Xm,Reduction,ONE_D,786432,16,1,1,12,80.529,9.867,0.001,2.48,1.187,2.422
Tesla K20Xm,Reduction,ONE_D,786432,32,1,1,12,67.117,7.764,0,2.412,0.856,1.869
Tesla K20Xm,Reduction,ONE_D,786432,64,1,1,12,60.76,7.842,0.001,2.349,0.799,1.871
Tesla K20Xm,Reduction,ONE_D,786432,128,1,1,12,60.306,7.773,0.001,2.376,0.773,1.858
