device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Reduction,ONE_D,1.70394e+06,1,1,1,26,137.128,19.989,0.003,8.664,14.48,5.62
Tesla K20Xm,Reduction,ONE_D,1.70394e+06,2,1,1,26,135.297,19.77,0.003,7.068,7.477,4.74
Tesla K20Xm,Reduction,ONE_D,1.70394e+06,4,1,1,26,133.928,19.715,0.002,6.099,3.988,4.361
Tesla K20Xm,Reduction,ONE_D,1.70394e+06,8,1,1,26,132.325,19.693,0.003,5.442,2.21,4.164
Tesla K20Xm,Reduction,ONE_D,1.70394e+06,16,1,1,26,131.721,19.836,0.003,5.099,1.397,3.964
Tesla K20Xm,Reduction,ONE_D,1.70394e+06,32,1,1,26,131.848,19.67,0.003,4.885,1.224,3.979
Tesla K20Xm,Reduction,ONE_D,1.70394e+06,64,1,1,26,131.421,19.65,0.004,4.815,1.02,3.956
Tesla K20Xm,Reduction,ONE_D,1.70394e+06,128,1,1,26,131.314,19.634,0.003,4.82,0.968,3.959
Tesla K20Xm,Reduction,ONE_D,1.70394e+06,256,1,1,26,131.244,19.683,0.003,4.873,0.903,3.947
Tesla K20Xm,Reduction,ONE_D,1.70394e+06,512,1,1,26,131.357,19.638,0.003,4.89,0.899,3.942
Tesla K20Xm,Reduction,ONE_D,1.70394e+06,1024,1,1,26,131.325,19.783,0.003,5.102,1.027,4.019
